ProductBatch,WorkOrder,ProductionDate,Shift,MachineId,MoldId,BottleId,LotSize,CodeLetter,SampleSize,CriticalDefects,MajorDefects,MinorDefects,TotalSampleDefects,VariablesDecision,AttributesDecision,FinalLotDecision,DispositionDetail,LotDecisionDateTime,Remarks,Inspector
LOTE-M-SOP-004-3716,WO-4154,2026-11-27,Shift 2,ISBM-004,M-SOP-004,FR-004-rPET-330,17689,M,315,0,4,12,16,Conforming,Approved,Approved,Approved - First Pass,2026-11-29 08:19:10.889,—,Carlos Mendes
LOTE-M-SOP-029-3717,WO-4155,2026-11-28,Shift 2,ISBM-004,M-SOP-029,FR-029-MDPE-5000,1516,L,200,0,0,6,6,Conforming,Approved,Approved,Approved - First Pass,2026-11-30 05:57:50.924,—,Carlos Mendes
LOTE-M-SOP-026-3718,WO-4158,2026-12-01,shift 3,ISBM-004,M-SOP-026,FR-026-HDPE-4000,6879,L,200,0,2,6,8,Conforming,Approved,Approved,Approved - First Pass,2026-12-02 06:22:09.323,—,Diogo Ferreira
LOTE-M-SOP-004-3719,WO-4159,2026-12-01,Shift 2,ISBM-004,M-SOP-004,FR-004-rPET-330,4542,L,200,0,1,3,4,Conforming,Approved,Approved,Approved - First Pass,2026-12-02 19:08:33.909,—,Elena Santos
LOTE-M-SOP-012-3720,WO-4162,2026-12-04,Shift 1,ISBM-004,M-SOP-012,FR-012-PET-400,17897,M,315,0,5,12,17,Conforming,Approved,Approved,Approved - First Pass,2026-12-05 06:21:12.699,—,Carlos Mendes
LOTE-M-SOP-026-3721,WO-4165,2026-12-06,Shift 1,ISBM-004,M-SOP-026,FR-026-HDPE-4000,8119,L,200,0,2,15,17,Conforming,Approved,Approved,Approved - First Pass,2026-12-07 19:17:49.361,—,Diogo Ferreira
LOTE-M-SOP-026-3722,WO-4168,2026-12-08,  Shift 1  ,ISBM-004,M-SOP-026,FR-026-HDPE-4000,8885,L,200,0,9,6,15,Conforming,Approved,Approved,Approved - First Pass,2026-12-10 00:08:02.711,—,Elena Santos
LOTE-M-SOP-004-3723,WO-4170,2026-12-09,Shift 2,ISBM-004,M-SOP-004,FR-004-rPET-330,15613,M,315,0,3,5,8,Conforming,Approved,Approved,Approved - First Pass,2026-12-10 19:29:37.256,—,Elena Santos
LOTE-M-SOP-004-3724,WO-4173,2026-12-12,Shift 1,ISBM-004,M-SOP-004,FR-004-rPET-330,21176,M,315,0,0,14,14,Conforming,Approved,Approved,Approved - First Pass,2026-12-13 02:17:49.504,—,Carlos Mendes
LOTE-M-SOP-026-3725,WO-4174,2026-12-12,Shift 2,ISBM-004,M-SOP-026,FR-026-HDPE-4000,2059,L,200,0,1,2,3,Conforming,Approved,Approved,Approved - First Pass,2026-12-14 02:10:16.269,—,Elena Santos
LOTE-M-SOP-004-3726,WO-4176,2026-12-13,Shift 2,ISBM-004,M-SOP-004,FR-004-rPET-330,8840,L,200,0,1,7,8,Conforming,Approved,Approved,Approved - First Pass,2026-12-15 00:20:57.459,—,Ana Silva
LOTE-M-SOP-029-3727,WO-4178,2026-12-15,Shift 3,ISBM-004,M-SOP-029,FR-029-MDPE-5000,2569,L,200,0,4,3,7,Conforming,Approved,Approved,Approved - First Pass,2026-12-15 19:35:58.210,—,Diogo Ferreira
LOTE-M-SOP-026-3728,WO-4179,2026-12-15,Shift 2,ISBM-004,M-SOP-026,FR-026-HDPE-4000,3598,L,200,0,2,2,4,Conforming,Approved,Approved,Approved - First Pass,2026-12-16 19:14:46.717,—,Beatriz Costa
LOTE-M-SOP-012-3729,WO-4181,2026-12-17,Shift 1,ISBM-004,M-SOP-012,FR-012-PET-400,20328,M,315,0,3,6,9,Conforming,Approved,Approved,Approved - First Pass,2026-12-18 19:26:23.719,—,Carlos Mendes
LOTE-M-SOP-029-3730,WO-4183,2026-12-18,  Shift 3  ,ISBM-004,M-SOP-029,FR-029-MDPE-5000,2356,L,200,0,4,4,8,Conforming,Approved,Approved,Approved - First Pass,2026-12-20 05:46:34.529,—,Carlos Mendes
LOTE-M-SOP-004-3731,WO-4185,2026-12-20,Shift 3,ISBM-004,M-SOP-004,FR-004-rPET-330,19490,M,315,0,0,6,6,Conforming,Approved,Approved,Approved - First Pass,2026-12-21 19:01:01.664,—,Elena Santos
LOTE-M-SOP-004-3732,WO-4186,2026-12-21,Shift 3,ISBM-004,M-SOP-004,FR-004-rPET-330,8513,L,200,0,2,5,7,Conforming,Approved,Approved,Approved - First Pass,2026-12-22 10:29:21.590,—,Elena Santos
LOTE-M-SOP-026-3733,WO-4188,2026-12-22,Shift 1,ISBM-004,M-SOP-026,FR-026-HDPE-4000,3333,L,200,1,1,9,11,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-12-23 03:56:53.541,Leakage:1(Re=1),Beatriz Costa
LOTE-M-SOP-004-3734,WO-4190,2026-12-23,Shift 2,ISBM-004,M-SOP-004,FR-004-rPET-330,10483,M,315,0,4,11,15,Conforming,Approved,Approved,Approved - First Pass,2026-12-24 18:42:48.801,—,Diogo Ferreira
LOTE-M-SOP-012-3735,WO-4193,2026-12-25,Shift 2,ISBM-004,M-SOP-012,FR-012-PET-400,26770,M,315,0,4,12,16,Conforming,Approved,Approved,Approved - First Pass,2026-12-27 03:57:55.614,—,Diogo Ferreira
LOTE-M-SOP-026-3736,WO-4194,2026-12-26,Shift 1,ISBM-004,M-SOP-026,FR-026-HDPE-4000,2484,L,200,0,0,1,1,Conforming,Approved,Approved,Approved - First Pass,2026-12-27 18:51:24.144,—,Ana Silva
LOTE-M-SOP-026-3737,WO-4197,2026-12-28,Shift 1,ISBM-004,M-SOP-026,FR-026-HDPE-4000,8289,L,200,0,5,13,18,Conforming,Approved,Approved,Approved - First Pass,2026-12-29 13:28:48.103,—,Diogo Ferreira
LOTE-M-SOP-026-3738,WO-4200,2026-12-30,Shift 3,ISBM-004,M-SOP-026,FR-026-HDPE-4000,8629,L,200,0,7,13,20,Conforming,Approved,Approved,Approved - First Pass,2026-12-31 08:31:14.440,—,Diogo Ferreira
LOTE-M-SOP-004-3739,WO-4201,2026-12-30,Shift 2,ISBM-004,M-SOP-004,FR-004-rPET-330,10019,M,315,1,1,11,13,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-12-31 21:41:41.731,Leakage:1(Re=1),Elena Santos
LOTE-M-SOP-010-3740,WO-4202,2025-07-01,Shift 3,ISBM-005,M-SOP-010,FR-010-PET-400,5410,L,200,0,2,3,5,Conforming,Approved,Approved,Approved - First Pass,2025-07-02 00:37:58.132,—,Carlos Mendes
LOTE-M-SOP-023-3741,WO-4204,2025-07-02,shift 1,ISBM-005,M-SOP-023,FR-023-HDPE-1000,5561,L,200,0,1,4,5,Conforming,Approved,Approved,Approved - First Pass,2025-07-03 14:40:41.887,—,Ana Silva
LOTE-M-SOP-013-3742,WO-4206,2025-07-04,Shift 3,ISBM-005,M-SOP-013,FR-013-LDPE-500,12802,M,315,0,3,3,6,Conforming,Approved,Approved,Approved - First Pass,2025-07-05 01:39:19.129,—,Diogo Ferreira
LOTE-M-SOP-027-3743,WO-4207,2025-07-04,Shift 3,ISBM-005,M-SOP-027,FR-027-HDPE-5000,1389,L,200,0,2,5,7,Conforming,Approved,Approved,Approved - First Pass,2025-07-06 10:54:35.786,—,Diogo Ferreira
LOTE-M-SOP-027-3744,WO-4209,2025-07-06,Shift 3,ISBM-005,M-SOP-027,FR-027-HDPE-5000,1948,L,200,0,1,7,8,Conforming,Approved,Approved,Approved - First Pass,2025-07-07 10:05:20.515,—,Diogo Ferreira
LOTE-M-SOP-027-3745,WO-4212,2025-07-08,Shift 1,ISBM-005,M-SOP-027,FR-027-HDPE-5000,3356,L,200,0,6,15,21,Conforming,Approved,Approved,Approved - First Pass,2025-07-09 12:38:26.051,—,Elena Santos
LOTE-M-SOP-010-3746,WO-4213,2025-07-08,Shift 2,ISBM-005,M-SOP-010,FR-010-PET-400,8593,L,200,0,2,5,7,Conforming,Approved,Approved,Approved - First Pass,2025-07-09 21:12:50.144,—,Ana Silva
LOTE-M-SOP-010-3747,WO-4214,2025-07-09,Shift 2,ISBM-005,M-SOP-010,FR-010-PET-400,4770,L,200,0,1,1,2,Conforming,Approved,Approved,Approved - First Pass,2025-07-10 09:34:22.295,—,Diogo Ferreira
LOTE-M-SOP-013-3748,WO-4217,2025-07-11,Shift 2,ISBM-005,M-SOP-013,FR-013-rPET-500,26620,M,315,0,8,11,19,Conforming,Approved,Approved,Approved - First Pass,2025-07-13 03:11:44.234,—,Diogo Ferreira
LOTE-M-SOP-013-3749,WO-4218,2025-07-12,Shift 1,ISBM-005,M-SOP-013,FR-013-HDPE-PCR-500,9276,L,200,0,1,1,2,Conforming,Approved,Approved,Approved - First Pass,2025-07-13 18:26:54.845,—,Carlos Mendes
LOTE-M-SOP-010-3750,WO-4221,2025-07-15,SHIFT 1,ISBM-005,M-SOP-010,FR-010-PET-400,23183,M,315,0,1,4,5,Conforming,Approved,Approved,Approved - First Pass,2025-07-16 02:05:03.060,—,Ana Silva
LOTE-M-SOP-023-3751,WO-4224,2025-07-17,Shift 1,ISBM-005,M-SOP-023,FR-023-HDPE-1000,10184,M,315,0,2,5,7,Conforming,Approved,Approved,Approved - First Pass,2025-07-18 13:54:58.039,—,Beatriz Costa
LOTE-M-SOP-027-3752,WO-4225,2025-07-17,Shift 3,ISBM-005,M-SOP-027,FR-027-HDPE-5000,1042,L,200,0,1,1,2,Conforming,Approved,Approved,Approved - First Pass,2025-07-19 03:57:41.728,—,Diogo Ferreira
LOTE-M-SOP-027-3753,WO-4227,2025-07-19,Shift 1,ISBM-005,M-SOP-027,FR-027-HDPE-5000,1953,L,200,0,1,8,9,Conforming,Approved,Approved,Approved - First Pass,2025-07-20 08:27:15.525,—,Elena Santos
LOTE-M-SOP-027-3754,WO-4228,2025-07-20,Shift 3,ISBM-005,M-SOP-027,FR-027-HDPE-5000,1465,L,200,0,0,2,2,Conforming,Approved,Approved,Approved - First Pass,2025-07-21 14:38:40.059,—,Carlos Mendes
LOTE-M-SOP-013-3755,WO-4229,2025-07-21,Shift 3,ISBM-005,M-SOP-013,FR-013-PVC-500,4327,L,200,0,4,0,4,Conforming,Approved,Approved,Approved - First Pass,2025-07-22 01:25:04.007,—,Carlos Mendes
LOTE-M-SOP-013-3756,WO-4230,2025-07-21,Shift 1,ISBM-005,M-SOP-013,FR-013-HDPE-500,8416,L,200,0,4,8,12,Conforming,Approved,Approved,Approved - First Pass,2025-07-22 18:04:23.914,—,Diogo Ferreira
LOTE-M-SOP-013-3757,WO-4233,2025-07-24,Shift 3,ISBM-005,M-SOP-013,FR-013-PP-PCR-500,23920,M,315,0,4,8,12,Conforming,Approved,Approved,Approved - First Pass,2025-07-25 01:21:35.123,—,Diogo Ferreira
LOTE-M-SOP-023-3758,WO-4235,2025-07-25,Shift 3,ISBM-005,M-SOP-023,FR-023-HDPE-1000,9208,L,200,0,1,3,4,Conforming,Approved,Approved,Approved - First Pass,2025-07-26 14:49:11.082,—,Beatriz Costa
LOTE-M-SOP-027-3759,WO-4236,2025-07-26,SHIFT 3,ISBM-005,M-SOP-027,FR-027-HDPE-5000,674,L,200,0,0,3,3,Conforming,Approved,Approved,Approved - First Pass,2025-07-27 06:50:20.763,—,Ana Silva
LOTE-M-SOP-027-3760,WO-4238,2025-07-27,Shift 1,ISBM-005,M-SOP-027,FR-027-HDPE-5000,2054,L,200,0,1,5,6,Conforming,Approved,Approved,Approved - First Pass,2025-07-28 17:07:04.136,—,Elena Santos
LOTE-M-SOP-027-3761,WO-4239,2025-07-28,Shift 3,ISBM-005,M-SOP-027,FR-027-HDPE-5000,1210,L,200,0,1,1,2,Conforming,Approved,Approved,Approved - First Pass,2025-07-29 00:50:32.469,—,Carlos Mendes
LOTE-M-SOP-023-3762,WO-4241,2025-07-29,Shift 2,ISBM-005,M-SOP-023,FR-023-rPET-1000,9185,L,200,0,2,17,19,Conforming,Approved,Approved,Approved - First Pass,2025-07-30 15:15:51.392,—,Ana Silva
LOTE-M-SOP-010-3763,WO-4243,2025-07-31,Shift 3,ISBM-005,M-SOP-010,FR-010-PET-400,11497,M,315,0,0,4,4,Conforming,Approved,Approved,Approved - First Pass,2025-08-01 17:40:37.874,—,Diogo Ferreira
LOTE-M-SOP-010-3764,WO-4244,2025-08-01,Shift 3,ISBM-005,M-SOP-010,FR-010-PET-400,6537,L,200,0,1,0,1,Conforming,Approved,Approved,Approved - First Pass,2025-08-02 13:52:35.961,—,Beatriz Costa
LOTE-M-SOP-010-3765,WO-4245,2025-08-02,Shift 3,ISBM-005,M-SOP-010,FR-010-PET-400,6491,L,200,0,0,2,2,Conforming,Approved,Approved,Approved - First Pass,2025-08-02 20:26:25.787,—,Ana Silva
LOTE-M-SOP-010-3766,WO-4246,2025-08-02,Shift 1,ISBM-005,M-SOP-010,FR-010-PET-400,5440,L,200,0,0,4,4,Conforming,Approved,Approved,Approved - First Pass,2025-08-03 09:40:56.156,—,Elena Santos
LOTE-M-SOP-013-3767,WO-4248,2025-08-04,Shift 3,ISBM-005,M-SOP-013,FR-013-LDPE-500,14086,M,315,0,1,5,6,Conforming,Approved,Approved,Approved - First Pass,2025-08-04 18:03:03.617,—,Carlos Mendes
LOTE-M-SOP-023-3768,WO-4250,2025-08-05,Shift 2,ISBM-005,M-SOP-023,FR-023-HDPE-1000,5422,L,200,0,3,10,13,Conforming,Approved,Approved,Approved - First Pass,2025-08-06 15:49:38.929,—,Carlos Mendes
LOTE-M-SOP-013-3769,WO-4252,2025-08-07,Shift 3,ISBM-005,M-SOP-013,FR-013-LDPE-500,11251,M,315,0,2,7,9,Conforming,Approved,Approved,Approved - First Pass,2025-08-07 18:01:28.130,—,Ana Silva
LOTE-M-SOP-010-3770,WO-4255,2025-08-09,Shift 3,ISBM-005,M-SOP-010,FR-010-PET-400,26526,M,315,0,4,12,16,Conforming,Approved,Approved,Approved - First Pass,2025-08-10 06:32:58.115,—,Elena Santos
LOTE-M-SOP-027-3771,WO-4258,2025-08-11,  Shift 2  ,ISBM-005,M-SOP-027,FR-027-HDPE-5000,4585,L,200,0,3,15,18,Conforming,Approved,Approved,Approved - First Pass,2025-08-13 14:16:27.753,—,Beatriz Costa
LOTE-M-SOP-010-3772,WO-4260,2025-08-13,Shift 1,ISBM-005,M-SOP-010,FR-010-PET-400,17161,M,315,0,3,6,9,Conforming,Approved,Approved,Approved - First Pass,2025-08-14 16:26:08.621,—,Diogo Ferreira
LOTE-M-SOP-013-3773,WO-4261,2025-08-14,SHIFT 1,ISBM-005,M-SOP-013,FR-013-MDPE-500,6719,L,200,0,0,5,5,Conforming,Approved,Approved,Approved - First Pass,2025-08-15 13:08:05.433,—,Beatriz Costa
LOTE-M-SOP-023-3774,WO-4263,2025-08-15,Shift 2,ISBM-005,M-SOP-023,FR-023-HDPE-1000,7329,L,200,0,0,1,1,Conforming,Approved,Approved,Approved - First Pass,2025-08-17 01:38:41.523,—,Ana Silva
LOTE-M-SOP-023-3775,WO-4264,2025-08-16,Shift 1,ISBM-005,M-SOP-023,FR-023-rPET-1000,3525,L,200,0,1,7,8,Conforming,Approved,Approved,Approved - First Pass,2025-08-17 12:26:29.908,—,Diogo Ferreira
LOTE-M-SOP-023-3776,WO-4267,2025-08-18,Shift 2,ISBM-005,M-SOP-023,FR-023-HDPE-1000,10097,M,315,0,1,10,11,Conforming,Approved,Approved,Approved - First Pass,2025-08-20 01:52:56.710,—,Ana Silva
LOTE-M-SOP-027-3777,WO-4268,2025-08-19,Shift 1,ISBM-005,M-SOP-027,FR-027-HDPE-5000,1244,L,200,0,4,3,7,Conforming,Approved,Approved,Approved - First Pass,2025-08-20 17:40:52.623,—,Ana Silva
LOTE-M-SOP-023-3778,WO-4269,2025-08-20,Shift 3,ISBM-005,M-SOP-023,FR-023-HDPE-1000,1525,L,200,0,3,2,5,Conforming,Approved,Approved,Approved - First Pass,2025-08-20 23:05:59.911,—,Ana Silva
LOTE-M-SOP-010-3779,WO-4270,2025-08-20,Shift 2,ISBM-005,M-SOP-010,FR-010-PET-400,7686,L,200,0,0,3,3,Conforming,Approved,Approved,Approved - First Pass,2025-08-21 18:09:46.154,—,Beatriz Costa
LOTE-M-SOP-027-3780,WO-4271,2025-08-21,Shift 1,ISBM-005,M-SOP-027,FR-027-HDPE-5000,300,L,200,0,0,1,1,Conforming,Approved,Approved,Approved - First Pass,2025-08-22 20:41:52.368,—,Elena Santos
LOTE-M-SOP-013-3781,WO-4273,2025-08-22,shift 3,ISBM-005,M-SOP-013,FR-013-PET-500,12922,M,315,0,0,4,4,Conforming,Approved,Approved,Approved - First Pass,2025-08-23 18:34:54.848,—,Beatriz Costa
LOTE-M-SOP-023-3782,WO-4275,2025-08-24,Shift 2,ISBM-005,M-SOP-023,FR-023-HDPE-1000,3289,L,200,0,2,4,6,Conforming,Approved,Approved,Approved - First Pass,2025-08-25 15:50:43.725,—,Diogo Ferreira
LOTE-M-SOP-027-3783,WO-4278,2025-08-26,Shift 1,ISBM-005,M-SOP-027,FR-027-HDPE-5000,2303,L,200,0,6,4,10,Conforming,Approved,Approved,Approved - First Pass,2025-08-27 19:39:53.503,—,Beatriz Costa
LOTE-M-SOP-023-3784,WO-4280,2025-08-27,  Shift 2  ,ISBM-005,M-SOP-023,FR-023-HDPE-1000,6524,L,200,0,1,6,7,Conforming,Approved,Approved,Approved - First Pass,2025-08-28 18:07:13.207,—,Elena Santos
LOTE-M-SOP-010-3785,WO-4281,2025-08-28,Shift 1,ISBM-005,M-SOP-010,FR-010-PET-400,7252,L,200,0,4,5,9,Conforming,Approved,Approved,Approved - First Pass,2025-08-29 13:56:41.663,—,Beatriz Costa
LOTE-M-SOP-013-3786,WO-4283,2025-08-30,Shift 3,ISBM-005,M-SOP-013,FR-013-HDPE-500,16834,M,315,0,1,2,3,Conforming,Approved,Approved,Approved - First Pass,2025-08-31 15:43:50.945,—,Elena Santos
LOTE-M-SOP-027-3787,WO-4284,2025-08-31,SHIFT 3,ISBM-005,M-SOP-027,FR-027-HDPE-5000,907,L,200,0,2,1,3,Conforming,Approved,Approved,Approved - First Pass,2025-09-01 08:05:23.148,—,Carlos Mendes
LOTE-M-SOP-027-3788,WO-4285,2025-09-01,Shift 3,ISBM-005,M-SOP-027,FR-027-HDPE-5000,876,L,200,0,3,3,6,Conforming,Approved,Approved,Approved - First Pass,2025-09-01 15:13:42.527,—,Elena Santos
LOTE-M-SOP-027-3789,WO-4287,2025-09-02,Shift 3,ISBM-005,M-SOP-027,FR-027-HDPE-5000,1691,L,200,0,0,8,8,Conforming,Approved,Approved,Approved - First Pass,2025-09-03 09:54:58.856,—,Beatriz Costa
LOTE-M-SOP-023-3790,WO-4288,2025-09-03,Shift 1,ISBM-005,M-SOP-023,FR-023-HDPE-1000,3085,L,200,0,0,6,6,Conforming,Approved,Approved,Approved - First Pass,2025-09-04 10:58:24.319,—,Carlos Mendes
LOTE-M-SOP-027-3791,WO-4290,2025-09-04,Shift 1,ISBM-005,M-SOP-027,FR-027-HDPE-5000,2026,L,200,0,2,11,13,Conforming,Approved,Approved,Approved - First Pass,2025-09-05 21:12:42.527,—,Ana Silva
LOTE-M-SOP-023-3792,WO-4291,2025-09-05,SHIFT 3,ISBM-005,M-SOP-023,FR-023-rPET-1000,4572,L,200,0,2,2,4,Conforming,Approved,Approved,Approved - First Pass,2025-09-06 02:09:39.820,—,Ana Silva
LOTE-M-SOP-010-3793,WO-4293,2025-09-06,Shift 3,ISBM-005,M-SOP-010,FR-010-PET-400,17418,M,315,0,0,5,5,Conforming,Approved,Approved,Approved - First Pass,2025-09-07 22:24:28.833,—,Carlos Mendes
LOTE-M-SOP-013-3794,WO-4295,2025-09-08,Shift 1,ISBM-005,M-SOP-013,FR-013-rPET-500,14962,M,315,0,2,5,7,Conforming,Approved,Approved,Approved - First Pass,2025-09-09 23:36:58.465,—,Beatriz Costa
LOTE-M-SOP-027-3795,WO-4296,2025-09-09,Shift 1,ISBM-005,M-SOP-027,FR-027-HDPE-5000,798,L,200,0,1,3,4,Conforming,Approved,Approved,Approved - First Pass,2025-09-10 05:48:16.832,—,Elena Santos
LOTE-M-SOP-013-3796,WO-4297,2025-09-09,Shift 2,ISBM-005,M-SOP-013,FR-013-PP-500,3277,L,200,0,7,10,17,Conforming,Approved,Approved,Approved - First Pass,2025-09-11 04:17:05.778,—,Carlos Mendes
LOTE-M-SOP-027-3797,WO-4299,2025-09-11,Shift 1,ISBM-005,M-SOP-027,FR-027-HDPE-5000,1506,L,200,0,3,19,22,Conforming,Approved,Approved,Approved - First Pass,2025-09-12 15:23:47.573,—,Beatriz Costa
LOTE-M-SOP-010-3798,WO-4300,2025-09-12,Shift 1,ISBM-005,M-SOP-010,FR-010-PET-400,11024,M,315,0,2,5,7,Conforming,Approved,Approved,Approved - First Pass,2025-09-13 22:44:43.855,—,Beatriz Costa
LOTE-M-SOP-027-3799,WO-4303,2025-09-14,Shift 1,ISBM-005,M-SOP-027,FR-027-HDPE-5000,2027,L,200,0,5,10,15,Conforming,Approved,Approved,Approved - First Pass,2025-09-15 02:08:10.941,—,Diogo Ferreira
LOTE-M-SOP-027-3800,WO-4305,2025-09-15,Shift 2,ISBM-005,M-SOP-027,FR-027-HDPE-5000,2461,L,200,0,2,4,6,Conforming,Approved,Approved,Approved - First Pass,2025-09-17 06:51:28.248,—,Diogo Ferreira
LOTE-M-SOP-023-3801,WO-4308,2025-09-18,Shift 3,ISBM-005,M-SOP-023,FR-023-HDPE-1000,9041,L,200,0,5,14,19,Conforming,Approved,Approved,Approved - First Pass,2025-09-19 07:44:12.851,—,Beatriz Costa
LOTE-M-SOP-023-3802,WO-4309,2025-09-18,Shift 2,ISBM-005,M-SOP-023,FR-023-rPET-1000,2316,L,200,0,0,12,12,Conforming,Approved,Approved,Approved - First Pass,2025-09-19 17:43:13.929,—,Ana Silva
LOTE-M-SOP-027-3803,WO-4311,2025-09-19,  Shift 2  ,ISBM-005,M-SOP-027,FR-027-HDPE-5000,2010,L,200,0,0,6,6,Conforming,Approved,Approved,Approved - First Pass,2025-09-21 05:54:57.020,—,Carlos Mendes
LOTE-M-SOP-023-3804,WO-4312,2025-09-20,Shift 2,ISBM-005,M-SOP-023,FR-023-HDPE-1000,5430,L,200,0,2,3,5,Conforming,Approved,Approved,Approved - First Pass,2025-09-21 19:48:02.719,—,Beatriz Costa
LOTE-M-SOP-023-3805,WO-4315,2025-09-22,  Shift 3  ,ISBM-005,M-SOP-023,FR-023-rPET-1000,10180,M,315,0,7,8,15,Conforming,Approved,Approved,Approved - First Pass,2025-09-24 08:32:42.956,—,Ana Silva
LOTE-M-SOP-023-3806,WO-4318,2025-09-24,Shift 2,ISBM-005,M-SOP-023,FR-023-rPET-1000,8789,L,200,0,7,14,21,Conforming,Approved,Approved,Approved - First Pass,2025-09-26 04:34:00.608,—,Diogo Ferreira
LOTE-M-SOP-027-3807,WO-4321,2025-09-26,Shift 2,ISBM-005,M-SOP-027,FR-027-HDPE-5000,3053,L,200,1,4,10,15,Conforming,Rejected,Rejected,Rejected - Scrapped,2025-09-28 00:15:37.153,Leakage:1(Re=1),Elena Santos
LOTE-M-SOP-027-3808,WO-4322,2025-09-27,Shift 2,ISBM-005,M-SOP-027,FR-027-HDPE-5000,1232,L,200,0,1,11,12,Conforming,Approved,Approved,Approved - First Pass,2025-09-28 22:04:45.044,—,Ana Silva
LOTE-M-SOP-023-3809,WO-4323,2025-09-28,Shift 1,ISBM-005,M-SOP-023,FR-023-rPET-1000,4553,L,200,0,0,1,1,Conforming,Approved,Approved,Approved - First Pass,2025-09-29 09:22:50.057,—,Beatriz Costa
LOTE-M-SOP-027-3810,WO-4325,2025-09-29,Shift 2,ISBM-005,M-SOP-027,FR-027-HDPE-5000,1779,L,200,0,3,5,8,Conforming,Approved,Approved,Approved - First Pass,2025-09-30 18:37:09.675,—,Ana Silva
LOTE-M-SOP-027-3811,WO-4326,2025-09-30,Shift 1,ISBM-005,M-SOP-027,FR-027-HDPE-5000,759,L,200,0,3,6,9,Conforming,Approved,Approved,Approved - First Pass,2025-10-01 06:19:44.786,—,Diogo Ferreira
LOTE-M-SOP-027-3812,WO-4327,2025-09-30,Shift 2,ISBM-005,M-SOP-027,FR-027-HDPE-5000,1323,L,200,0,2,5,7,Conforming,Approved,Approved,Approved - First Pass,2025-10-01 17:59:57.925,—,Diogo Ferreira
LOTE-M-SOP-027-3813,WO-4330,2025-10-03,Shift 3,ISBM-005,M-SOP-027,FR-027-HDPE-5000,3712,L,200,0,1,4,5,Conforming,Approved,Approved,Approved - First Pass,2025-10-04 10:24:53.535,—,Beatriz Costa
LOTE-M-SOP-013-3814,WO-4333,2025-10-05,Shift 3,ISBM-005,M-SOP-013,FR-013-PP-PCR-500,15126,M,315,1,2,11,14,Conforming,Rejected,Rejected,Rejected - Scrapped,2025-10-06 05:08:57.253,Leakage:1(Re=1),Beatriz Costa
LOTE-M-SOP-027-3815,WO-4335,2025-10-06,Shift 1,ISBM-005,M-SOP-027,FR-027-HDPE-5000,2762,L,200,0,0,12,12,Conforming,Approved,Approved,Approved - First Pass,2025-10-08 01:25:34.647,—,Diogo Ferreira
LOTE-M-SOP-010-3816,WO-4337,2025-10-07,SHIFT 2,ISBM-005,M-SOP-010,FR-010-PET-400,10931,M,315,0,3,4,7,Conforming,Approved,Approved,Approved - First Pass,2025-10-08 13:45:22.275,—,Beatriz Costa
LOTE-M-SOP-023-3817,WO-4340,2025-10-09,Shift 2,ISBM-005,M-SOP-023,FR-023-HDPE-1000,8197,L,200,0,7,18,25,Conforming,Approved,Approved,Approved - First Pass,2025-10-10 09:19:47.440,—,Ana Silva
LOTE-M-SOP-023-3818,WO-4342,2025-10-10,Shift 3,ISBM-005,M-SOP-023,FR-023-HDPE-1000,7710,L,200,0,1,3,4,Conforming,Approved,Approved,Approved - First Pass,2025-10-12 04:09:57.894,—,Beatriz Costa
LOTE-M-SOP-010-3819,WO-4343,2025-10-11,Shift 2,ISBM-005,M-SOP-010,FR-010-PET-400,9994,L,200,0,0,2,2,Conforming,Approved,Approved,Approved - First Pass,2025-10-12 19:23:02.831,—,Ana Silva
LOTE-M-SOP-027-3820,WO-4345,2025-10-13,Shift 2,ISBM-005,M-SOP-027,FR-027-HDPE-5000,2554,L,200,0,3,16,19,Conforming,Approved,Approved,Approved - First Pass,2025-10-14 19:17:09.358,—,Elena Santos
LOTE-M-SOP-013-3821,WO-4347,2025-10-15,Shift 1,ISBM-005,M-SOP-013,FR-013-HDPE-500,18783,M,315,0,5,14,19,Conforming,Approved,Approved,Approved - First Pass,2025-10-16 04:52:43.756,—,Beatriz Costa
LOTE-M-SOP-023-3822,WO-4349,2025-10-17,Shift 3,ISBM-005,M-SOP-023,FR-023-rPET-1000,6084,L,200,0,2,3,5,Conforming,Approved,Approved,Approved - First Pass,2025-10-17 22:18:40.769,—,Ana Silva
LOTE-M-SOP-023-3823,WO-4352,2025-10-18,Shift 3,ISBM-005,M-SOP-023,FR-023-HDPE-1000,6284,L,200,0,3,10,13,Conforming,Approved,Approved,Approved - First Pass,2025-10-20 01:34:02.037,—,Elena Santos
LOTE-M-SOP-027-3824,WO-4353,2025-10-19,Shift 2,ISBM-005,M-SOP-027,FR-027-HDPE-5000,1060,L,200,0,0,4,4,Conforming,Approved,Approved,Approved - First Pass,2025-10-20 21:35:13.783,—,Ana Silva
LOTE-M-SOP-010-3825,WO-4355,2025-10-21,Shift 1,ISBM-005,M-SOP-010,FR-010-PET-400,12210,M,315,0,2,3,5,Conforming,Approved,Approved,Approved - First Pass,2025-10-22 18:43:51.836,—,Beatriz Costa
