InspectionId,Date,SupplierId,Material,MaterialLotId,PurchaseOrderId,Characteristic,Standard,Method,Unit,ResultValue,LSL,Nominal,USL,Result,Inspector
RI-003781,2026-04-24,SUP-004,rPET,RM-rPET-00097,PO-6013,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,1.1968,0.0,1.5,3.5,Pass,Ana Silva
RI-003782,2026-04-25,SUP-001,HDPE,RM-HDPE-00103,PO-6014,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.3493,0.25,0.35,0.45,Pass,Diogo Ferreira
RI-003783,2026-04-25,SUP-001,HDPE,RM-HDPE-00103,PO-6014,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9542,0.95,0.954,0.958,Pass,Beatriz Costa
RI-003784,2026-04-25,SUP-001,HDPE,RM-HDPE-00103,PO-6014,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,162.6599,0.0,150.0,300.0,Pass,Diogo Ferreira
RI-003785,2026-04-25,SUP-001,HDPE,RM-HDPE-00103,PO-6014,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,25.4667,20.0,26.0,32.0,Pass,Elena Santos
RI-003786,2026-04-25,SUP-004,HDPE-PCR,RM-HDPE-PCR-00095,PO-6015,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.2192,0.2,0.32,0.5,Pass,Diogo Ferreira
RI-003787,2026-04-25,SUP-004,HDPE-PCR,RM-HDPE-PCR-00095,PO-6015,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9534,0.948,0.953,0.96,Pass,Diogo Ferreira
RI-003788,2026-04-25,SUP-004,HDPE-PCR,RM-HDPE-PCR-00095,PO-6015,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,200.7318,0.0,200.0,400.0,Pass,Carlos Mendes
RI-003789,2026-04-25,SUP-004,HDPE-PCR,RM-HDPE-PCR-00095,PO-6015,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,3.6195,0.0,3.0,8.0,Pass,Diogo Ferreira
RI-003790,2026-04-25,SUP-004,HDPE-PCR,RM-HDPE-PCR-00095,PO-6015,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,22.6283,18.0,24.0,30.0,Pass,Carlos Mendes
RI-003791,2026-04-25,SUP-006,PET,RM-PET-00087,PO-6016,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7993,0.72,0.8,0.86,Pass,Ana Silva
RI-003792,2026-04-25,SUP-006,PET,RM-PET-00087,PO-6016,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,32.0802,0.0,30.0,50.0,Pass,Ana Silva
RI-003793,2026-04-25,SUP-006,PET,RM-PET-00087,PO-6016,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.8497,0.0,0.8,2.0,Pass,Diogo Ferreira
RI-003794,2026-04-25,SUP-006,PET,RM-PET-00087,PO-6016,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3385,1.335,1.34,1.345,Pass,Diogo Ferreira
RI-003795,2026-04-25,SUP-003,PETG,RM-PETG-00090,PO-6017,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7576,0.7,0.76,0.82,Pass,Beatriz Costa
RI-003796,2026-04-25,SUP-003,PETG,RM-PETG-00090,PO-6017,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,44.5837,0.0,40.0,60.0,Pass,Elena Santos
RI-003797,2026-04-25,SUP-003,PETG,RM-PETG-00090,PO-6017,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.558,0.0,0.9,2.2,Pass,Diogo Ferreira
RI-003798,2026-04-25,SUP-002,PP-PCR,RM-PP-PCR-00093,PO-6018,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,2.9809,1.8,2.8,4.8,Pass,Elena Santos
RI-003799,2026-04-25,SUP-002,PP-PCR,RM-PP-PCR-00093,PO-6018,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9024,0.898,0.904,0.912,Pass,Beatriz Costa
RI-003800,2026-04-25,SUP-002,PP-PCR,RM-PP-PCR-00093,PO-6018,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,4.4834,0.0,4.0,10.0,Pass,Beatriz Costa
RI-003801,2026-04-25,SUP-002,PP-PCR,RM-PP-PCR-00093,PO-6018,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,29.854,24.0,30.0,36.0,Pass,Elena Santos
RI-003802,2026-04-25,SUP-004,rPET,RM-rPET-00098,PO-6019,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7402,0.68,0.74,0.8,Pass,Elena Santos
RI-003803,2026-04-25,SUP-004,rPET,RM-rPET-00098,PO-6019,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,39.0632,0.0,40.0,70.0,Pass,Ana Silva
RI-003804,2026-04-25,SUP-004,rPET,RM-rPET-00098,PO-6019,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,4.5651,0.0,5.0,12.0,Pass,Carlos Mendes
RI-003805,2026-04-25,SUP-004,rPET,RM-rPET-00098,PO-6019,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,1.9487,0.0,1.5,3.5,Pass,Diogo Ferreira
RI-003806,2026-04-26,SUP-007,LDPE,RM-LDPE-00101,PO-6020,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.7086,0.5,0.75,1.1,Pass,Ana Silva
RI-003807,2026-04-26,SUP-007,LDPE,RM-LDPE-00101,PO-6020,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9222,0.918,0.922,0.926,Pass,Beatriz Costa
RI-003808,2026-04-26,SUP-007,LDPE,RM-LDPE-00101,PO-6020,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,107.2304,0.0,120.0,250.0,Pass,Carlos Mendes
RI-003809,2026-04-26,SUP-003,PETG,RM-PETG-00091,PO-6021,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.71,0.7,0.76,0.82,Pass,Ana Silva
RI-003810,2026-04-26,SUP-003,PETG,RM-PETG-00091,PO-6021,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,29.1549,0.0,40.0,60.0,Pass,Diogo Ferreira
RI-003811,2026-04-26,SUP-003,PETG,RM-PETG-00091,PO-6021,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,1.0194,0.0,0.9,2.2,Pass,Diogo Ferreira
RI-003812,2026-04-26,SUP-002,PP-PCR,RM-PP-PCR-00094,PO-6022,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,3.152,1.8,2.8,4.8,Pass,Ana Silva
RI-003813,2026-04-26,SUP-002,PP-PCR,RM-PP-PCR-00094,PO-6022,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9058,0.898,0.904,0.912,Pass,Ana Silva
RI-003814,2026-04-26,SUP-002,PP-PCR,RM-PP-PCR-00094,PO-6022,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,5.1071,0.0,4.0,10.0,Pass,Carlos Mendes
RI-003815,2026-04-26,SUP-002,PP-PCR,RM-PP-PCR-00094,PO-6022,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,29.4633,24.0,30.0,36.0,Pass,Diogo Ferreira
RI-003816,2026-04-26,SUP-004,rPET,RM-rPET-00099,PO-6023,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7554,0.68,0.74,0.8,Pass,Carlos Mendes
RI-003817,2026-04-26,SUP-004,rPET,RM-rPET-00099,PO-6023,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,34.9638,0.0,40.0,70.0,Pass,Diogo Ferreira
RI-003818,2026-04-26,SUP-004,rPET,RM-rPET-00099,PO-6023,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,6.7523,0.0,5.0,12.0,Pass,Ana Silva
RI-003819,2026-04-26,SUP-004,rPET,RM-rPET-00099,PO-6023,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,1.8048,0.0,1.5,3.5,Pass,Elena Santos
RI-003820,2026-04-27,SUP-001,MDPE,RM-MDPE-00092,PO-6024,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.5156,0.3,0.45,0.65,Pass,Elena Santos
RI-003821,2026-04-27,SUP-001,MDPE,RM-MDPE-00092,PO-6024,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9367,0.933,0.937,0.941,Pass,Elena Santos
RI-003822,2026-04-27,SUP-001,MDPE,RM-MDPE-00092,PO-6024,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,135.7332,0.0,130.0,260.0,Pass,Diogo Ferreira
RI-003823,2026-04-27,SUP-003,PETG,RM-PETG-00092,PO-6025,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7473,0.7,0.76,0.82,Pass,Carlos Mendes
RI-003824,2026-04-27,SUP-003,PETG,RM-PETG-00092,PO-6025,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,35.6762,0.0,40.0,60.0,Pass,Diogo Ferreira
RI-003825,2026-04-27,SUP-003,PETG,RM-PETG-00092,PO-6025,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,1.0325,0.0,0.9,2.2,Pass,Diogo Ferreira
RI-003826,2026-04-27,SUP-005,PP,RM-PP-00091,PO-6026,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,4.5278,2.0,3.0,4.5,Fail,Diogo Ferreira
RI-003827,2026-04-27,SUP-005,PP,RM-PP-00091,PO-6026,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9054,0.9,0.905,0.91,Pass,Carlos Mendes
RI-003828,2026-04-27,SUP-005,PP,RM-PP-00091,PO-6026,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,38.5758,28.0,33.0,38.0,Fail,Diogo Ferreira
RI-003829,2026-04-27,SUP-005,PP,RM-PP-00091,PO-6026,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,78.0451,0.0,100.0,200.0,Pass,Carlos Mendes
RI-003830,2026-04-28,SUP-001,MDPE,RM-MDPE-00093,PO-6027,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.4654,0.3,0.45,0.65,Pass,Beatriz Costa
RI-003831,2026-04-28,SUP-001,MDPE,RM-MDPE-00093,PO-6027,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9354,0.933,0.937,0.941,Pass,Elena Santos
RI-003832,2026-04-28,SUP-001,MDPE,RM-MDPE-00093,PO-6027,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,106.2798,0.0,130.0,260.0,Pass,Diogo Ferreira
RI-003833,2026-04-29,SUP-006,HDPE,RM-HDPE-00104,PO-6028,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.3725,0.25,0.35,0.45,Pass,Carlos Mendes
RI-003834,2026-04-29,SUP-006,HDPE,RM-HDPE-00104,PO-6028,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9538,0.95,0.954,0.958,Pass,Carlos Mendes
RI-003835,2026-04-29,SUP-006,HDPE,RM-HDPE-00104,PO-6028,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,179.1614,0.0,150.0,300.0,Pass,Carlos Mendes
RI-003836,2026-04-29,SUP-006,HDPE,RM-HDPE-00104,PO-6028,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,24.2981,20.0,26.0,32.0,Pass,Beatriz Costa
RI-003837,2026-04-29,SUP-004,HDPE-PCR,RM-HDPE-PCR-00096,PO-6029,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.361,0.2,0.32,0.5,Pass,Carlos Mendes
RI-003838,2026-04-29,SUP-004,HDPE-PCR,RM-HDPE-PCR-00096,PO-6029,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9522,0.948,0.953,0.96,Pass,Elena Santos
RI-003839,2026-04-29,SUP-004,HDPE-PCR,RM-HDPE-PCR-00096,PO-6029,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,228.5702,0.0,200.0,400.0,Pass,Elena Santos
RI-003840,2026-04-29,SUP-004,HDPE-PCR,RM-HDPE-PCR-00096,PO-6029,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,3.6346,0.0,3.0,8.0,Pass,Beatriz Costa
RI-003841,2026-04-29,SUP-004,HDPE-PCR,RM-HDPE-PCR-00096,PO-6029,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,23.2258,18.0,24.0,30.0,Pass,Diogo Ferreira
RI-003842,2026-04-29,SUP-003,PET,RM-PET-00088,PO-6030,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.8031,0.72,0.8,0.86,Pass,Carlos Mendes
RI-003843,2026-04-29,SUP-003,PET,RM-PET-00088,PO-6030,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,33.0338,0.0,30.0,50.0,Pass,Carlos Mendes
RI-003844,2026-04-29,SUP-003,PET,RM-PET-00088,PO-6030,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.8884,0.0,0.8,2.0,Pass,Carlos Mendes
RI-003845,2026-04-29,SUP-003,PET,RM-PET-00088,PO-6030,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3383,1.335,1.34,1.345,Pass,Carlos Mendes
RI-003846,2026-04-29,SUP-002,PP-PCR,RM-PP-PCR-00095,PO-6031,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,3.0418,1.8,2.8,4.8,Pass,Carlos Mendes
RI-003847,2026-04-29,SUP-002,PP-PCR,RM-PP-PCR-00095,PO-6031,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.902,0.898,0.904,0.912,Pass,Ana Silva
RI-003848,2026-04-29,SUP-002,PP-PCR,RM-PP-PCR-00095,PO-6031,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,11.773,0.0,4.0,10.0,Fail,Ana Silva
RI-003849,2026-04-29,SUP-002,PP-PCR,RM-PP-PCR-00095,PO-6031,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,29.0955,24.0,30.0,36.0,Pass,Carlos Mendes
RI-003850,2026-04-29,SUP-005,PVC,RM-PVC-00090,PO-6032,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3959,1.35,1.38,1.41,Pass,Diogo Ferreira
RI-003851,2026-04-29,SUP-005,PVC,RM-PVC-00090,PO-6032,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,44.9381,40.0,48.0,55.0,Pass,Beatriz Costa
RI-003852,2026-04-29,SUP-005,PVC,RM-PVC-00090,PO-6032,Ash Content,ASTM D5630,Muffle Furnace,%,2.8843,0.0,1.2,3.0,Pass,Elena Santos
RI-003853,2026-04-30,SUP-001,MDPE,RM-MDPE-00094,PO-6033,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.452,0.3,0.45,0.65,Pass,Carlos Mendes
RI-003854,2026-04-30,SUP-001,MDPE,RM-MDPE-00094,PO-6033,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9375,0.933,0.937,0.941,Pass,Ana Silva
RI-003855,2026-04-30,SUP-001,MDPE,RM-MDPE-00094,PO-6033,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,135.7238,0.0,130.0,260.0,Pass,Ana Silva
RI-003856,2026-04-30,SUP-008,Masterbatch,RM-Masterbatch-00085,PO-6034,Carrier Resin MFI,ASTM D1238,Melt Indexer,g/10min,2.9492,2.0,3.0,4.5,Pass,Beatriz Costa
RI-003857,2026-04-30,SUP-008,Masterbatch,RM-Masterbatch-00085,PO-6034,Pigment Dispersion,ASTM D2663 (Method A),Microscopy,rating 1-5,4.4141,3.5,4.5,5.0,Pass,Beatriz Costa
RI-003858,2026-04-30,SUP-008,Masterbatch,RM-Masterbatch-00085,PO-6034,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.8102,0.0,0.7,1.8,Pass,Diogo Ferreira
RI-003859,2026-04-30,SUP-008,Masterbatch,RM-Masterbatch-00085,PO-6034,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,66.6536,0.0,80.0,150.0,Pass,Carlos Mendes
RI-003860,2026-04-30,SUP-005,PVC,RM-PVC-00091,PO-6035,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3744,1.35,1.38,1.41,Pass,Ana Silva
RI-003861,2026-04-30,SUP-005,PVC,RM-PVC-00091,PO-6035,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,48.7316,40.0,48.0,55.0,Pass,Ana Silva
RI-003862,2026-04-30,SUP-005,PVC,RM-PVC-00091,PO-6035,Ash Content,ASTM D5630,Muffle Furnace,%,1.1224,0.0,1.2,3.0,Pass,Diogo Ferreira
RI-003863,2026-04-30,SUP-004,rPET,RM-rPET-00100,PO-6036,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7383,0.68,0.74,0.8,Pass,Diogo Ferreira
RI-003864,2026-04-30,SUP-004,rPET,RM-rPET-00100,PO-6036,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,38.8708,0.0,40.0,70.0,Pass,Carlos Mendes
RI-003865,2026-04-30,SUP-004,rPET,RM-rPET-00100,PO-6036,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,5.0402,0.0,5.0,12.0,Pass,Beatriz Costa
RI-003866,2026-04-30,SUP-004,rPET,RM-rPET-00100,PO-6036,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,1.3702,0.0,1.5,3.5,Pass,Diogo Ferreira
RI-003867,2026-05-01,SUP-004,HDPE-PCR,RM-HDPE-PCR-00097,PO-6037,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.3781,0.2,0.32,0.5,Pass,Elena Santos
RI-003868,2026-05-01,SUP-004,HDPE-PCR,RM-HDPE-PCR-00097,PO-6037,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9532,0.948,0.953,0.96,Pass,Carlos Mendes
RI-003869,2026-05-01,SUP-004,HDPE-PCR,RM-HDPE-PCR-00097,PO-6037,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,157.0218,0.0,200.0,400.0,Pass,Beatriz Costa
RI-003870,2026-05-01,SUP-004,HDPE-PCR,RM-HDPE-PCR-00097,PO-6037,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,2.8865,0.0,3.0,8.0,Pass,Carlos Mendes
RI-003871,2026-05-01,SUP-004,HDPE-PCR,RM-HDPE-PCR-00097,PO-6037,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,24.0611,18.0,24.0,30.0,Pass,Elena Santos
RI-003872,2026-05-01,SUP-007,LDPE,RM-LDPE-00102,PO-6038,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.7832,0.5,0.75,1.1,Pass,Elena Santos
RI-003873,2026-05-01,SUP-007,LDPE,RM-LDPE-00102,PO-6038,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9221,0.918,0.922,0.926,Pass,Elena Santos
RI-003874,2026-05-01,SUP-007,LDPE,RM-LDPE-00102,PO-6038,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,85.4604,0.0,120.0,250.0,Pass,Carlos Mendes
RI-003875,2026-05-01,SUP-006,PET,RM-PET-00089,PO-6039,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7883,0.72,0.8,0.86,Pass,Ana Silva
RI-003876,2026-05-01,SUP-006,PET,RM-PET-00089,PO-6039,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,32.257,0.0,30.0,50.0,Pass,Beatriz Costa
RI-003877,2026-05-01,SUP-006,PET,RM-PET-00089,PO-6039,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.6805,0.0,0.8,2.0,Pass,Elena Santos
RI-003878,2026-05-01,SUP-006,PET,RM-PET-00089,PO-6039,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3408,1.335,1.34,1.345,Pass,Beatriz Costa
RI-003879,2026-05-01,SUP-002,PP-PCR,RM-PP-PCR-00096,PO-6040,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,2.6994,1.8,2.8,4.8,Pass,Beatriz Costa
RI-003880,2026-05-01,SUP-002,PP-PCR,RM-PP-PCR-00096,PO-6040,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9031,0.898,0.904,0.912,Pass,Ana Silva
RI-003881,2026-05-01,SUP-002,PP-PCR,RM-PP-PCR-00096,PO-6040,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,5.4231,0.0,4.0,10.0,Pass,Elena Santos
RI-003882,2026-05-01,SUP-002,PP-PCR,RM-PP-PCR-00096,PO-6040,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,29.2895,24.0,30.0,36.0,Pass,Beatriz Costa
RI-003883,2026-05-01,SUP-005,PVC,RM-PVC-00092,PO-6041,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,1.3813,1.35,1.38,1.41,Pass,Beatriz Costa
RI-003884,2026-05-01,SUP-005,PVC,RM-PVC-00092,PO-6041,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,46.4206,40.0,48.0,55.0,Pass,Elena Santos
RI-003885,2026-05-01,SUP-005,PVC,RM-PVC-00092,PO-6041,Ash Content,ASTM D5630,Muffle Furnace,%,1.4663,0.0,1.2,3.0,Pass,Elena Santos
RI-003886,2026-05-02,SUP-001,HDPE,RM-HDPE-00105,PO-6042,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.376,0.25,0.35,0.45,Pass,Beatriz Costa
RI-003887,2026-05-02,SUP-001,HDPE,RM-HDPE-00105,PO-6042,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9535,0.95,0.954,0.958,Pass,Elena Santos
RI-003888,2026-05-02,SUP-001,HDPE,RM-HDPE-00105,PO-6042,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,145.4701,0.0,150.0,300.0,Pass,Ana Silva
RI-003889,2026-05-02,SUP-001,HDPE,RM-HDPE-00105,PO-6042,Tensile Strength at Yield,ASTM D638 / ISO 527,Universal Testing Machine,MPa,31.665,20.0,26.0,32.0,Pass,Beatriz Costa
RI-003890,2026-05-02,SUP-004,rPET,RM-rPET-00101,PO-6043,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.6956,0.68,0.74,0.8,Pass,Ana Silva
RI-003891,2026-05-02,SUP-004,rPET,RM-rPET-00101,PO-6043,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,49.0747,0.0,40.0,70.0,Pass,Beatriz Costa
RI-003892,2026-05-02,SUP-004,rPET,RM-rPET-00101,PO-6043,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,4.9496,0.0,5.0,12.0,Pass,Elena Santos
RI-003893,2026-05-02,SUP-004,rPET,RM-rPET-00101,PO-6043,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,1.2705,0.0,1.5,3.5,Pass,Carlos Mendes
RI-003894,2026-05-03,SUP-007,LDPE,RM-LDPE-00103,PO-6044,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.8529,0.5,0.75,1.1,Pass,Ana Silva
RI-003895,2026-05-03,SUP-007,LDPE,RM-LDPE-00103,PO-6044,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9219,0.918,0.922,0.926,Pass,Ana Silva
RI-003896,2026-05-03,SUP-007,LDPE,RM-LDPE-00103,PO-6044,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,116.1377,0.0,120.0,250.0,Pass,Beatriz Costa
RI-003897,2026-05-03,SUP-008,Masterbatch,RM-Masterbatch-00086,PO-6045,Carrier Resin MFI,ASTM D1238,Melt Indexer,g/10min,3.4704,2.0,3.0,4.5,Pass,Elena Santos
RI-003898,2026-05-03,SUP-008,Masterbatch,RM-Masterbatch-00086,PO-6045,Pigment Dispersion,ASTM D2663 (Method A),Microscopy,rating 1-5,4.5894,3.5,4.5,5.0,Pass,Ana Silva
RI-003899,2026-05-03,SUP-008,Masterbatch,RM-Masterbatch-00086,PO-6045,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,0.4865,0.0,0.7,1.8,Pass,Ana Silva
RI-003900,2026-05-03,SUP-008,Masterbatch,RM-Masterbatch-00086,PO-6045,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,66.9767,0.0,80.0,150.0,Pass,Beatriz Costa
RI-003901,2026-05-03,SUP-004,rPET,RM-rPET-00102,PO-6046,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7396,0.68,0.74,0.8,Pass,Ana Silva
RI-003902,2026-05-03,SUP-004,rPET,RM-rPET-00102,PO-6046,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,39.7757,0.0,40.0,70.0,Pass,Carlos Mendes
RI-003903,2026-05-03,SUP-004,rPET,RM-rPET-00102,PO-6046,Foreign Matter / Contamination,Internal Method IM-014 (visual + sieve),Visual / Sieve Analysis,specks/kg,5.1219,0.0,5.0,12.0,Pass,Carlos Mendes
RI-003904,2026-05-03,SUP-004,rPET,RM-rPET-00102,PO-6046,Color / Appearance (Delta E),ASTM D2244,Colorimeter,dE,1.485,0.0,1.5,3.5,Pass,Carlos Mendes
RI-003905,2026-05-04,SUP-001,MDPE,RM-MDPE-00095,PO-6047,Melt Flow Index,ASTM D1238 / ISO 1133,Melt Indexer,g/10min,0.4678,0.3,0.45,0.65,Pass,Ana Silva
RI-003906,2026-05-04,SUP-001,MDPE,RM-MDPE-00095,PO-6047,Density,ASTM D792 / ISO 1183,Density Column,g/cm3,0.9355,0.933,0.937,0.941,Pass,Carlos Mendes
RI-003907,2026-05-04,SUP-001,MDPE,RM-MDPE-00095,PO-6047,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,82.3688,0.0,130.0,260.0,Pass,Ana Silva
RI-003908,2026-05-04,SUP-003,PETG,RM-PETG-00093,PO-6048,Intrinsic Viscosity,ASTM D4603 / ISO 1628-5,Viscometer,dL/g,0.7847,0.7,0.76,0.82,Pass,Ana Silva
RI-003909,2026-05-04,SUP-003,PETG,RM-PETG-00093,PO-6048,Moisture Content,ASTM D6980 / ISO 15512,Karl Fischer Titration,ppm,45.5499,0.0,40.0,60.0,Pass,Carlos Mendes
