RecordSeq,Date,Process,MachineId,Shift,WorkOrder,MaterialId,MaterialLot,StartWeightKg,EndWeightKg
9848,2026-12-15,Injection Molding,IM-004,Shift 2,WO-10631,COR-007,COL-COR-007-042,100.42,96.42
9849,2026-12-16,Injection Molding,IM-004,Shift 2,WO-10632,COR-007,COL-COR-007-042,96.42,92.42
9850,2026-12-16,Injection Molding,IM-004,Shift 3,WO-10633,COR-007,COL-COR-007-042,92.42,88.42
9851,2026-12-17,Injection Molding,IM-004,Shift 2,WO-10634,COR-007,COL-COR-007-042,88.42,83.16
9852,2026-12-18,injection molding,IM-004,Shift 1,WO-10635,COR-007,COL-COR-007-042,83.16,79.16
9853,2026-12-19,Injection Molding,IM-004,  Shift 1  ,WO-10636,COR-007,COL-COR-007-042,79.16,75.16
9854,2026-12-19,Injection Molding,IM-004,Shift 2,WO-10637,COR-004,COL-COR-004-024,137.56,132.65
9855,2026-12-20,Injection Molding,IM-004,Shift 1,WO-10638,COR-004,COL-COR-004-024,132.65,127.66
9856,2026-12-21,Injection Molding,IM-004,Shift 3,WO-10639,COR-004,COL-COR-004-024,127.66,123.35
9857,2026-12-21,Injection Molding,IM-004,Shift 2,WO-10640,COR-004,COL-COR-004-024,123.35,119.35
9858,2026-12-22,Injection Molding,IM-004,Shift 1,WO-10641,COR-004,COL-COR-004-024,119.35,114.4
9859,2026-12-23,Injection Molding,IM-004,Shift 3,WO-10642,COR-004,COL-COR-004-024,114.4,108.96
9860,2026-12-23,Injection Molding,IM-004,Shift 2,WO-10643,COR-004,COL-COR-004-024,108.96,101.9
9861,2026-12-24,Injection Molding,IM-004,Shift 1,WO-10644,COR-004,COL-COR-004-024,101.9,95.58
9862,2026-12-25,Injection Molding,IM-004,Shift 1,WO-10645,COR-004,COL-COR-004-024,95.58,91.58
9863,2026-12-25,Injection Molding,IM-004,Shift 2,WO-10646,COR-004,COL-COR-004-024,91.58,87.58
9864,2026-12-26,Injection Molding,IM-004,Shift 1,WO-10647,COR-007,COL-COR-007-042,75.16,71.16
9865,2026-12-26,Injection Molding,IM-004,Shift 3,WO-10648,COR-007,COL-COR-007-042,71.16,67.16
9866,2026-12-27,Injection Molding,IM-004,Shift 2,WO-10649,COR-007,COL-COR-007-042,67.16,63.16
9867,2026-12-28,Injection Molding,IM-004,Shift 1,WO-10650,COR-007,COL-COR-007-042,63.16,59.16
9868,2026-12-29,Injection Molding,IM-004,Shift 3,WO-10651,COR-007,COL-COR-007-042,59.16,55.16
9869,2026-12-29,Injection Molding,IM-004,Shift 1,WO-10652,COR-007,COL-COR-007-042,55.16,51.16
9870,2026-12-30,Injection Molding,IM-004,Shift 3,WO-10653,COR-007,COL-COR-007-042,51.16,46.7
9871,2025-07-01,Injection Molding,IM-005,Shift 3,WO-10654,COR-004,COL-COR-004-024,87.58,83.58
9872,2025-07-01,Injection Molding,IM-005,Shift 2,WO-10655,COR-004,COL-COR-004-024,83.58,79.58
9873,2025-07-02,Injection Molding,IM-005,Shift 1,WO-10656,COR-006,COL-COR-006-009,46.57,42.48
9874,2025-07-02,Injection Molding,IM-005,Shift 3,WO-10657,COR-006,COL-COR-006-009,42.48,38.3
9875,2025-07-03,Injection Molding,IM-005,Shift 2,WO-10658,COR-006,COL-COR-006-009,38.3,34.3
9876,2025-07-04,Injection Molding,IM-005,Shift 1,WO-10659,COR-006,COL-COR-006-009,34.3,30.3
9877,2025-07-05,Injection Molding,IM-005,Shift 3,WO-10660,COR-004,COL-COR-004-024,79.58,75.58
9878,2025-07-05,Injection Molding,IM-005,Shift 2,WO-10661,COR-004,COL-COR-004-024,75.58,71.58
9879,2025-07-06,Injection Molding,IM-005,Shift 1,WO-10662,COR-006,COL-COR-006-009,30.3,26.3
9880,2025-07-07,injection molding,IM-005,Shift 3,WO-10663,COR-006,COL-COR-006-009,26.3,22.3
9881,2025-07-07,Injection Molding,IM-005,shift 2,WO-10664,COR-006,COL-COR-006-009,22.3,18.3
9882,2025-07-08,Injection Molding,IM-005,Shift 1,WO-10665,COR-006,COL-COR-006-009,18.3,14.3
9883,2025-07-09,Injection Molding,IM-005,Shift 3,WO-10666,COR-006,COL-COR-006-009,14.3,10.3
9884,2025-07-09,  Injection Molding  ,IM-005,Shift 1,WO-10667,COR-006,COL-COR-006-009,10.3,6.3
9885,2025-07-10,Injection Molding,IM-005,Shift 1,WO-10668,COR-006,COL-COR-006-009,6.3,2.26
9886,2025-07-11,Injection Molding,IM-005,SHIFT 1,WO-10669,COR-006,COL-COR-006-009,2.26,0.0
9887,2025-07-11,Injection Molding,IM-005,Shift 1,WO-10669,COR-006,COL-COR-006-010,197.28,195.54
9888,2025-07-11,Injection Molding,IM-005,Shift 2,WO-10670,COR-003,COL-COR-003-020,11.29,7.29
9889,2025-07-12,Injection Molding,IM-005,Shift 2,WO-10671,COR-003,COL-COR-003-020,7.29,3.29
9890,2025-07-12,Injection Molding,IM-005,Shift 3,WO-10672,COR-003,COL-COR-003-020,3.29,0.0
9891,2025-07-12,Injection Molding,IM-005,Shift 3,WO-10672,COR-003,COL-COR-003-021,175.32,174.61
9892,2025-07-13,Injection Molding,IM-005,Shift 2,WO-10673,COR-004,COL-COR-004-024,71.58,67.58
9893,2025-07-14,Injection Molding,IM-005,Shift 3,WO-10674,COR-004,COL-COR-004-024,67.58,63.58
9894,2025-07-14,Injection Molding,IM-005,Shift 2,WO-10675,COR-004,COL-COR-004-024,63.58,59.58
9895,2025-07-15,Injection Molding,IM-005,Shift 1,WO-10676,COR-004,COL-COR-004-024,59.58,55.58
9896,2025-07-16,Injection Molding,IM-005,Shift 3,WO-10677,COR-004,COL-COR-004-024,55.58,51.58
9897,2025-07-16,Injection Molding,IM-005,Shift 1,WO-10678,COR-004,COL-COR-004-024,51.58,47.58
9898,2025-07-17,Injection Molding,IM-005,Shift 1,WO-10679,COR-004,COL-COR-004-024,47.58,43.58
9899,2025-07-17,Injection Molding,IM-005,Shift 3,WO-10680,COR-004,COL-COR-004-024,43.58,39.58
9900,2025-07-18,Injection Molding,IM-005,Shift 2,WO-10681,COR-004,COL-COR-004-024,39.58,35.58
9901,2025-07-19,  Injection Molding  ,IM-005,Shift 1,WO-10682,COR-003,COL-COR-003-021,174.61,170.61
9902,2025-07-19,Injection Molding,IM-005,Shift 2,WO-10683,COR-003,COL-COR-003-021,170.61,166.18
9903,2025-07-20,injection molding,IM-005,Shift 1,WO-10684,COR-006,COL-COR-006-010,195.54,191.54
9904,2025-07-21,Injection Molding,IM-005,Shift 1,WO-10685,COR-006,COL-COR-006-010,191.54,186.93
9905,2025-07-22,Injection Molding,IM-005,Shift 3,WO-10686,COR-006,COL-COR-006-010,186.93,182.3
9906,2025-07-22,Injection Molding,IM-005,Shift 2,WO-10687,COR-006,COL-COR-006-010,182.3,178.3
9907,2025-07-23,Injection Molding,IM-005,shift 1,WO-10688,COR-006,//,178.3,174.3
9908,2025-07-24,Injection Molding,IM-005,Shift 3,WO-10689,COR-006,COL-COR-006-010,174.3,170.3
9909,2025-07-24,INJECTION MOLDING,IM-005,Shift 2,WO-10690,COR-004,COL-COR-004-024,35.58,31.58
9910,2025-07-25,Injection Molding,IM-005,Shift 1,WO-10691,COR-004,COL-COR-004-024,31.58,27.58
9911,2025-07-26,Injection Molding,IM-005,Shift 3,WO-10692,COR-006,COL-COR-006-010,170.3,166.3
9912,2025-07-26,Injection Molding,IM-005,Shift 2,WO-10693,COR-006,COL-COR-006-010,166.3,162.17
9913,2025-07-27,Injection Molding,IM-005,Shift 2,WO-10694,COR-006,COL-COR-006-010,162.17,158.12
9914,2025-07-28,Injection Molding,IM-005,Shift 1,WO-10695,COR-006,COL-COR-006-010,158.12,154.12
9915,2025-07-29,Injection Molding,IM-005,Shift 3,WO-10696,COR-004,COL-COR-004-024,27.58,23.58
9916,2025-07-29,Injection Molding,IM-005,Shift 3,WO-10697,COR-004,COL-COR-004-024,23.58,19.58
9917,2025-07-30,Injection Molding,IM-005,Shift 1,WO-10698,COR-004,COL-COR-004-024,19.58,15.58
9918,2025-07-31,Injection Molding,IM-005,Shift 3,WO-10699,COR-004,COL-COR-004-024,15.58,11.58
9919,2025-07-31,Injection Molding,IM-005,Shift 1,WO-10700,COR-004,COL-COR-004-024,11.58,7.58
9920,2025-07-31,Injection Molding,IM-005,Shift 3,WO-10701,COR-004,COL-COR-004-024,7.58,3.58
9921,2025-08-01,INJECTION MOLDING,IM-005,Shift 1,WO-10702,COR-004,COL-COR-004-024,3.58,0.0
9922,2025-08-01,Injection Molding,IM-005,Shift 1,WO-10702,COR-004,COL-COR-004-025,140.06,139.65
9923,2025-08-02,Injection Molding,IM-005,Shift 1,WO-10703,COR-004,COL-COR-004-025,139.65,135.65
9924,2025-08-02,Injection Molding,IM-005,Shift 3,WO-10704,COR-006,COL-COR-006-010,154.12,150.09
9925,2025-08-03,Injection Molding,IM-005,Shift 2,WO-10705,COR-004,COL-COR-004-025,135.65,131.65
9926,2025-08-04,Injection Molding,IM-005,Shift 1,WO-10706,COR-004,COL-COR-004-025,131.65,127.65
9927,2025-08-05,Injection Molding,IM-005,Shift 3,WO-10707,COR-004,COL-COR-004-025,127.65,123.65
9928,2025-08-05,Injection Molding,IM-005,Shift 3,WO-10708,COR-004,COL-COR-004-025,123.65,119.65
9929,2025-08-06,Injection Molding,IM-005,Shift 2,WO-10709,COR-004,COL-COR-004-025,119.65,115.65
9930,2025-08-07,Injection Molding,IM-005,Shift 1,WO-10710,COR-004,COL-COR-004-025,115.65,111.61
9931,2025-08-08,Injection Molding,IM-005,Shift 3,WO-10711,COR-004,COL-COR-004-025,111.61,106.12
9932,2025-08-09,Injection Molding,IM-005,Shift 3,WO-10712,COR-004,COL-COR-004-025,106.12,102.12
9933,2025-08-09,Injection Molding,IM-005,  Shift 1  ,WO-10713,COR-004,COL-COR-004-025,102.12,98.12
9934,2025-08-10,INJECTION MOLDING,IM-005,SHIFT 3,WO-10714,COR-004,COL-COR-004-025,98.12,94.12
9935,2025-08-10,Injection Molding,IM-005,Shift 2,WO-10715,COR-004,COL-COR-004-025,94.12,90.12
9936,2025-08-11,Injection Molding,IM-005,SHIFT 1,WO-10716,COR-003,COL-COR-003-021,166.18,162.03
9937,2025-08-12,Injection Molding,IM-005,Shift 3,WO-10717,COR-003,COL-COR-003-021,162.03,156.18
9938,2025-08-13,Injection Molding,IM-005,Shift 3,WO-10718,COR-006,,150.09,146.09
9939,2025-08-13,Injection Molding,IM-005,Shift 2,WO-10719,COR-004,COL-COR-004-025,90.12,86.12
9940,2025-08-14,Injection Molding,IM-005,Shift 1,WO-10720,COR-004,//,86.12,82.12
9941,2025-08-14,Injection Molding,IM-005,Shift 2,WO-10721,COR-004,COL-COR-004-025,82.12,78.12
9942,2025-08-15,Injection Molding,IM-005,Shift 1,WO-10722,COR-004,COL-COR-004-025,78.12,72.54
9943,2025-08-16,injection molding,IM-005,Shift 3,WO-10723,COR-004,COL-COR-004-025,72.54,68.54
9944,2025-08-16,Injection Molding,IM-005,Shift 2,WO-10724,COR-003,COL-COR-003-021,156.18,152.18
9945,2025-08-17,  Injection Molding  ,IM-005,Shift 3,WO-10725,COR-003,COL-COR-003-021,152.18,146.35
9946,2025-08-17,Injection Molding,IM-005,Shift 2,WO-10726,COR-004,COL-COR-004-025,68.54,63.33
9947,2025-08-18,Injection Molding,IM-005,Shift 1,WO-10727,COR-004,COL-COR-004-025,63.33,59.33
9948,2025-08-19,Injection Molding,IM-005,Shift 3,WO-10728,COR-004,COL-COR-004-025,59.33,54.93
9949,2025-08-19,  Injection Molding  ,IM-005,Shift 2,WO-10729,COR-004,COL-COR-004-025,54.93,50.93
9950,2025-08-20,Injection Molding,IM-005,Shift 3,WO-10730,COR-006,COL-COR-006-010,146.09,141.21
9951,2025-08-20,Injection Molding,IM-005,shift 2,WO-10731,COR-006,,141.21,137.21
9952,2025-08-21,Injection Molding,IM-005,Shift 1,WO-10732,COR-006,COL-COR-006-010,137.21,133.21
9953,2025-08-21,Injection Molding,IM-005,Shift 3,WO-10733,COR-006,COL-COR-006-010,133.21,128.72
9954,2025-08-22,Injection Molding,IM-005,Shift 2,WO-10734,COR-004,COL-COR-004-025,50.93,46.93
9955,2025-08-23,Injection Molding,IM-005,shift 1,WO-10735,COR-004,COL-COR-004-025,46.93,42.93
9956,2025-08-24,Injection Molding,IM-005,Shift 3,WO-10736,COR-006,COL-COR-006-010,128.72,124.72
9957,2025-08-24,Injection Molding,IM-005,Shift 1,WO-10737,COR-006,COL-COR-006-010,124.72,120.72
9958,2025-08-25,Injection Molding,IM-005,Shift 3,WO-10738,COR-006,COL-COR-006-010,120.72,115.13
9959,2025-08-25,Injection Molding,IM-005,Shift 2,WO-10739,COR-003,COL-COR-003-021,146.35,142.35
9960,2025-08-26,Injection Molding,IM-005,Shift 3,WO-10740,COR-004,COL-COR-004-025,42.93,38.93
9961,2025-08-26,Injection Molding,IM-005,Shift 2,WO-10741,COR-004,COL-COR-004-025,38.93,34.93
9962,2025-08-27,injection molding,IM-005,SHIFT 1,WO-10742,COR-006,COL-COR-006-010,115.13,111.13
9963,2025-08-28,Injection Molding,IM-005,Shift 1,WO-10743,COR-006,COL-COR-006-010,111.13,107.13
9964,2025-08-29,Injection Molding,IM-005,Shift 3,WO-10744,COR-004,COL-COR-004-025,34.93,30.93
9965,2025-08-29,Injection Molding,IM-005,Shift 3,WO-10745,COR-006,COL-COR-006-010,107.13,103.08
9966,2025-08-30,Injection Molding,IM-005,Shift 2,WO-10746,COR-003,COL-COR-003-021,142.35,137.61
9967,2025-08-31,Injection Molding,IM-005,Shift 2,WO-10747,COR-004,COL-COR-004-025,30.93,26.16
9968,2025-09-01,INJECTION MOLDING,IM-005,Shift 1,WO-10748,COR-004,COL-COR-004-025,26.16,22.16
9969,2025-09-02,Injection Molding,IM-005,Shift 3,WO-10749,COR-006,COL-COR-006-010,103.08,98.33
9970,2025-09-02,Injection Molding,IM-005,SHIFT 2,WO-10750,COR-004,COL-COR-004-025,22.16,18.16
9971,2025-09-03,Injection Molding,IM-005,Shift 2,WO-10751,COR-004,COL-COR-004-025,18.16,14.16
9972,2025-09-04,Injection Molding,IM-005,Shift 3,WO-10752,COR-003,COL-COR-003-021,137.61,132.61
9973,2025-09-04,Injection Molding,IM-005,Shift 2,WO-10753,COR-003,COL-COR-003-021,132.61,128.44
9974,2025-09-05,Injection Molding,IM-005,Shift 1,WO-10754,COR-004,COL-COR-004-025,14.16,10.16
9975,2025-09-06,Injection Molding,IM-005,Shift 1,WO-10755,COR-004,COL-COR-004-025,10.16,6.16
9976,2025-09-07,Injection Molding,IM-005,Shift 1,WO-10756,COR-006,COL-COR-006-010,98.33,92.11
9977,2025-09-08,Injection Molding,IM-005,Shift 1,WO-10757,COR-004,COL-COR-004-025,6.16,2.16
9978,2025-09-08,Injection Molding,IM-005,Shift 3,WO-10758,COR-004,COL-COR-004-025,2.16,0.0
9979,2025-09-08,Injection Molding,IM-005,shift 3,WO-10758,COR-004,COL-COR-004-026,134.13,132.29
9980,2025-09-09,Injection Molding,IM-005,Shift 1,WO-10759,COR-004,COL-COR-004-026,132.29,128.29
9981,2025-09-09,Injection Molding,IM-005,Shift 3,WO-10760,COR-006,COL-COR-006-010,92.11,88.11
9982,2025-09-10,Injection Molding,IM-005,Shift 1,WO-10761,COR-006,COL-COR-006-010,88.11,84.11
9983,2025-09-10,Injection Molding,IM-005,Shift 3,WO-10762,COR-006,COL-COR-006-010,84.11,80.11
9984,2025-09-11,Injection Molding,IM-005,Shift 1,WO-10763,COR-004,COL-COR-004-026,128.29,124.29
9985,2025-09-12,Injection Molding,IM-005,Shift 3,WO-10764,COR-004,COL-COR-004-026,124.29,120.29
9986,2025-09-12,Injection Molding,IM-005,Shift 2,WO-10765,COR-004,COL-COR-004-026,120.29,116.29
9987,2025-09-13,Injection Molding,IM-005,Shift 3,WO-10766,COR-004,COL-COR-004-026,116.29,112.29
9988,2025-09-13,Injection Molding,IM-005,Shift 2,WO-10767,COR-004,COL-COR-004-026,112.29,108.29
9989,2025-09-14,Injection Molding,IM-005,shift 1,WO-10768,COR-006,COL-COR-006-010,80.11,76.11
9990,2025-09-14,Injection Molding,IM-005,SHIFT 2,WO-10769,COR-004,COL-COR-004-026,108.29,104.29
9991,2025-09-15,Injection Molding,IM-005,Shift 2,WO-10770,COR-004,COL-COR-004-026,104.29,100.12
9992,2025-09-16,Injection Molding,IM-005,Shift 1,WO-10771,COR-004,COL-COR-004-026,100.12,95.22
9993,2025-09-17,Injection Molding,IM-005,Shift 1,WO-10772,COR-006,COL-COR-006-010,76.11,72.11
9994,2025-09-18,Injection Molding,IM-005,Shift 3,WO-10773,COR-006,COL-COR-006-010,72.11,67.92
9995,2025-09-18,Injection Molding,IM-005,Shift 3,WO-10774,COR-006,COL-COR-006-010,67.92,62.93
9996,2025-09-19,Injection Molding,IM-005,  Shift 2  ,WO-10775,COR-006,COL-COR-006-010,62.93,58.93
9997,2025-09-20,Injection Molding,IM-005,Shift 1,WO-10776,COR-004,COL-COR-004-026,95.22,88.57
9998,2025-09-21,Injection Molding,IM-005,SHIFT 3,WO-10777,COR-004,COL-COR-004-026,88.57,84.57
9999,2025-09-21,Injection Molding,IM-005,Shift 3,WO-10778,COR-004,COL-COR-004-026,84.57,80.57
10000,2025-09-22,Injection Molding,IM-005,Shift 1,WO-10779,COR-004,COL-COR-004-026,80.57,76.57
10001,2025-09-22,Injection Molding,IM-005,Shift 3,WO-10780,COR-003,COL-COR-003-021,128.44,124.24
10002,2025-09-23,Injection Molding,IM-005,Shift 2,WO-10781,COR-003,COL-COR-003-021,124.24,120.24
10003,2025-09-24,Injection Molding,IM-005,Shift 1,WO-10782,COR-006,COL-COR-006-010,58.93,54.93
10004,2025-09-24,Injection Molding,IM-005,Shift 3,WO-10783,COR-006,COL-COR-006-010,54.93,50.93
10005,2025-09-25,INJECTION MOLDING,IM-005,Shift 1,WO-10784,COR-004,COL-COR-004-026,76.57,72.57
10006,2025-09-25,Injection Molding,IM-005,Shift 3,WO-10785,COR-004,COL-COR-004-026,72.57,68.57
10007,2025-09-26,Injection Molding,IM-005,Shift 2,WO-10786,COR-006,COL-COR-006-010,50.93,46.12
10008,2025-09-27,  Injection Molding  ,IM-005,Shift 1,WO-10787,COR-006,,46.12,42.12
10009,2025-09-28,Injection Molding,IM-005,Shift 3,WO-10788,COR-006,COL-COR-006-010,42.12,38.12
10010,2025-09-28,Injection Molding,IM-005,Shift 2,WO-10789,COR-006,COL-COR-006-010,38.12,34.12
10011,2025-09-29,Injection Molding,IM-005,Shift 3,WO-10790,COR-003,COL-COR-003-021,120.24,116.24
10012,2025-09-29,Injection Molding,IM-005,Shift 2,WO-10791,COR-003,COL-COR-003-021,116.24,111.5
10013,2025-09-30,Injection Molding,IM-005,Shift 2,WO-10792,COR-003,COL-COR-003-021,111.5,107.5
10014,2025-10-01,Injection Molding,IM-005,Shift 1,WO-10793,COR-004,COL-COR-004-026,68.57,64.57
10015,2025-10-02,Injection Molding,IM-005,shift 3,WO-10794,COR-004,-,64.57,60.57
10016,2025-10-02,Injection Molding,IM-005,Shift 2,WO-10795,COR-006,COL-COR-006-010,34.12,30.12
10017,2025-10-03,Injection Molding,IM-005,Shift 1,WO-10796,COR-004,COL-COR-004-026,60.57,54.72
10018,2025-10-04,Injection Molding,IM-005,Shift 3,WO-10797,COR-004,COL-COR-004-026,54.72,50.72
10019,2025-10-04,Injection Molding,IM-005,Shift 2,WO-10798,COR-004,COL-COR-004-026,50.72,46.59
10020,2025-10-05,Injection Molding,IM-005,Shift 1,WO-10799,COR-003,COL-COR-003-021,107.5,102.76
10021,2025-10-06,Injection Molding,IM-005,Shift 3,WO-10800,COR-003,COL-COR-003-021,102.76,98.76
10022,2025-10-06,Injection Molding,IM-005,Shift 2,WO-10801,COR-006,COL-COR-006-010,30.12,26.12
10023,2025-10-07,injection molding,IM-005,Shift 1,WO-10802,COR-003,COL-COR-003-021,98.76,94.76
10024,2025-10-08,injection molding,IM-005,Shift 3,WO-10803,COR-003,COL-COR-003-021,94.76,90.04
10025,2025-10-09,Injection Molding,IM-005,Shift 3,WO-10804,COR-004,COL-COR-004-026,46.59,42.59
10026,2025-10-09,Injection Molding,IM-005,Shift 2,WO-10805,COR-006,COL-COR-006-010,26.12,22.12
10027,2025-10-10,Injection Molding,IM-005,shift 1,WO-10806,COR-006,//,22.12,18.12
10028,2025-10-11,  Injection Molding  ,IM-005,Shift 3,WO-10807,COR-006,COL-COR-006-010,18.12,14.12
10029,2025-10-11,Injection Molding,IM-005,Shift 2,WO-10808,COR-004,COL-COR-004-026,42.59,38.59
10030,2025-10-12,Injection Molding,IM-005,Shift 1,WO-10809,COR-004,COL-COR-004-026,38.59,34.59
10031,2025-10-13,Injection Molding,IM-005,Shift 3,WO-10810,COR-004,COL-COR-004-026,34.59,30.59
10032,2025-10-13,  Injection Molding  ,IM-005,Shift 2,WO-10811,COR-004,COL-COR-004-026,30.59,26.59
10033,2025-10-14,Injection Molding,IM-005,SHIFT 3,WO-10812,COR-004,COL-COR-004-026,26.59,22.59
10034,2025-10-14,Injection Molding,IM-005,Shift 2,WO-10813,COR-004,COL-COR-004-026,22.59,18.59
10035,2025-10-15,Injection Molding,IM-005,Shift 1,WO-10814,COR-004,COL-COR-004-026,18.59,14.59
10036,2025-10-16,Injection Molding,IM-005,Shift 1,WO-10815,COR-006,COL-COR-006-010,14.12,10.12
10037,2025-10-16,Injection Molding,IM-005,Shift 2,WO-10816,COR-006,COL-COR-006-010,10.12,6.12
10038,2025-10-17,Injection Molding,IM-005,Shift 1,WO-10817,COR-004,COL-COR-004-026,14.59,10.59
10039,2025-10-17,INJECTION MOLDING,IM-005,Shift 3,WO-10818,COR-004,COL-COR-004-026,10.59,6.59
10040,2025-10-18,Injection Molding,IM-005,Shift 1,WO-10819,COR-004,COL-COR-004-026,6.59,2.59
10041,2025-10-18,Injection Molding,IM-005,Shift 3,WO-10820,COR-004,COL-COR-004-026,2.59,0.0
10042,2025-10-18,Injection Molding,IM-005,Shift 3,WO-10820,COR-004,COL-COR-004-027,239.96,238.55
10043,2025-10-19,Injection Molding,IM-005,Shift 1,WO-10821,COR-004,COL-COR-004-027,238.55,234.55
10044,2025-10-20,Injection Molding,IM-005,shift 3,WO-10822,COR-004,COL-COR-004-027,234.55,230.55
10045,2025-10-20,Injection Molding,IM-005,Shift 3,WO-10823,COR-004,,230.55,226.28
10046,2025-10-21,Injection Molding,IM-005,Shift 1,WO-10824,COR-004,COL-COR-004-027,226.28,222.28
10047,2025-10-21,Injection Molding,IM-005,Shift 3,WO-10825,COR-004,COL-COR-004-027,222.28,218.28
10048,2025-10-22,Injection Molding,IM-005,Shift 1,WO-10826,COR-006,COL-COR-006-010,6.12,2.12
10049,2025-10-22,Injection Molding,IM-005,Shift 2,WO-10827,COR-006,COL-COR-006-010,2.12,0.0
10050,2025-10-22,Injection Molding,IM-005,Shift 2,WO-10827,COR-006,COL-COR-006-011,95.84,92.82
10051,2025-10-23,Injection Molding,IM-005,Shift 1,WO-10828,COR-006,COL-COR-006-011,92.82,86.98
10052,2025-10-24,Injection Molding,IM-005,Shift 1,WO-10829,COR-004,COL-COR-004-027,218.28,214.28
10053,2025-10-25,Injection Molding,IM-005,SHIFT 3,WO-10830,COR-004,COL-COR-004-027,214.28,210.28
10054,2025-10-25,Injection Molding,IM-005,Shift 2,WO-10831,COR-003,COL-COR-003-021,90.04,86.04
10055,2025-10-26,Injection Molding,IM-005,Shift 2,WO-10832,COR-004,COL-COR-004-027,210.28,206.28
10056,2025-10-27,Injection Molding,IM-005,Shift 3,WO-10833,COR-004,COL-COR-004-027,206.28,202.28
10057,2025-10-27,Injection Molding,IM-005,Shift 2,WO-10834,COR-006,COL-COR-006-011,86.98,82.98
10058,2025-10-28,Injection Molding,IM-005,Shift 1,WO-10835,COR-004,COL-COR-004-027,202.28,198.28
10059,2025-10-29,Injection Molding,IM-005,Shift 3,WO-10836,COR-004,COL-COR-004-027,198.28,194.28
10060,2025-10-29,Injection Molding,IM-005,Shift 2,WO-10837,COR-004,COL-COR-004-027,194.28,190.28
10061,2025-10-30,Injection Molding,IM-005,Shift 1,WO-10838,COR-004,COL-COR-004-027,190.28,185.71
10062,2025-10-31,injection molding,IM-005,Shift 3,WO-10839,COR-004,COL-COR-004-027,185.71,181.71
10063,2025-11-01,Injection Molding,IM-005,Shift 3,WO-10840,COR-004,COL-COR-004-027,181.71,177.71
10064,2025-11-01,Injection Molding,IM-005,SHIFT 1,WO-10841,COR-006,COL-COR-006-011,82.98,78.98
10065,2025-11-02,Injection Molding,IM-005,SHIFT 3,WO-10842,COR-006,COL-COR-006-011,78.98,74.98
10066,2025-11-02,Injection Molding,IM-005,Shift 2,WO-10843,COR-006,COL-COR-006-011,74.98,69.43
10067,2025-11-03,Injection Molding,IM-005,Shift 2,WO-10844,COR-006,COL-COR-006-011,69.43,65.43
10068,2025-11-04,Injection Molding,IM-005,Shift 1,WO-10845,COR-006,COL-COR-006-011,65.43,61.43
10069,2025-11-05,Injection Molding,IM-005,Shift 3,WO-10846,COR-003,//,86.04,82.04
10070,2025-11-05,Injection Molding,IM-005,Shift 2,WO-10847,COR-004,COL-COR-004-027,177.71,172.29
10071,2025-11-06,Injection Molding,IM-005,Shift 1,WO-10848,COR-004,COL-COR-004-027,172.29,167.9
10072,2025-11-07,Injection Molding,IM-005,Shift 1,WO-10849,COR-004,COL-COR-004-027,167.9,163.9
10073,2025-11-07,  Injection Molding  ,IM-005,Shift 3,WO-10850,COR-004,COL-COR-004-027,163.9,159.9
10074,2025-11-08,Injection Molding,IM-005,  Shift 2  ,WO-10851,COR-003,COL-COR-003-021,82.04,77.97
10075,2025-11-09,Injection Molding,IM-005,Shift 1,WO-10852,COR-003,COL-COR-003-021,77.97,72.78
10076,2025-11-10,Injection Molding,IM-005,Shift 1,WO-10853,COR-004,COL-COR-004-027,159.9,155.9
10077,2025-11-11,Injection Molding,IM-005,shift 3,WO-10854,COR-004,COL-COR-004-027,155.9,150.77
10078,2025-11-11,Injection Molding,IM-005,Shift 2,WO-10855,COR-004,COL-COR-004-027,150.77,146.77
10079,2025-11-12,Injection Molding,IM-005,Shift 1,WO-10856,COR-006,COL-COR-006-011,61.43,57.43
10080,2025-11-12,Injection Molding,IM-005,Shift 2,WO-10857,COR-006,COL-COR-006-011,57.43,53.02
10081,2025-11-13,Injection Molding,IM-005,Shift 1,WO-10858,COR-006,COL-COR-006-011,53.02,49.02
10082,2025-11-14,Injection Molding,IM-005,Shift 3,WO-10859,COR-004,COL-COR-004-027,146.77,142.77
10083,2025-11-14,Injection Molding,IM-005,SHIFT 3,WO-10860,COR-004,COL-COR-004-027,142.77,138.77
10084,2025-11-15,Injection Molding,IM-005,Shift 2,WO-10861,COR-004,COL-COR-004-027,138.77,134.77
10085,2025-11-16,Injection Molding,IM-005,Shift 1,WO-10862,COR-004,COL-COR-004-027,134.77,130.77
10086,2025-11-16,  Injection Molding  ,IM-005,SHIFT 2,WO-10863,COR-004,COL-COR-004-027,130.77,126.77
10087,2025-11-17,Injection Molding,IM-005,Shift 1,WO-10864,COR-006,COL-COR-006-011,49.02,45.02
10088,2025-11-17,Injection Molding,IM-005,Shift 2,WO-10865,COR-006,COL-COR-006-011,45.02,41.02
10089,2025-11-18,Injection Molding,IM-005,Shift 2,WO-10866,COR-006,COL-COR-006-011,41.02,37.02
10090,2025-11-19,Injection Molding,IM-005,Shift 1,WO-10867,COR-006,COL-COR-006-011,37.02,33.02
10091,2025-11-20,Injection Molding,IM-005,Shift 3,WO-10868,COR-006,COL-COR-006-011,33.02,28.88
