ProductBatch,WorkOrder,ProductionDate,Shift,MachineId,MoldId,CapId,Material,CapType,LotSize,CodeLetter,SampleSize,CriticalDefects,MajorDefects,MinorDefects,TotalSampleDefects,VariablesDecision,AttributesDecision,FinalLotDecision,DispositionDetail,LotDecisionDateTime,Remarks,Inspector
LOTE-M-INJ-003-6501,WO-9255,2025-12-04,Shift 3,IM-003,M-INJ-003,TR-003-PP-PCR-24415,PP-PCR,Screw Cap,22732,M,315,1,1,2,4,Conforming,Rejected,Rejected,Rejected - Scrapped,2025-12-05 00:10:32.176,Thread:1(Re=1),Diogo Ferreira
LOTE-M-INJ-001-6502,WO-9258,2025-12-05,Shift 2,IM-003,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,52916,M,315,0,7,6,13,Conforming,Approved,Approved,Approved - First Pass,2025-12-07 04:12:45.539,—,Beatriz Costa
LOTE-M-INJ-001-6503,WO-9260,2025-12-07,Shift 1,IM-003,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,39046,M,315,0,1,9,10,Conforming,Approved,Approved,Approved - First Pass,2025-12-08 20:33:03.040,—,Diogo Ferreira
LOTE-M-INJ-003-6504,WO-9261,2025-12-08,Shift 3,IM-003,M-INJ-003,TR-003-PP-PCR-24415,PP-PCR,Screw Cap,20427,M,315,0,2,0,2,Conforming,Approved,Approved,Approved - First Pass,2025-12-09 16:34:05.087,—,Elena Santos
LOTE-M-INJ-001-6505,WO-9264,2025-12-09,Shift 3,IM-003,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,38882,M,315,0,2,13,15,Conforming,Approved,Approved,Approved - First Pass,2025-12-11 06:59:28.128,—,Diogo Ferreira
LOTE-M-INJ-001-6506,WO-9265,2025-12-10,Shift 2,IM-003,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,8762,L,200,0,0,2,2,Conforming,Approved,Approved,Approved - First Pass,2025-12-11 16:09:23.169,—,Ana Silva
LOTE-M-INJ-003-6507,WO-9268,2025-12-12,Shift 2,IM-003,M-INJ-003,TR-003-PP-24415,PP,Screw Cap,75305,M,315,0,3,7,10,Conforming,Approved,Approved,Approved - First Pass,2025-12-14 08:46:14.262,—,Elena Santos
LOTE-M-INJ-003-6508,WO-9270,2025-12-14,Shift 1,IM-003,M-INJ-003,TR-003-HDPE-24415,HDPE,Screw Cap,38235,M,315,0,3,7,10,Conforming,Approved,Approved,Approved - First Pass,2025-12-15 09:48:07.292,—,Ana Silva
LOTE-M-INJ-003-6509,WO-9271,2025-12-14,Shift 2,IM-003,M-INJ-003,TR-003-PP-PCR-24415,PP-PCR,Screw Cap,28070,M,315,0,5,3,8,Conforming,Approved,Approved,Approved - First Pass,2025-12-15 23:35:48.303,—,Ana Silva
LOTE-M-INJ-003-6510,WO-9274,2025-12-16,Shift 2,IM-003,M-INJ-003,TR-003-PP-24415,PP,Screw Cap,54198,M,315,0,7,14,21,Conforming,Approved,Approved,Approved - First Pass,2025-12-17 17:10:05.965,—,Elena Santos
LOTE-M-INJ-001-6511,WO-9275,2025-12-17,Shift 1,IM-003,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,23225,M,315,0,1,2,3,Conforming,Approved,Approved,Approved - First Pass,2025-12-18 23:08:53.252,—,Beatriz Costa
LOTE-M-INJ-001-6512,WO-9277,2025-12-19,Shift 3,IM-003,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,44616,M,315,0,0,4,4,Conforming,Approved,Approved,Approved - First Pass,2025-12-20 03:26:48.588,—,Elena Santos
LOTE-M-INJ-003-6513,WO-9278,2025-12-19,  Shift 2  ,IM-003,M-INJ-003,TR-003-HDPE-24415,HDPE,Screw Cap,9373,L,200,1,0,4,5,Conforming,Rejected,Approved,Approved - Released on Deviation,2025-12-21 10:43:26.494,—,Ana Silva
LOTE-M-INJ-003-6514,WO-9281,2025-12-22,Shift 3,IM-003,M-INJ-003,TR-003-PP-PCR-24415,PP-PCR,Screw Cap,41942,M,315,0,5,16,21,Conforming,Approved,Approved,Approved - First Pass,2025-12-23 02:53:54.314,—,Carlos Mendes
LOTE-M-INJ-001-6515,WO-9284,2025-12-23,Shift 2,IM-003,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,41099,M,315,0,5,6,11,Conforming,Approved,Approved,Approved - First Pass,2025-12-25 05:50:18.734,—,Ana Silva
LOTE-M-INJ-001-6516,WO-9286,2025-12-25,  Shift 1  ,IM-003,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,28479,M,315,1,4,9,14,Conforming,Rejected,Rejected,Rejected - Scrapped,2025-12-26 10:03:26.660,Thread:1(Re=1),Elena Santos
LOTE-M-INJ-003-6517,WO-9288,2025-12-26,Shift 2,IM-003,M-INJ-003,TR-003-PP-24415,PP,Screw Cap,30959,M,315,0,1,4,5,Conforming,Approved,Approved,Approved - First Pass,2025-12-27 20:29:59.953,—,Carlos Mendes
LOTE-M-INJ-003-6518,WO-9290,2025-12-28,Shift 1,IM-003,M-INJ-003,TR-003-PETG-24415,PETG,Screw Cap,39460,M,315,0,1,3,4,Conforming,Approved,Approved,Approved - First Pass,2025-12-29 18:57:19.773,—,Diogo Ferreira
LOTE-M-INJ-001-6519,WO-9291,2025-12-29,Shift 3,IM-003,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,13608,M,315,0,0,0,0,Conforming,Approved,Approved,Approved - First Pass,2025-12-30 06:44:09.997,—,Diogo Ferreira
LOTE-M-INJ-003-6520,WO-9294,2025-12-31,Shift 3,IM-003,M-INJ-003,TR-003-PP-PCR-24415,PP-PCR,Screw Cap,63485,M,315,0,3,8,11,Conforming,Approved,Approved,Approved - First Pass,2026-01-01 03:32:25.110,—,Carlos Mendes
LOTE-M-INJ-001-6521,WO-9296,2026-01-01,Shift 1,IM-003,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,49786,M,315,0,3,4,7,Conforming,Approved,Approved,Approved - First Pass,2026-01-02 19:48:53.406,—,Elena Santos
LOTE-M-INJ-001-6522,WO-9297,2026-01-02,Shift 1,IM-003,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,13745,M,315,0,1,0,1,Conforming,Approved,Approved,Approved - First Pass,2026-01-03 15:34:05.241,—,Elena Santos
LOTE-M-INJ-003-6523,WO-9298,2026-01-02,Shift 3,IM-003,M-INJ-003,TR-003-PETG-24415,PETG,Screw Cap,18770,M,315,0,0,9,9,Conforming,Approved,Approved,Approved - First Pass,2026-01-03 19:02:40.031,—,Ana Silva
LOTE-M-INJ-003-6524,WO-9299,2026-01-03,Shift 2,IM-003,M-INJ-003,TR-003-HDPE-24415,HDPE,Screw Cap,12104,M,315,1,1,4,6,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-01-04 17:23:50.759,Thread:1(Re=1),Carlos Mendes
LOTE-M-INJ-001-6525,WO-9302,2026-01-05,Shift 1,IM-003,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,34256,M,315,0,2,8,10,Conforming,Approved,Approved,Approved - First Pass,2026-01-06 15:28:29.955,—,Diogo Ferreira
LOTE-M-INJ-001-6526,WO-9303,2026-01-06,Shift 3,IM-003,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,19257,M,315,1,0,2,3,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-01-07 15:46:30.257,Sealing:1(Re=1),Ana Silva
LOTE-M-INJ-003-6527,WO-9304,2026-01-06,Shift 2,IM-003,M-INJ-003,TR-003-PP-PCR-24415,PP-PCR,Screw Cap,18350,M,315,1,0,3,4,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-01-07 14:10:42.590,Sealing:1(Re=1),Beatriz Costa
LOTE-M-INJ-001-6528,WO-9305,2026-01-07,Shift 1,IM-003,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,15915,M,315,0,1,2,3,Conforming,Approved,Approved,Approved - First Pass,2026-01-08 19:54:51.643,—,Elena Santos
LOTE-M-INJ-001-6529,WO-9306,2026-01-08,Shift 1,IM-003,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,15538,M,315,0,0,0,0,Conforming,Approved,Approved,Approved - First Pass,2026-01-09 08:11:17.244,—,Elena Santos
LOTE-M-INJ-003-6530,WO-9309,2026-01-10,Shift 1,IM-003,M-INJ-003,TR-003-HDPE-24415,HDPE,Screw Cap,82598,M,315,0,1,12,13,Conforming,Approved,Approved,Approved - First Pass,2026-01-11 22:13:27.077,—,Carlos Mendes
LOTE-M-INJ-003-6531,WO-9311,2026-01-12,Shift 1,IM-003,M-INJ-003,TR-003-PP-PCR-24415,PP-PCR,Screw Cap,41092,M,315,0,2,6,8,Conforming,Approved,Approved,Approved - First Pass,2026-01-13 18:21:21.207,—,Elena Santos
LOTE-M-INJ-003-6532,WO-9312,2026-01-13,Shift 3,IM-003,M-INJ-003,TR-003-PP-24415,PP,Screw Cap,19333,M,315,0,1,2,3,Conforming,Approved,Approved,Approved - First Pass,2026-01-13 22:23:52.375,—,Carlos Mendes
LOTE-M-INJ-003-6533,WO-9313,2026-01-13,Shift 2,IM-003,M-INJ-003,TR-003-HDPE-24415,HDPE,Screw Cap,27998,M,315,0,1,6,7,Conforming,Approved,Approved,Approved - First Pass,2026-01-14 20:17:16.941,—,Carlos Mendes
LOTE-M-INJ-003-6534,WO-9315,2026-01-15,Shift 1,IM-003,M-INJ-003,TR-003-HDPE-24415,HDPE,Screw Cap,41213,M,315,0,2,6,8,Conforming,Approved,Approved,Approved - First Pass,2026-01-16 06:09:16.764,—,Beatriz Costa
LOTE-M-INJ-003-6535,WO-9317,2026-01-16,Shift 1,IM-003,M-INJ-003,TR-003-PETG-24415,PETG,Screw Cap,48149,M,315,0,1,1,2,Conforming,Approved,Approved,Approved - First Pass,2026-01-17 12:23:13.553,—,Beatriz Costa
LOTE-M-INJ-003-6536,WO-9318,2026-01-17,Shift 3,IM-003,M-INJ-003,TR-003-HDPE-24415,HDPE,Screw Cap,24666,M,315,0,4,0,4,Conforming,Approved,Approved,Approved - First Pass,2026-01-17 22:41:38.973,—,Diogo Ferreira
LOTE-M-INJ-001-6537,WO-9319,2026-01-17,Shift 2,IM-003,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,12342,M,315,0,2,6,8,Conforming,Approved,Approved,Approved - First Pass,2026-01-18 11:19:46.026,—,Elena Santos
LOTE-M-INJ-003-6538,WO-9321,2026-01-19,shift 3,IM-003,M-INJ-003,TR-003-HDPE-24415,HDPE,Screw Cap,49593,M,315,0,1,8,9,Conforming,Approved,Approved,Approved - First Pass,2026-01-20 04:56:49.157,—,Diogo Ferreira
LOTE-M-INJ-001-6539,WO-9324,2026-01-20,Shift 2,IM-003,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,34013,M,315,0,3,6,9,Conforming,Approved,Approved,Approved - First Pass,2026-01-21 08:02:57.095,—,Beatriz Costa
LOTE-M-INJ-003-6540,WO-9326,2026-01-21,Shift 2,IM-003,M-INJ-003,TR-003-HDPE-24415,HDPE,Screw Cap,43957,M,315,1,5,9,15,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-01-23 02:57:37.850,Thread:1(Re=1),Ana Silva
LOTE-M-INJ-001-6541,WO-9327,2026-01-22,Shift 2,IM-003,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,20060,M,315,0,0,8,8,Conforming,Approved,Approved,Approved - First Pass,2026-01-23 11:40:01.229,—,Carlos Mendes
LOTE-M-INJ-001-6542,WO-9330,2026-01-24,Shift 2,IM-003,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,53340,M,315,0,2,8,10,Conforming,Approved,Approved,Approved - First Pass,2026-01-25 21:16:16.859,—,Beatriz Costa
LOTE-M-INJ-003-6543,WO-9333,2026-01-26,Shift 2,IM-003,M-INJ-003,TR-003-PP-24415,PP,Screw Cap,52461,M,315,0,3,11,14,Conforming,Approved,Approved,Approved - First Pass,2026-01-28 07:25:36.898,—,Elena Santos
LOTE-M-INJ-003-6544,WO-9336,2026-01-29,Shift 3,IM-003,M-INJ-003,TR-003-PETG-24415,PETG,Screw Cap,50934,M,315,0,7,7,14,Conforming,Approved,Approved,Approved - First Pass,2026-01-30 09:14:43.741,—,Carlos Mendes
LOTE-M-INJ-001-6545,WO-9338,2026-01-30,Shift 1,IM-003,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,24815,M,315,0,1,5,6,Conforming,Approved,Approved,Approved - First Pass,2026-01-31 03:26:31.374,—,Ana Silva
LOTE-M-INJ-003-6546,WO-9341,2026-02-01,Shift 3,IM-003,M-INJ-003,TR-003-PP-PCR-24415,PP-PCR,Screw Cap,54322,M,315,1,4,7,12,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-02-02 03:15:35.025,Thread:1(Re=1),Elena Santos
LOTE-M-INJ-001-6547,WO-9344,2026-02-02,Shift 3,IM-003,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,40350,M,315,0,5,2,7,Conforming,Approved,Approved,Approved - First Pass,2026-02-04 08:13:25.156,—,Beatriz Costa
LOTE-M-INJ-001-6548,WO-9345,2026-02-03,Shift 2,IM-003,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,5278,L,200,0,0,4,4,Conforming,Approved,Approved,Approved - First Pass,2026-02-04 07:39:10.385,—,Ana Silva
LOTE-M-INJ-003-6549,WO-9347,2026-02-04,Shift 2,IM-003,M-INJ-003,TR-003-HDPE-24415,HDPE,Screw Cap,41501,M,315,0,0,5,5,Conforming,Approved,Approved,Approved - First Pass,2026-02-05 21:31:29.097,—,Diogo Ferreira
LOTE-M-INJ-003-6550,WO-9348,2026-02-05,Shift 1,IM-003,M-INJ-003,TR-003-HDPE-24415,HDPE,Screw Cap,27236,M,315,0,0,4,4,Conforming,Approved,Approved,Approved - First Pass,2026-02-07 01:44:43.669,—,Beatriz Costa
LOTE-M-INJ-003-6551,WO-9349,2026-02-06,Shift 1,IM-003,M-INJ-003,TR-003-HDPE-24415,HDPE,Screw Cap,22035,M,315,0,1,1,2,Conforming,Approved,Approved,Approved - First Pass,2026-02-07 09:34:00.860,—,Ana Silva
LOTE-M-INJ-001-6552,WO-9351,2026-02-07,Shift 3,IM-003,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,45226,M,315,0,0,4,4,Conforming,Approved,Approved,Approved - First Pass,2026-02-08 20:33:44.416,—,Diogo Ferreira
LOTE-M-INJ-001-6553,WO-9352,2026-02-08,SHIFT 2,IM-003,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,11492,M,315,1,1,2,4,Conforming,Rejected,Approved,Approved - Released on Deviation,2026-02-09 10:42:41.048,—,Diogo Ferreira
LOTE-M-INJ-001-6554,WO-9353,2026-02-09,Shift 3,IM-003,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,9913,L,200,0,2,1,3,Conforming,Approved,Approved,Approved - First Pass,2026-02-10 09:39:03.169,—,Elena Santos
LOTE-M-INJ-003-6555,WO-9354,2026-02-09,Shift 2,IM-003,M-INJ-003,TR-003-PETG-24415,PETG,Screw Cap,28388,M,315,0,2,3,5,Conforming,Approved,Approved,Approved - First Pass,2026-02-10 23:11:12.109,—,Elena Santos
LOTE-M-INJ-001-6556,WO-9357,2026-02-11,Shift 2,IM-003,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,52636,M,315,1,1,3,5,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-02-13 00:45:20.283,Sealing:1(Re=1),Ana Silva
LOTE-M-INJ-001-6557,WO-9360,2026-02-13,Shift 3,IM-003,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,52870,M,315,0,1,5,6,Conforming,Approved,Approved,Approved - First Pass,2026-02-15 03:54:04.626,—,Elena Santos
LOTE-M-INJ-003-6558,WO-9363,2026-02-16,Shift 3,IM-003,M-INJ-003,TR-003-PP-24415,PP,Screw Cap,49590,M,315,0,8,12,20,Conforming,Approved,Approved,Approved - First Pass,2026-02-17 04:55:35.567,—,Ana Silva
LOTE-M-INJ-001-6559,WO-9365,2026-02-17,Shift 1,IM-003,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,33585,M,315,0,3,8,11,Conforming,Approved,Approved,Approved - First Pass,2026-02-18 08:08:06.147,—,Beatriz Costa
LOTE-M-INJ-003-6560,WO-9366,2026-02-18,Shift 3,IM-003,M-INJ-003,TR-003-PP-24415,PP,Screw Cap,23102,M,315,0,1,2,3,Conforming,Approved,Approved,Approved - First Pass,2026-02-18 21:58:50.770,—,Carlos Mendes
LOTE-M-INJ-001-6561,WO-9368,2026-02-19,Shift 1,IM-003,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,30051,M,315,0,2,6,8,Conforming,Approved,Approved,Approved - First Pass,2026-02-20 04:40:14.317,—,Beatriz Costa
LOTE-M-INJ-003-6562,WO-9369,2026-02-20,SHIFT 3,IM-003,M-INJ-003,TR-003-PP-24415,PP,Screw Cap,17470,M,315,0,3,0,3,Conforming,Approved,Approved,Approved - First Pass,2026-02-21 05:36:58.723,—,Beatriz Costa
LOTE-M-INJ-003-6563,WO-9371,2026-02-21,Shift 1,IM-003,M-INJ-003,TR-003-PP-PCR-24415,PP-PCR,Screw Cap,23824,M,315,0,2,4,6,Conforming,Approved,Approved,Approved - First Pass,2026-02-22 11:08:24.478,—,Ana Silva
LOTE-M-INJ-001-6564,WO-9373,2026-02-22,Shift 2,IM-003,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,26946,M,315,0,4,5,9,Conforming,Approved,Approved,Approved - First Pass,2026-02-23 11:52:44.304,—,Elena Santos
LOTE-M-INJ-001-6565,WO-9375,2026-02-24,Shift 3,IM-003,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,28306,M,315,0,3,4,7,Conforming,Approved,Approved,Approved - First Pass,2026-02-25 05:13:36.458,—,Ana Silva
LOTE-M-INJ-003-6566,WO-9378,2026-02-26,Shift 1,IM-003,M-INJ-003,TR-003-HDPE-24415,HDPE,Screw Cap,46565,M,315,1,3,8,12,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-02-27 06:53:34.802,Sealing:1(Re=1),Beatriz Costa
LOTE-M-INJ-001-6567,WO-9379,2026-02-26,SHIFT 2,IM-003,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,23971,M,315,0,0,1,1,Conforming,Approved,Approved,Approved - First Pass,2026-02-27 20:09:35.912,—,Elena Santos
LOTE-M-INJ-003-6568,WO-9381,2026-02-28,Shift 1,IM-003,M-INJ-003,TR-003-HDPE-24415,HDPE,Screw Cap,37669,M,315,0,1,6,7,Conforming,Approved,Approved,Approved - First Pass,2026-03-01 13:27:52.756,—,Beatriz Costa
LOTE-M-INJ-003-6569,WO-9384,2026-03-02,Shift 3,IM-003,M-INJ-003,TR-003-PETG-24415,PETG,Screw Cap,54658,M,315,0,1,12,13,Conforming,Approved,Approved,Approved - First Pass,2026-03-03 07:05:06.624,—,Ana Silva
LOTE-M-INJ-001-6570,WO-9385,2026-03-02,Shift 2,IM-003,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,16298,M,315,0,2,2,4,Conforming,Approved,Approved,Approved - First Pass,2026-03-03 23:02:31.240,—,Diogo Ferreira
LOTE-M-INJ-001-6571,WO-9386,2026-03-03,Shift 1,IM-003,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,16570,M,315,0,0,3,3,Conforming,Approved,Approved,Approved - First Pass,2026-03-04 16:25:37.041,—,Beatriz Costa
LOTE-M-INJ-001-6572,WO-9388,2026-03-04,  Shift 1  ,IM-003,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,41092,M,315,0,0,10,10,Conforming,Approved,Approved,Approved - First Pass,2026-03-05 11:35:41.815,—,Elena Santos
LOTE-M-INJ-001-6573,WO-9391,2026-03-06,Shift 1,IM-003,M-INJ-001,TR-001-PP-PCR-24410,PP-PCR,Screw Cap,43459,M,315,3,0,7,10,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-03-07 02:31:36.122,Sealing:1(Re=1),Carlos Mendes
LOTE-M-INJ-003-6574,WO-9392,2026-03-07,Shift 3,IM-003,M-INJ-003,TR-003-HDPE-24415,HDPE,Screw Cap,29413,M,315,0,4,0,4,Conforming,Approved,Approved,Approved - First Pass,2026-03-08 04:45:58.475,—,Elena Santos
LOTE-M-INJ-003-6575,WO-9395,2026-03-09,shift 3,IM-003,M-INJ-003,TR-003-PETG-24415,PETG,Screw Cap,63942,M,315,1,0,13,14,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-03-10 16:41:34.259,Thread:1(Re=1),Ana Silva
LOTE-M-INJ-003-6576,WO-9396,2026-03-09,Shift 3,IM-003,M-INJ-003,TR-003-PP-24415,PP,Screw Cap,25104,M,315,0,3,0,3,Conforming,Approved,Approved,Approved - First Pass,2026-03-11 07:06:24.763,—,Diogo Ferreira
LOTE-M-INJ-001-6577,WO-9397,2026-03-10,Shift 2,IM-003,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,13526,M,315,0,1,2,3,Conforming,Approved,Approved,Approved - First Pass,2026-03-11 16:08:49.533,—,Beatriz Costa
LOTE-M-INJ-003-6578,WO-9399,2026-03-11,Shift 2,IM-003,M-INJ-003,TR-003-PP-PCR-24415,PP-PCR,Screw Cap,24752,M,315,0,1,9,10,Conforming,Approved,Approved,Approved - First Pass,2026-03-12 07:51:26.718,—,Carlos Mendes
LOTE-M-INJ-001-6579,WO-9402,2026-03-13,Shift 2,IM-003,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,48743,M,315,0,3,8,11,Conforming,Approved,Approved,Approved - First Pass,2026-03-15 02:28:02.736,—,Carlos Mendes
LOTE-M-INJ-001-6580,WO-9405,2026-03-15,Shift 2,IM-003,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,39547,M,315,1,5,13,19,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-03-16 22:23:36.528,Thread:1(Re=1),Elena Santos
LOTE-M-INJ-001-6581,WO-9407,2026-03-16,Shift 2,IM-003,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,28416,M,315,1,3,2,6,Conforming,Rejected,Approved,Approved - Released on Deviation,2026-03-17 11:41:06.940,—,Diogo Ferreira
LOTE-M-INJ-003-6582,WO-9410,2026-03-18,Shift 2,IM-003,M-INJ-003,TR-003-PETG-24415,PETG,Screw Cap,73529,M,315,0,5,15,20,Conforming,Approved,Approved,Approved - First Pass,2026-03-20 01:48:53.531,—,Carlos Mendes
LOTE-M-INJ-003-6583,WO-9411,2026-03-19,Shift 2,IM-003,M-INJ-003,TR-003-PP-24415,PP,Screw Cap,16404,M,315,0,5,0,5,Conforming,Approved,Approved,Approved - First Pass,2026-03-20 18:56:00.549,—,Diogo Ferreira
LOTE-M-INJ-001-6584,WO-9412,2026-03-20,Shift 3,IM-003,M-INJ-001,TR-001-HDPE-24410,HDPE,Screw Cap,24957,M,315,0,0,3,3,Conforming,Approved,Approved,Approved - First Pass,2026-03-20 23:36:16.073,—,Elena Santos
LOTE-M-INJ-001-6585,WO-9414,2026-03-21,shift 2,IM-003,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,35860,M,315,0,3,11,14,Conforming,Approved,Approved,Approved - First Pass,2026-03-22 22:36:45.357,—,Ana Silva
LOTE-M-INJ-003-6586,WO-9415,2026-03-22,Shift 1,IM-003,M-INJ-003,TR-003-PETG-24415,PETG,Screw Cap,11358,M,315,0,0,3,3,Conforming,Approved,Approved,Approved - First Pass,2026-03-23 16:54:13.790,—,Ana Silva
LOTE-M-INJ-001-6587,WO-9417,2026-03-23,Shift 2,IM-003,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,42246,M,315,0,5,7,12,Conforming,Approved,Approved,Approved - First Pass,2026-03-24 16:26:51.361,—,Ana Silva
LOTE-M-INJ-003-6588,WO-9418,2026-03-24,Shift 1,IM-003,M-INJ-003,TR-003-PP-24415,PP,Screw Cap,21642,M,315,0,0,6,6,Conforming,Approved,Approved,Approved - First Pass,2026-03-25 15:41:04.115,—,Carlos Mendes
LOTE-M-INJ-003-6589,WO-9421,2026-03-26,Shift 1,IM-003,M-INJ-003,TR-003-PETG-24415,PETG,Screw Cap,69282,M,315,0,3,4,7,Conforming,Approved,Approved,Approved - First Pass,2026-03-27 18:53:38.563,—,Ana Silva
LOTE-M-INJ-003-6590,WO-9423,2026-03-27,shift 2,IM-003,M-INJ-003,TR-003-PETG-24415,PETG,Screw Cap,27905,M,315,1,1,5,7,Conforming,Rejected,Approved,Approved - Released on Deviation,2026-03-29 09:35:22.162,—,Carlos Mendes
LOTE-M-INJ-001-6591,WO-9425,2026-03-29,Shift 2,IM-003,M-INJ-001,TR-001-PETG-24410,PETG,Screw Cap,40395,M,315,0,4,5,9,Conforming,Approved,Approved,Approved - First Pass,2026-03-30 20:10:34.650,—,Beatriz Costa
LOTE-M-INJ-001-6592,WO-9427,2026-03-31,Shift 3,IM-003,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,27946,M,315,1,1,3,5,Conforming,Rejected,Rejected,Rejected - Scrapped,2026-04-01 01:46:24.636,Sealing:1(Re=1),Carlos Mendes
LOTE-M-INJ-001-6593,WO-9428,2026-03-31,  Shift 2  ,IM-003,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,14151,M,315,0,0,0,0,Conforming,Approved,Approved,Approved - First Pass,2026-04-02 01:08:59.545,—,Carlos Mendes
LOTE-M-INJ-003-6594,WO-9430,2026-04-02,Shift 3,IM-003,M-INJ-003,TR-003-PP-24415,PP,Screw Cap,37941,M,315,0,1,10,11,Conforming,Approved,Approved,Approved - First Pass,2026-04-02 19:07:49.231,—,Carlos Mendes
LOTE-M-INJ-001-6595,WO-9432,2026-04-03,Shift 1,IM-003,M-INJ-001,TR-001-PP-24410,PP,Screw Cap,28630,M,315,0,3,3,6,Conforming,Approved,Approved,Approved - First Pass,2026-04-04 08:22:46.483,—,Elena Santos
LOTE-M-INJ-003-6596,WO-9433,2026-04-04,Shift 3,IM-003,M-INJ-003,TR-003-PP-PCR-24415,PP-PCR,Screw Cap,21521,M,315,0,3,5,8,Conforming,Approved,Approved,Approved - First Pass,2026-04-04 22:00:22.208,—,Carlos Mendes
LOTE-M-INJ-003-6597,WO-9435,2026-04-05,Shift 3,IM-003,M-INJ-003,TR-003-HDPE-24415,HDPE,Screw Cap,29445,M,315,0,3,7,10,Conforming,Approved,Approved,Approved - First Pass,2026-04-05 23:31:46.435,—,Carlos Mendes
LOTE-M-INJ-003-6598,WO-9437,2026-04-06,Shift 2,IM-003,M-INJ-003,TR-003-PP-PCR-24415,PP-PCR,Screw Cap,29452,M,315,0,5,11,16,Conforming,Approved,Approved,Approved - First Pass,2026-04-07 17:33:24.250,—,Elena Santos
LOTE-M-INJ-003-6599,WO-9438,2026-04-07,Shift 3,IM-003,M-INJ-003,TR-003-PETG-24415,PETG,Screw Cap,19122,M,315,0,4,2,6,Conforming,Approved,Approved,Approved - First Pass,2026-04-08 01:45:42.204,—,Ana Silva
LOTE-M-INJ-003-6600,WO-9440,2026-04-08,Shift 1,IM-003,M-INJ-003,TR-003-PP-24415,PP,Screw Cap,42429,M,315,0,1,6,7,Conforming,Approved,Approved,Approved - First Pass,2026-04-09 15:20:06.897,—,Diogo Ferreira
LOTE-M-INJ-003-6601,WO-9443,2026-04-10,Shift 2,IM-003,M-INJ-003,TR-003-PP-PCR-24415,PP-PCR,Screw Cap,71410,M,315,2,0,12,14,Conforming,Rejected,Approved,Approved - Released on Deviation,2026-04-11 15:45:52.713,—,Elena Santos
