NCId,Date,Type,Source,Area,Process,Category,Severity,RelatedRecordId
NC-00418,2025-12-10,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6041
NC-00419,2025-12-12,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6042
NC-00420,2025-12-20,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6048
NC-00421,2026-01-05,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6060
NC-00422,2026-01-05,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6061
NC-00423,2026-01-09,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6064
NC-00424,2026-01-10,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6065
NC-00425,2026-01-12,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6067
NC-00426,2026-01-16,Internal,Lot Rejection,Production,INJECTION MOLDING,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6070
NC-00427,2026-01-19,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6072
NC-00428,2026-01-21,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6073
NC-00429,2026-01-24,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6076
NC-00430,2026-02-01,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6082
NC-00431,2026-02-01,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6083
NC-00432,2026-02-04,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6084
NC-00433,2026-02-06,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6086
NC-00434,2026-02-17,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6096
NC-00435,2026-02-25,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6103
NC-00436,2026-02-28,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6106
NC-00437,2026-03-03,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6108
NC-00438,2026-03-11,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6114
NC-00439,2026-03-22,Internal,Lot Rejection,Production,INJECTION MOLDING,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6124
NC-00440,2026-03-25,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6126
NC-00441,2026-03-26,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6127
NC-00442,2026-03-30,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6130
NC-00443,2026-04-04,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6136
NC-00444,2026-04-05,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6137
NC-00445,2026-04-10,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6142
NC-00446,2026-04-13,Internal,Lot Rework,Production,INJECTION MOLDING,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6143
NC-00447,2026-04-22,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6151
NC-00448,2026-04-23,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6152
NC-00449,2026-04-28,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6156
NC-00450,2026-05-04,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6161
NC-00451,2026-05-12,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6168
NC-00452,2026-05-15,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6169
NC-00453,2026-05-20,Internal,Lot Rework,Production,injection molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6174
NC-00454,2026-05-22,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6175
NC-00455,2026-05-22,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6176
NC-00456,2026-05-25,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6178
NC-00457,2026-06-01,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6184
NC-00458,2026-06-02,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6185
NC-00459,2026-06-05,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6187
NC-00460,2026-06-07,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6188
NC-00461,2026-06-12,Internal,Lot Rejection,Production,injection molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6195
NC-00462,2026-06-17,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6198
NC-00463,2026-06-17,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6199
NC-00464,2026-06-18,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6200
NC-00465,2026-06-20,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6201
NC-00466,2026-06-20,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6202
NC-00467,2026-06-23,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6204
NC-00468,2026-06-24,Internal,Lot Rework,Production,  Injection Molding  ,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6205
NC-00469,2026-07-04,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6215
NC-00470,2026-07-11,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6221
NC-00471,2026-07-13,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6224
NC-00472,2026-07-15,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6225
NC-00473,2026-07-17,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6227
NC-00474,2026-07-31,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6239
NC-00475,2026-08-02,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6242
NC-00476,2026-08-04,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6243
NC-00477,2026-08-10,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6249
NC-00478,2026-08-12,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6250
NC-00479,2026-08-14,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6252
NC-00480,2026-08-19,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6255
NC-00481,2026-08-23,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6258
NC-00482,2026-08-25,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6259
NC-00483,2026-08-27,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6261
NC-00484,2026-08-28,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6262
NC-00485,2026-08-31,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6265
NC-00486,2026-09-03,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6268
NC-00487,2026-09-03,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6269
NC-00488,2026-09-05,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6270
NC-00489,2026-09-11,Internal,Lot Rejection,Production,  Injection Molding  ,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6275
NC-00490,2026-09-12,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6276
NC-00491,2026-09-14,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6278
NC-00492,2026-09-18,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6284
NC-00493,2026-09-22,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6286
NC-00494,2026-09-26,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6288
NC-00495,2026-09-28,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6289
NC-00496,2026-10-07,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6296
NC-00497,2026-10-07,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6297
NC-00498,2026-10-13,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6305
NC-00499,2026-10-14,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6306
NC-00500,2026-10-16,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6307
NC-00501,2026-10-19,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6309
NC-00502,2026-10-27,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6314
NC-00503,2026-10-28,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6315
NC-00504,2026-10-30,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6317
NC-00505,2026-10-31,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6318
NC-00506,2026-11-02,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6320
NC-00507,2026-11-05,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6322
NC-00508,2026-11-09,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6325
NC-00509,2026-11-11,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6326
NC-00510,2026-11-14,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6329
NC-00511,2026-11-15,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6330
NC-00512,2026-11-21,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6335
NC-00513,2026-11-30,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6342
NC-00514,2026-12-02,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6343
NC-00515,2026-12-11,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6354
NC-00516,2026-12-15,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6357
NC-00517,2026-12-23,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-002-6367
NC-00518,2026-12-24,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6368
NC-00519,2026-12-28,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-002-6372
NC-00520,2025-07-25,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6396
NC-00521,2025-07-29,Internal,Lot Rejection,Production,INJECTION MOLDING,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6399
NC-00522,2025-08-10,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6407
NC-00523,2025-08-17,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6412
NC-00524,2025-08-23,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6417
NC-00525,2025-08-30,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6422
NC-00526,2025-09-08,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6428
NC-00527,2025-09-09,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6430
NC-00528,2025-09-16,Internal,Lot Concession/Deviation,Production,INJECTION MOLDING,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6435
NC-00529,2025-09-27,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6445
NC-00530,2025-10-07,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6454
NC-00531,2025-10-15,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6461
NC-00532,2025-11-01,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6475
NC-00533,2025-11-04,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6477
NC-00534,2025-11-06,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6480
NC-00535,2025-11-08,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6481
NC-00536,2025-11-11,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6484
NC-00537,2025-11-14,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6486
NC-00538,2025-11-25,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6495
NC-00539,2025-11-28,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6496
NC-00540,2025-12-02,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6499
NC-00541,2025-12-04,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6501
NC-00542,2025-12-19,Internal,Lot Concession/Deviation,Production,injection molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6513
NC-00543,2025-12-25,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6516
NC-00544,2026-01-03,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6524
NC-00545,2026-01-06,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6526
NC-00546,2026-01-06,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6527
NC-00547,2026-01-21,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6540
NC-00548,2026-02-01,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6546
NC-00549,2026-02-08,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6553
NC-00550,2026-02-11,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6556
NC-00551,2026-02-26,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6566
NC-00552,2026-03-06,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6573
NC-00553,2026-03-09,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6575
NC-00554,2026-03-15,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6580
NC-00555,2026-03-16,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6581
NC-00556,2026-03-27,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6590
NC-00557,2026-03-31,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6592
NC-00558,2026-04-10,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6601
NC-00559,2026-04-18,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6607
NC-00560,2026-04-30,Internal,Lot Rejection,Production,  Injection Molding  ,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6616
NC-00561,2026-05-01,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6617
NC-00562,2026-05-05,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6621
NC-00563,2026-05-21,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6634
NC-00564,2026-05-23,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6636
NC-00565,2026-05-28,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6640
NC-00566,2026-06-02,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6644
NC-00567,2026-06-09,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6648
NC-00568,2026-06-12,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6650
NC-00569,2026-06-16,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6653
NC-00570,2026-06-22,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6660
NC-00571,2026-06-30,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6666
NC-00572,2026-07-10,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6674
NC-00573,2026-07-13,Internal,Lot Rejection,Production,injection molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6677
NC-00574,2026-07-23,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6685
NC-00575,2026-07-25,Internal,Lot Rework,Production,injection molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6686
NC-00576,2026-08-06,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6696
NC-00577,2026-08-15,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6706
NC-00578,2026-08-26,Internal,Lot Rejection,Production,  Injection Molding  ,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6714
NC-00579,2026-08-28,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6716
NC-00580,2026-08-28,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6717
NC-00581,2026-08-31,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6719
NC-00582,2026-09-13,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6728
NC-00583,2026-09-21,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6734
NC-00584,2026-10-01,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6740
NC-00585,2026-10-08,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6744
NC-00586,2026-10-29,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6762
NC-00587,2026-11-02,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6766
NC-00588,2026-11-22,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6781
NC-00589,2026-11-25,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6784
NC-00590,2026-12-02,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6789
NC-00591,2026-12-13,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6795
NC-00592,2026-12-15,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-001-6796
NC-00593,2026-12-30,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-003-6806
NC-00594,2025-07-11,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6808
NC-00595,2025-07-26,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6812
NC-00596,2025-07-29,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6813
NC-00597,2025-08-15,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6817
NC-00598,2025-08-18,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6819
NC-00599,2025-08-22,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6820
NC-00600,2025-08-25,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6821
NC-00601,2025-08-26,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6822
NC-00602,2025-09-02,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6823
NC-00603,2025-09-05,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6824
NC-00604,2025-09-13,Internal,Lot Rejection,Production,  Injection Molding  ,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6826
NC-00605,2025-09-24,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6827
NC-00606,2025-09-27,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-007-6828
NC-00607,2025-10-03,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6830
NC-00608,2025-10-20,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6833
NC-00609,2025-10-27,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6835
NC-00610,2025-11-03,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6836
NC-00611,2025-11-07,Internal,Lot Rejection,Production,injection molding,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6837
NC-00612,2025-11-17,Internal,Lot Rejection,Production,INJECTION MOLDING,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6838
NC-00613,2025-11-21,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6839
NC-00614,2025-12-02,Internal,Lot Concession/Deviation,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6840
NC-00615,2025-12-03,Internal,Lot Rework,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-007-6841
NC-00616,2025-12-10,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6842
NC-00617,2025-12-13,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6843
NC-00618,2025-12-14,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6844
NC-00619,2025-12-28,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6846
NC-00620,2026-01-04,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Minor,LOTE-M-INJ-007-6848
NC-00621,2026-01-26,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6852
NC-00622,2026-02-09,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6854
NC-00623,2026-02-12,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6855
NC-00624,2026-02-19,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-004-6856
NC-00625,2026-02-23,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6857
NC-00626,2026-03-06,Internal,Lot Rejection,Production,Injection Molding,In-Process Quality Deviation,Major,LOTE-M-INJ-007-6858
