PrintLot,ProductBatch,SourceBottleWorkOrder,WorkOrder,ProductionDate,Shift,MachineId,PrintToolId,BottleId,ColorCount,ColorsUsed,Characteristic,Class,AQL,Standard,InspectionLevel,Frequency,Equipment,LotSize,CodeLetter,SampleSize,AcceptanceNumber,RejectionNumber,DefectsFound,LotDecision,InspectionDateTime,Inspector
LOTE-SK-M-SOP-018-4382,LOTE-M-SOP-018-4382,WO-5359,WO-15096,2026-04-11,Shift 1,SS-001,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-002,Centering,Critical,0.65,ISO 2859-1,II,Every 30 min,Registration Gauge,3182,L,200,5,6,0,Approved,2026-04-11 16:21:05.377,Elena Santos
LOTE-SK-M-SOP-018-4382,LOTE-M-SOP-018-4382,WO-5359,WO-15096,2026-04-11,Shift 1,SS-001,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-002,Color,Minor,1.5,ISO 2859-1,II,Every 30 min,Colorimeter,3182,L,200,10,11,1,Approved,2026-04-11 22:22:08.914,Ana Silva
LOTE-SK-M-SOP-018-4382,LOTE-M-SOP-018-4382,WO-5359,WO-15096,2026-04-11,Shift 1,SS-001,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-002,Smudge,Minor,1.5,ISO 2859-1,II,Continuous,D65 Light Booth,3182,L,200,10,11,1,Approved,2026-04-11 16:00:04.209,Ana Silva
LOTE-SK-M-SOP-018-4382,LOTE-M-SOP-018-4382,WO-5359,WO-15096,2026-04-11,Shift 1,SS-001,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-002,Adhesion,Critical,0.1,ISO 2859-1,II,Per lot,Cross Hatch Kit (ASTM D3359),3182,L,200,0,1,0,Approved,2026-04-11 21:15:53.885,Elena Santos
LOTE-SK-M-SOP-018-4382,LOTE-M-SOP-018-4382,WO-5360,WO-15097,2026-04-13,SHIFT 3,SS-001,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-002,Centering,Critical,0.65,ISO 2859-1,II,Every 30 min,Registration Gauge,2002,L,200,5,6,0,Approved,2026-04-13 06:31:31.235,Diogo Ferreira
LOTE-SK-M-SOP-018-4382,LOTE-M-SOP-018-4382,WO-5360,WO-15097,2026-04-13,Shift 3,SS-001,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-002,Color,Minor,1.5,ISO 2859-1,II,Every 30 min,Colorimeter,2002,L,200,10,11,1,Approved,2026-04-13 04:32:02.972,Carlos Mendes
LOTE-SK-M-SOP-018-4382,LOTE-M-SOP-018-4382,WO-5360,WO-15097,2026-04-13,Shift 3,SS-001,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-002,Smudge,Minor,1.5,ISO 2859-1,II,Continuous,D65 Light Booth,2002,L,200,10,11,0,Approved,2026-04-13 02:37:49.882,Elena Santos
LOTE-SK-M-SOP-018-4382,LOTE-M-SOP-018-4382,WO-5360,WO-15097,2026-04-13,Shift 3,SS-001,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-002,Pinholes,Minor,1.5,ISO 2859-1,II,Continuous,Lupa 10x,2002,L,200,10,11,2,Approved,2026-04-13 03:11:07.088,Beatriz Costa
LOTE-SK-M-SOP-018-4382,LOTE-M-SOP-018-4382,WO-5360,WO-15097,2026-04-13,SHIFT 3,SS-001,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-002,Adhesion,Critical,0.1,ISO 2859-1,II,Per lot,Cross Hatch Kit (ASTM D3359),2002,L,200,0,1,0,Approved,2026-04-13 13:45:39.369,Beatriz Costa
LOTE-SK-M-SOP-018-4382,LOTE-M-SOP-018-4382,WO-5360,WO-15097,2026-04-13,Shift 3,SS-001,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-002,Cure,Critical,0.1,ISO 2859-1,II,Per lot,MEK Rub Test,2002,L,200,0,1,0,Approved,2026-04-13 15:11:10.934,Beatriz Costa
LOTE-SK-M-SOP-011-4383,LOTE-M-SOP-011-4383,WO-5361,WO-15098,2026-04-12,Shift 1,SS-002,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-001, COR-004, COR-002",Color,Minor,1.5,ISO 2859-1,II,Every 30 min,Colorimeter,4384,L,200,10,11,0,Approved,2026-04-12 16:25:30.921,Beatriz Costa
LOTE-SK-M-SOP-011-4383,LOTE-M-SOP-011-4383,WO-5361,WO-15098,2026-04-12,Shift 1,SS-002,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-001, COR-004, COR-002",Pinholes,Minor,1.5,ISO 2859-1,II,Continuous,Lupa 10x,4384,L,200,10,11,0,Approved,2026-04-12 11:44:51.168,Ana Silva
LOTE-SK-M-SOP-024-4384,LOTE-M-SOP-024-4384,WO-5362,WO-15099,2026-04-14,Shift 1,SS-002,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-006,Registration,Critical,0.65,ISO 2859-1,II,Setup + 30 min,Registration Gauge,2567,L,200,5,6,0,Approved,2026-04-14 10:09:56.950,Elena Santos
LOTE-SK-M-SOP-024-4384,LOTE-M-SOP-024-4384,WO-5362,WO-15099,2026-04-14,Shift 1,SS-002,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-006,Smudge,Minor,1.5,ISO 2859-1,II,Continuous,D65 Light Booth,2567,L,200,10,11,1,Approved,2026-04-14 17:19:33.574,Diogo Ferreira
LOTE-SK-M-SOP-024-4384,LOTE-M-SOP-024-4384,WO-5362,WO-15099,2026-04-14,Shift 1,SS-002,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-006,Cure,Critical,0.1,ISO 2859-1,II,Per lot,MEK Rub Test,2567,L,200,0,1,0,Approved,2026-04-14 08:57:20.543,Elena Santos
LOTE-SK-M-SOP-014-4385,LOTE-M-SOP-014-4385,WO-5363,WO-15100,2026-04-14,Shift 2,SS-001,SK-FR-014-rPET-500-1C,FR-014-rPET-500,1,COR-003,Centering,Critical,0.65,ISO 2859-1,II,Every 30 min,Registration Gauge,7863,L,200,5,6,0,Approved,2026-04-15 03:37:03.865,Ana Silva
LOTE-SK-M-SOP-014-4385,LOTE-M-SOP-014-4385,WO-5363,WO-15100,2026-04-14,Shift 2,SS-001,SK-FR-014-rPET-500-1C,FR-014-rPET-500,1,COR-003,Coverage,Major,0.65,ISO 2859-1,II,Every 30 min,D65 Light Booth,7863,L,200,5,6,2,Approved,2026-04-15 07:49:49.338,Beatriz Costa
LOTE-SK-M-SOP-014-4385,LOTE-M-SOP-014-4385,WO-5363,WO-15100,2026-04-14,Shift 2,SS-001,SK-FR-014-rPET-500-1C,FR-014-rPET-500,1,COR-003,Pinholes,Minor,1.5,ISO 2859-1,II,Continuous,Lupa 10x,7863,L,200,10,11,1,Approved,2026-04-14 22:38:29.878,Beatriz Costa
LOTE-SK-M-SOP-014-4385,LOTE-M-SOP-014-4385,WO-5363,WO-15100,2026-04-14,Shift 2,SS-001,SK-FR-014-rPET-500-1C,FR-014-rPET-500,1,COR-003,Cure,Critical,0.1,ISO 2859-1,II,Per lot,MEK Rub Test,7863,L,200,0,1,0,Approved,2026-04-14 23:44:20.738,Elena Santos
LOTE-SK-M-SOP-028-4386,LOTE-M-SOP-028-4386,WO-5364,WO-15101,2026-04-15,Shift 1,SS-001,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-005,Centering,Critical,0.65,ISO 2859-1,II,Every 30 min,Registration Gauge,180,L,200,5,6,0,Approved,2026-04-15 12:09:55.644,Diogo Ferreira
LOTE-SK-M-SOP-028-4386,LOTE-M-SOP-028-4386,WO-5364,WO-15101,2026-04-15,  Shift 1  ,SS-001,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-005,Coverage,Major,0.65,ISO 2859-1,II,Every 30 min,D65 Light Booth,180,L,200,5,6,0,Approved,2026-04-15 13:12:19.957,Beatriz Costa
LOTE-SK-M-SOP-028-4386,LOTE-M-SOP-028-4386,WO-5364,WO-15101,2026-04-15,Shift 1,SS-001,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-005,Color,Minor,1.5,ISO 2859-1,II,Every 30 min,Colorimeter,180,L,200,10,11,0,Approved,2026-04-15 14:37:52.909,Diogo Ferreira
LOTE-SK-M-SOP-028-4386,LOTE-M-SOP-028-4386,WO-5364,WO-15101,2026-04-15,  Shift 1  ,SS-001,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-005,Smudge,Minor,1.5,ISO 2859-1,II,Continuous,D65 Light Booth,180,L,200,10,11,2,Approved,2026-04-15 11:06:33.538,Diogo Ferreira
LOTE-SK-M-SOP-028-4386,LOTE-M-SOP-028-4386,WO-5364,WO-15101,2026-04-15,Shift 1,SS-001,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-005,Adhesion,Critical,0.1,ISO 2859-1,II,Per lot,Cross Hatch Kit (ASTM D3359),180,L,200,0,1,0,Approved,2026-04-15 11:25:48.939,Carlos Mendes
LOTE-SK-M-SOP-028-4386,LOTE-M-SOP-028-4386,WO-5364,WO-15101,2026-04-15,shift 1,SS-001,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-005,Cure,Critical,0.1,ISO 2859-1,II,Per lot,MEK Rub Test,180,L,200,0,1,1,Rejected,2026-04-15 13:04:56.021,Elena Santos
LOTE-SK-M-SOP-028-4386,LOTE-M-SOP-028-4386,WO-5365,WO-15102,2026-04-16,Shift 2,SS-001,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-005,Registration,Critical,0.65,ISO 2859-1,II,Setup + 30 min,Registration Gauge,451,L,200,5,6,0,Approved,2026-04-16 14:51:36.994,Elena Santos
LOTE-SK-M-SOP-028-4386,LOTE-M-SOP-028-4386,WO-5365,WO-15102,2026-04-16,Shift 2,SS-001,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-005,Centering,Critical,0.65,ISO 2859-1,II,Every 30 min,Registration Gauge,451,L,200,5,6,0,Approved,2026-04-16 15:01:33.530,Diogo Ferreira
LOTE-SK-M-SOP-028-4386,LOTE-M-SOP-028-4386,WO-5365,WO-15102,2026-04-16,Shift 2,SS-001,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-005,Coverage,Major,0.65,ISO 2859-1,II,Every 30 min,D65 Light Booth,451,L,200,5,6,1,Approved,2026-04-16 15:21:05.773,Beatriz Costa
LOTE-SK-M-SOP-028-4386,LOTE-M-SOP-028-4386,WO-5365,WO-15102,2026-04-16,SHIFT 2,SS-001,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-005,Color,Minor,1.5,ISO 2859-1,II,Every 30 min,Colorimeter,451,L,200,10,11,3,Approved,2026-04-16 15:56:13.542,Diogo Ferreira
LOTE-SK-M-SOP-028-4386,LOTE-M-SOP-028-4386,WO-5365,WO-15102,2026-04-16,Shift 2,SS-001,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-005,Smudge,Minor,1.5,ISO 2859-1,II,Continuous,D65 Light Booth,451,L,200,10,11,1,Approved,2026-04-16 14:57:03.417,Beatriz Costa
LOTE-SK-M-SOP-028-4386,LOTE-M-SOP-028-4386,WO-5365,WO-15102,2026-04-16,Shift 2,SS-001,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-005,Adhesion,Critical,0.1,ISO 2859-1,II,Per lot,Cross Hatch Kit (ASTM D3359),451,L,200,0,1,0,Approved,2026-04-16 15:03:25.038,Elena Santos
LOTE-SK-M-SOP-028-4386,LOTE-M-SOP-028-4386,WO-5365,WO-15102,2026-04-16,Shift 2,SS-001,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-005,Cure,Critical,0.1,ISO 2859-1,II,Per lot,MEK Rub Test,451,L,200,0,1,0,Approved,2026-04-16 14:56:39.576,Elena Santos
LOTE-SK-M-SOP-024-4387,LOTE-M-SOP-024-4387,WO-5366,WO-15103,2026-04-16,Shift 3,SS-002,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-008,Registration,Critical,0.65,ISO 2859-1,II,Setup + 30 min,Registration Gauge,2564,L,200,5,6,0,Approved,2026-04-16 23:25:03.146,Diogo Ferreira
LOTE-SK-M-SOP-024-4387,LOTE-M-SOP-024-4387,WO-5366,WO-15103,2026-04-16,Shift 3,SS-002,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-008,Centering,Critical,0.65,ISO 2859-1,II,Every 30 min,Registration Gauge,2564,L,200,5,6,0,Approved,2026-04-17 04:59:31.751,Carlos Mendes
LOTE-SK-M-SOP-024-4387,LOTE-M-SOP-024-4387,WO-5366,WO-15103,2026-04-16,Shift 3,SS-002,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-008,Color,Minor,1.5,ISO 2859-1,II,Every 30 min,Colorimeter,2564,L,200,10,11,0,Approved,2026-04-17 00:16:16.023,Elena Santos
LOTE-SK-M-SOP-024-4387,LOTE-M-SOP-024-4387,WO-5366,WO-15103,2026-04-16,  Shift 3  ,SS-002,SK-FR-024-PET-1000-1C,FR-024-PET-1000,1,COR-008,Smudge,Minor,1.5,ISO 2859-1,II,Continuous,D65 Light Booth,2564,L,200,10,11,4,Approved,2026-04-16 22:30:31.131,Elena Santos
LOTE-SK-M-SOP-011-4388,LOTE-M-SOP-011-4388,WO-5367,WO-15104,2026-04-17,Shift 2,SS-001,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-003, COR-004, COR-001",Coverage,Major,0.65,ISO 2859-1,II,Every 30 min,D65 Light Booth,5543,L,200,5,6,1,Approved,2026-04-18 03:31:09.807,Beatriz Costa
LOTE-SK-M-SOP-011-4388,LOTE-M-SOP-011-4388,WO-5367,WO-15104,2026-04-17,Shift 2,SS-001,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-003, COR-004, COR-001",Color,Minor,1.5,ISO 2859-1,II,Every 30 min,Colorimeter,5543,L,200,10,11,1,Approved,2026-04-18 02:27:15.705,Carlos Mendes
LOTE-SK-M-SOP-011-4388,LOTE-M-SOP-011-4388,WO-5367,WO-15104,2026-04-17,Shift 2,SS-001,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-003, COR-004, COR-001",Pinholes,Minor,1.5,ISO 2859-1,II,Continuous,Lupa 10x,5543,L,200,10,11,0,Approved,2026-04-18 11:08:10.004,Carlos Mendes
LOTE-SK-M-SOP-011-4388,LOTE-M-SOP-011-4388,WO-5367,WO-15104,2026-04-17,Shift 2,SS-001,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-003, COR-004, COR-001",Adhesion,Critical,0.1,ISO 2859-1,II,Per lot,Cross Hatch Kit (ASTM D3359),5543,L,200,0,1,0,Approved,2026-04-18 11:41:49.349,Beatriz Costa
LOTE-SK-M-SOP-011-4388,LOTE-M-SOP-011-4388,WO-5367,WO-15104,2026-04-17,Shift 2,SS-001,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-003, COR-004, COR-001",Cure,Critical,0.1,ISO 2859-1,II,Per lot,MEK Rub Test,5543,L,200,0,1,0,Approved,2026-04-17 22:22:15.770,Carlos Mendes
LOTE-SK-M-SOP-011-4388,LOTE-M-SOP-011-4388,WO-5368,WO-15105,2026-04-17,Shift 2,SS-001,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-005, COR-004, COR-003",Registration,Critical,0.65,ISO 2859-1,II,Setup + 30 min,Registration Gauge,3650,L,200,5,6,0,Approved,2026-04-18 13:28:49.322,Beatriz Costa
LOTE-SK-M-SOP-011-4388,LOTE-M-SOP-011-4388,WO-5368,WO-15105,2026-04-17,Shift 2,SS-001,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-005, COR-004, COR-003",Centering,Critical,0.65,ISO 2859-1,II,Every 30 min,Registration Gauge,3650,L,200,5,6,0,Approved,2026-04-18 00:20:16.541,Beatriz Costa
LOTE-SK-M-SOP-011-4388,LOTE-M-SOP-011-4388,WO-5368,WO-15105,2026-04-17,Shift 2,SS-001,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-005, COR-004, COR-003",Color,Minor,1.5,ISO 2859-1,II,Every 30 min,Colorimeter,3650,L,200,10,11,3,Approved,2026-04-18 07:24:36.624,Beatriz Costa
LOTE-SK-M-SOP-011-4388,LOTE-M-SOP-011-4388,WO-5368,WO-15105,2026-04-17,Shift 2,SS-001,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-005, COR-004, COR-003",Adhesion,Critical,0.1,ISO 2859-1,II,Per lot,Cross Hatch Kit (ASTM D3359),3650,L,200,0,1,0,Approved,2026-04-17 22:41:26.532,Elena Santos
LOTE-SK-M-SOP-011-4388,LOTE-M-SOP-011-4388,WO-5368,WO-15105,2026-04-17,Shift 2,SS-001,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-005, COR-004, COR-003",Cure,Critical,0.1,ISO 2859-1,II,Per lot,MEK Rub Test,3650,L,200,0,1,0,Approved,2026-04-18 01:21:12.574,Elena Santos
LOTE-SK-M-SOP-018-4389,LOTE-M-SOP-018-4389,WO-5369,WO-15106,2026-04-19,Shift 1,SS-002,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-008,Registration,Critical,0.65,ISO 2859-1,II,Setup + 30 min,Registration Gauge,5113,L,200,5,6,0,Approved,2026-04-19 09:31:51.433,Ana Silva
LOTE-SK-M-SOP-018-4389,LOTE-M-SOP-018-4389,WO-5369,WO-15106,2026-04-19,Shift 1,SS-002,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-008,Centering,Critical,0.65,ISO 2859-1,II,Every 30 min,Registration Gauge,5113,L,200,5,6,0,Approved,2026-04-19 12:31:32.597,Beatriz Costa
LOTE-SK-M-SOP-018-4389,LOTE-M-SOP-018-4389,WO-5369,WO-15106,2026-04-19,Shift 1,SS-002,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-008,Pinholes,Minor,1.5,ISO 2859-1,II,Continuous,Lupa 10x,5113,L,200,10,11,0,Approved,2026-04-19 14:32:15.020,Carlos Mendes
LOTE-SK-M-SOP-018-4389,LOTE-M-SOP-018-4389,WO-5369,WO-15106,2026-04-19,Shift 1,SS-002,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-008,Adhesion,Critical,0.1,ISO 2859-1,II,Per lot,Cross Hatch Kit (ASTM D3359),5113,L,200,0,1,0,Approved,2026-04-19 13:28:09.877,Ana Silva
LOTE-SK-M-SOP-018-4389,LOTE-M-SOP-018-4389,WO-5369,WO-15106,2026-04-19,Shift 1,SS-002,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-008,Cure,Critical,0.1,ISO 2859-1,II,Per lot,MEK Rub Test,5113,L,200,0,1,0,Approved,2026-04-19 09:42:50.925,Carlos Mendes
LOTE-SK-M-SOP-018-4389,LOTE-M-SOP-018-4389,WO-5370,WO-15107,2026-04-19,Shift 1,SS-002,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-002,Centering,Critical,0.65,ISO 2859-1,II,Every 30 min,Registration Gauge,8188,L,200,5,6,0,Approved,2026-04-19 15:16:32.323,Diogo Ferreira
LOTE-SK-M-SOP-018-4389,LOTE-M-SOP-018-4389,WO-5370,WO-15107,2026-04-19,Shift 1,SS-002,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-002,Color,Minor,1.5,ISO 2859-1,II,Every 30 min,Colorimeter,8188,L,200,10,11,5,Approved,2026-04-19 12:18:16.303,Ana Silva
LOTE-SK-M-SOP-018-4389,LOTE-M-SOP-018-4389,WO-5370,WO-15107,2026-04-19,shift 1,SS-002,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-002,Pinholes,Minor,1.5,ISO 2859-1,II,Continuous,Lupa 10x,8188,L,200,10,11,5,Approved,2026-04-19 13:21:22.588,Carlos Mendes
LOTE-SK-M-SOP-018-4389,LOTE-M-SOP-018-4389,WO-5370,WO-15107,2026-04-19,Shift 1,SS-002,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-002,Adhesion,Critical,0.1,ISO 2859-1,II,Per lot,Cross Hatch Kit (ASTM D3359),8188,L,200,0,1,0,Approved,2026-04-19 19:04:03.065,Ana Silva
LOTE-SK-M-SOP-018-4389,LOTE-M-SOP-018-4389,WO-5371,WO-15108,2026-04-19,Shift 2,SS-002,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-008,Centering,Critical,0.65,ISO 2859-1,II,Every 30 min,Registration Gauge,3361,L,200,5,6,0,Approved,2026-04-19 17:52:56.236,Diogo Ferreira
LOTE-SK-M-SOP-018-4389,LOTE-M-SOP-018-4389,WO-5371,WO-15108,2026-04-19,Shift 2,SS-002,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-008,Coverage,Major,0.65,ISO 2859-1,II,Every 30 min,D65 Light Booth,3361,L,200,5,6,0,Approved,2026-04-19 19:54:18.053,Ana Silva
LOTE-SK-M-SOP-018-4389,LOTE-M-SOP-018-4389,WO-5371,WO-15108,2026-04-19,Shift 2,SS-002,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-008,Smudge,Minor,1.5,ISO 2859-1,II,Continuous,D65 Light Booth,3361,L,200,10,11,0,Approved,2026-04-20 01:20:34.966,Ana Silva
LOTE-SK-M-SOP-018-4389,LOTE-M-SOP-018-4389,WO-5371,WO-15108,2026-04-19,Shift 2,SS-002,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-008,Pinholes,Minor,1.5,ISO 2859-1,II,Continuous,Lupa 10x,3361,L,200,10,11,1,Approved,2026-04-19 21:22:16.468,Beatriz Costa
LOTE-SK-M-SOP-018-4389,LOTE-M-SOP-018-4389,WO-5371,WO-15108,2026-04-19,Shift 2,SS-002,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-008,Adhesion,Critical,0.1,ISO 2859-1,II,Per lot,Cross Hatch Kit (ASTM D3359),3361,L,200,0,1,0,Approved,2026-04-19 19:20:20.263,Beatriz Costa
LOTE-SK-M-SOP-018-4389,LOTE-M-SOP-018-4389,WO-5371,WO-15108,2026-04-19,Shift 2,SS-002,SK-FR-018-HDPE-PCR-600-1C,FR-018-HDPE-PCR-600,1,COR-008,Cure,Critical,0.1,ISO 2859-1,II,Per lot,MEK Rub Test,3361,L,200,0,1,0,Approved,2026-04-19 20:56:08.746,Elena Santos
LOTE-SK-M-SOP-011-4390,LOTE-M-SOP-011-4390,WO-5372,WO-15109,2026-04-20,Shift 1,SS-002,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-007, COR-006, COR-008",Registration,Critical,0.65,ISO 2859-1,II,Setup + 30 min,Registration Gauge,7500,L,200,5,6,0,Approved,2026-04-20 20:05:36.818,Diogo Ferreira
LOTE-SK-M-SOP-011-4390,LOTE-M-SOP-011-4390,WO-5372,WO-15109,2026-04-20,Shift 1,SS-002,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-007, COR-006, COR-008",Centering,Critical,0.65,ISO 2859-1,II,Every 30 min,Registration Gauge,7500,L,200,5,6,0,Approved,2026-04-20 16:57:50.799,Diogo Ferreira
LOTE-SK-M-SOP-011-4390,LOTE-M-SOP-011-4390,WO-5372,WO-15109,2026-04-20,Shift 1,SS-002,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-007, COR-006, COR-008",Coverage,Major,0.65,ISO 2859-1,II,Every 30 min,D65 Light Booth,7500,L,200,5,6,0,Approved,2026-04-21 02:52:35.794,Elena Santos
LOTE-SK-M-SOP-011-4390,LOTE-M-SOP-011-4390,WO-5372,WO-15109,2026-04-20,Shift 1,SS-002,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-007, COR-006, COR-008",Smudge,Minor,1.5,ISO 2859-1,II,Continuous,D65 Light Booth,7500,L,200,10,11,3,Approved,2026-04-20 14:27:53.818,Beatriz Costa
LOTE-SK-M-SOP-011-4390,LOTE-M-SOP-011-4390,WO-5372,WO-15109,2026-04-20,Shift 1,SS-002,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-007, COR-006, COR-008",Pinholes,Minor,1.5,ISO 2859-1,II,Continuous,Lupa 10x,7500,L,200,10,11,1,Approved,2026-04-21 02:09:10.525,Carlos Mendes
LOTE-SK-M-SOP-011-4390,LOTE-M-SOP-011-4390,WO-5372,WO-15109,2026-04-20,Shift 1,SS-002,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-007, COR-006, COR-008",Adhesion,Critical,0.1,ISO 2859-1,II,Per lot,Cross Hatch Kit (ASTM D3359),7500,L,200,0,1,0,Approved,2026-04-20 19:00:07.767,Beatriz Costa
LOTE-SK-M-SOP-011-4390,LOTE-M-SOP-011-4390,WO-5372,WO-15109,2026-04-20,Shift 1,SS-002,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-007, COR-006, COR-008",Cure,Critical,0.1,ISO 2859-1,II,Per lot,MEK Rub Test,7500,L,200,0,1,0,Approved,2026-04-20 23:43:11.283,Diogo Ferreira
LOTE-SK-M-SOP-011-4390,LOTE-M-SOP-011-4390,WO-5373,WO-15110,2026-04-20,Shift 2,SS-002,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-002, COR-003, COR-007",Registration,Critical,0.65,ISO 2859-1,II,Setup + 30 min,Registration Gauge,4600,L,200,5,6,0,Approved,2026-04-21 04:32:40.929,Carlos Mendes
LOTE-SK-M-SOP-011-4390,LOTE-M-SOP-011-4390,WO-5373,WO-15110,2026-04-20,Shift 2,SS-002,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-002, COR-003, COR-007",Centering,Critical,0.65,ISO 2859-1,II,Every 30 min,Registration Gauge,4600,L,200,5,6,0,Approved,2026-04-21 04:51:46.747,Ana Silva
LOTE-SK-M-SOP-011-4390,LOTE-M-SOP-011-4390,WO-5373,WO-15110,2026-04-20,Shift 2,SS-002,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-002, COR-003, COR-007",Coverage,Major,0.65,ISO 2859-1,II,Every 30 min,D65 Light Booth,4600,L,200,5,6,2,Approved,2026-04-21 00:45:08.889,Carlos Mendes
LOTE-SK-M-SOP-011-4390,LOTE-M-SOP-011-4390,WO-5373,WO-15110,2026-04-20,Shift 2,SS-002,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-002, COR-003, COR-007",Pinholes,Minor,1.5,ISO 2859-1,II,Continuous,Lupa 10x,4600,L,200,10,11,1,Approved,2026-04-20 22:55:20.485,Elena Santos
LOTE-SK-M-SOP-011-4390,LOTE-M-SOP-011-4390,WO-5373,WO-15110,2026-04-20,Shift 2,SS-002,SK-FR-011-PET-400-3C,FR-011-PET-400,3,"COR-002, COR-003, COR-007",Cure,Critical,0.1,ISO 2859-1,II,Per lot,MEK Rub Test,4600,L,200,0,1,0,Approved,2026-04-21 05:02:12.806,Carlos Mendes
LOTE-SK-M-SOP-028-4391,LOTE-M-SOP-028-4391,WO-5374,WO-15111,2026-04-21,Shift 1,SS-001,SK-FR-028-HDPE-5000-1C,FR-028-HDPE-5000,1,COR-004,Smudge,Minor,1.5,ISO 2859-1,II,Continuous,D65 Light Booth,239,L,200,10,11,1,Approved,2026-04-21 08:29:25.387,Ana Silva
