SalesOrderId,Date,CustomerId,ProductFamily,Process,ProductId,WorkOrder,LotId,MachineId,ShippedQty,UnitPriceBRL,TotalValueBRL
SO-14784,2026-09-06,CUST-014,Bottle,Blow Molding,FR-022-HDPE-1000,WO-7187,2636231080718730,ISBM-008,2323,0.1789,415.58
SO-14785,2026-09-13,CUST-008,Bottle,Blow Molding,FR-022-HDPE-1000,WO-7189,2636411080718932,ISBM-008,1870,0.1383,258.62
SO-14786,2026-09-15,CUST-011,Bottle,Blow Molding,FR-022-PP-PCR-1000,WO-7190,2636431080719033,ISBM-008,1440,0.2859,411.7
SO-14787,2026-09-09,CUST-008,Bottle,  Blow Molding  ,FR-019-PET-750,WO-7191,2636521080719134,ISBM-008,2884,0.1661,479.03
SO-14788,2026-09-07,CUST-011,Bottle,Blow Molding,FR-019-PET-750,WO-7193,2636611080719336,ISBM-008,2127,0.2447,520.48
SO-14789,2026-09-17,CUST-001,Bottle,blow molding,FR-016-HDPE-600,WO-7194,2636731080719437,ISBM-008,4470,0.1213,542.21
SO-14790,2026-09-09,CUST-011,Bottle,Blow Molding,FR-022-PP-PCR-1000,WO-7197,2637131080719740,ISBM-008,4522,0.2471,1117.39
SO-14791,2026-09-13,CUST-013,Bottle,Blow Molding,FR-016-HDPE-600,WO-7198,2637211080719841,ISBM-008,2951,0.3067,905.07
SO-14792,2026-09-17,CUST-008,Bottle,Blow Molding,FR-016-HDPE-600,WO-7199,2637311080719942,ISBM-008,5703,0.2744,1564.9
SO-14793,2026-09-13,CUST-011,Bottle,Blow Molding,FR-016-HDPE-600,WO-7200,2637431080720043,ISBM-008,3383,0.1606,543.31
SO-14794,2026-09-14,CUST-012,Bottle,Blow Molding,FR-016-HDPE-600,WO-7203,2637631080720346,ISBM-008,2566,0.0829,212.72
SO-14795,2026-09-15,CUST-003,Bottle,Blow Molding,FR-016-HDPE-600,WO-7204,2637611080720447,ISBM-008,1721,0.2654,456.75
SO-14796,2026-09-18,CUST-010,Bottle,  Blow Molding  ,FR-016-HDPE-600,WO-7205,2637731080720548,ISBM-008,2186,0.1591,347.79
SO-14797,2026-09-16,CUST-014,Bottle,Blow Molding,FR-016-HDPE-600,WO-7207,2638111080720750,ISBM-008,7747,0.3071,2379.1
SO-14798,2026-09-21,CUST-009,Bottle,Blow Molding,FR-019-PP-750,WO-7212,2638421080721255,ISBM-008,4022,0.2093,841.8
SO-14799,2026-09-21,CUST-005,Bottle,Blow Molding,FR-019-PP-750,WO-7213,2638511080721356,ISBM-008,7314,0.1541,1127.09
SO-14800,2026-09-23,CUST-014,Bottle,Blow Molding,FR-016-HDPE-600,WO-7214,2638631080721457,ISBM-008,6641,0.1827,1213.31
SO-14801,2026-09-24,CUST-012,Bottle,BLOW MOLDING,FR-019-PET-600,WO-7215,2638731080721558,ISBM-008,5051,0.133,671.78
SO-14802,2026-09-22,CUST-011,Bottle,Blow Molding,FR-019-PET-600,WO-7216,2638721080721659,ISBM-008,7628,0.2829,2157.96
SO-14803,2026-10-02,CUST-006,Bottle,Blow Molding,FR-019-PET-600,WO-7217,2639111080721760,ISBM-008,7236,0.0891,644.73
SO-14804,2026-09-24,CUST-002,Bottle,Blow Molding,FR-016-HDPE-600,WO-7218,2639211080721861,ISBM-008,160,0.3488,55.81
SO-14805,2026-09-30,CUST-012,Bottle,Blow Molding,FR-016-HDPE-600,WO-7219,2639311080721962,ISBM-008,5225,0.1348,704.33
SO-14806,2026-10-02,CUST-011,Bottle,Blow Molding,FR-016-HDPE-600,WO-7220,2639431080722063,ISBM-008,4001,0.3323,1329.53
SO-14807,2026-09-29,CUST-004,Bottle,Blow Molding,FR-022-PVC-1000,WO-7221,2639421080722164,ISBM-008,2018,0.0997,201.19
SO-14808,2026-09-30,CUST-011,Bottle,Blow Molding,FR-022-PVC-1000,WO-7223,2639631080722366,ISBM-008,3008,0.0908,273.13
SO-14809,2026-10-01,CUST-006,Bottle,Blow Molding,FR-022-MDPE-1000,WO-7224,2639611080722467,ISBM-008,2942,0.1496,440.12
SO-14810,2026-10-07,CUST-012,Bottle,Blow Molding,FR-022-HDPE-PCR-1000,WO-7227,2640111080722770,ISBM-008,6458,0.2959,1910.92
SO-14811,2026-10-05,CUST-008,Bottle,Blow Molding,FR-019-PP-750,WO-7229,2640221080722972,ISBM-008,3613,0.1426,515.21
SO-14812,2026-10-05,CUST-011,Bottle,Blow Molding,FR-019-PP-750,WO-7230,2640311080723073,ISBM-008,6575,0.3492,2295.99
SO-14813,2026-10-12,CUST-008,Bottle,Blow Molding,FR-019-PET-600,WO-7231,2640431080723174,ISBM-008,8640,0.0892,770.69
SO-14814,2026-10-09,CUST-004,Bottle,Blow Molding,FR-019-PET-750,WO-7232,2640421080723275,ISBM-008,5615,0.103,578.34
SO-14815,2026-10-08,CUST-006,Bottle,Blow Molding,FR-019-MDPE-750,WO-7233,2640511080723376,ISBM-008,3804,0.3456,1314.66
SO-14816,2026-10-13,CUST-002,Bottle,Blow Molding,FR-019-MDPE-750,WO-7234,2640611080723477,ISBM-008,5277,0.1441,760.42
SO-14817,2026-10-06,CUST-011,Bottle,Blow Molding,FR-019-MDPE-750,WO-7235,2640711080723578,ISBM-008,7410,0.3181,2357.12
SO-14818,2026-10-09,CUST-005,Bottle,Blow Molding,FR-016-HDPE-600,WO-7236,2641131080723679,ISBM-008,4403,0.2225,979.67
SO-14819,2026-10-07,CUST-009,Bottle,Blow Molding,FR-016-HDPE-600,WO-7237,2641121080723780,ISBM-008,4115,0.1239,509.85
SO-14820,2026-10-14,CUST-013,Bottle,Blow Molding,FR-019-PET-750,WO-7238,2641211080723881,ISBM-008,7173,0.2266,1625.4
SO-14821,2026-10-14,CUST-012,Bottle,Blow Molding,FR-019-PET-750,WO-7239,2641331080723982,ISBM-008,2473,0.1698,419.92
SO-14822,2026-10-13,CUST-009,Bottle,Blow Molding,FR-019-PET-750,WO-7240,2641311080724083,ISBM-008,3536,0.3337,1179.96
SO-14823,2026-10-10,CUST-005,Bottle,Blow Molding,FR-022-PP-1000,WO-7241,2641431080724184,ISBM-008,3066,0.2428,744.42
SO-14824,2026-10-10,CUST-006,Bottle,Blow Molding,FR-022-PP-1000,WO-7242,2641421080724285,ISBM-008,2517,0.2345,590.24
SO-14825,2026-10-14,CUST-009,Bottle,Blow Molding,FR-019-HDPE-750,WO-7243,2641521080724386,ISBM-008,6787,0.1542,1046.56
SO-14826,2026-10-22,CUST-013,Bottle,Blow Molding,FR-016-HDPE-600,WO-7244,2641621080724487,ISBM-008,6073,0.1757,1067.03
SO-14827,2026-10-19,CUST-006,Bottle,Blow Molding,FR-019-rPET-600,WO-7246,2641721080724689,ISBM-008,2372,0.1685,399.68
SO-14828,2026-10-17,CUST-009,Bottle,Blow Molding,FR-019-rPET-600,WO-7247,2642111080724790,ISBM-008,3981,0.1287,512.35
SO-14829,2026-10-20,CUST-014,Bottle,Blow Molding,FR-019-PP-750,WO-7248,2642121080724891,ISBM-008,7042,0.2802,1973.17
SO-14830,2026-10-18,CUST-010,Bottle,Blow Molding,FR-022-HDPE-PCR-1000,WO-7251,2642321080725194,ISBM-008,3975,0.3475,1381.31
SO-14831,2026-10-24,CUST-007,Bottle,Blow Molding,FR-016-HDPE-600,WO-7252,2642411080725295,ISBM-008,7018,0.331,2322.96
SO-14832,2026-10-23,CUST-010,Bottle,Blow Molding,FR-016-HDPE-600,WO-7253,2642511080725396,ISBM-008,2980,0.2203,656.49
SO-14833,2026-10-28,CUST-007,Bottle,Blow Molding,FR-019-HDPE-600,WO-7255,2642631080725598,ISBM-008,5217,0.2682,1399.2
SO-14834,2026-10-27,CUST-006,Bottle,Blow Molding,FR-019-HDPE-600,WO-7256,2642721080725699,ISBM-008,4090,0.094,384.46
SO-14835,2026-10-20,CUST-005,Bottle,  Blow Molding  ,FR-016-HDPE-600,WO-7257,2643111080725701,ISBM-008,5631,0.1495,841.83
SO-14836,2026-10-26,CUST-005,Bottle,Blow Molding,FR-016-HDPE-600,WO-7258,2643121080725802,ISBM-008,3324,0.1798,597.66
SO-14837,2026-11-01,CUST-009,Bottle,Blow Molding,FR-022-PP-1000,WO-7261,2643321080726105,ISBM-008,3653,0.1091,398.54
SO-14838,2026-11-02,CUST-003,Bottle,Blow Molding,FR-022-rPET-1000,WO-7263,2643511080726307,ISBM-008,3495,0.3366,1176.42
SO-14839,2026-11-04,CUST-006,Bottle,Blow Molding,FR-016-HDPE-600,WO-7264,2643631080726408,ISBM-008,2088,0.1023,213.6
SO-14840,2026-11-05,CUST-012,Bottle,Blow Molding,FR-022-PP-1000,WO-7265,2643621080726509,ISBM-008,2289,0.2567,587.59
SO-14841,2026-11-03,CUST-011,Bottle,Blow Molding,FR-016-HDPE-600,WO-7267,2644111080726711,ISBM-008,3538,0.0819,289.76
SO-14842,2026-10-31,CUST-011,Bottle,Blow Molding,FR-016-HDPE-600,WO-7268,2644231080726812,ISBM-008,4388,0.2569,1127.28
SO-14843,2026-11-02,CUST-005,Bottle,Blow Molding,FR-016-HDPE-600,WO-7269,2644221080726913,ISBM-008,5388,0.1918,1033.42
SO-14844,2026-11-09,CUST-010,Bottle,Blow Molding,FR-016-HDPE-600,WO-7270,2644321080727014,ISBM-008,2366,0.2786,659.17
SO-14845,2026-11-10,CUST-014,Bottle,Blow Molding,FR-016-HDPE-600,WO-7271,2644431080727115,ISBM-008,4472,0.2032,908.71
SO-14846,2026-11-07,CUST-014,Bottle,Blow Molding,FR-016-HDPE-600,WO-7272,2644531080727216,ISBM-008,3075,0.2124,653.13
SO-14847,2026-11-11,CUST-007,Bottle,Blow Molding,FR-019-rPET-750,WO-7273,2644521080727317,ISBM-008,2375,0.2761,655.74
SO-14848,2026-11-05,CUST-001,Bottle,blow molding,FR-016-HDPE-600,WO-7275,2644711080727519,ISBM-008,7498,0.1969,1476.36
SO-14849,2026-11-14,CUST-010,Bottle,BLOW MOLDING,FR-019-rPET-750,WO-7277,2645231080727721,ISBM-008,8894,0.1032,917.86
SO-14850,2026-11-15,CUST-004,Bottle,Blow Molding,FR-019-HDPE-PCR-750,WO-7278,2645221080727822,ISBM-008,4112,0.2475,1017.72
SO-14851,2026-11-16,CUST-008,Bottle,Blow Molding,FR-016-HDPE-600,WO-7279,2645311080727923,ISBM-008,9541,0.2539,2422.46
SO-14852,2026-11-17,CUST-013,Bottle,Blow Molding,FR-016-HDPE-600,WO-7280,2645411080728024,ISBM-008,5552,0.2495,1385.22
SO-14853,2026-11-16,CUST-007,Bottle,Blow Molding,FR-022-rPET-1000,WO-7281,2645531080728125,ISBM-008,6791,0.2185,1483.83
SO-14854,2026-11-18,CUST-008,Bottle,Blow Molding,FR-022-rPET-1000,WO-7282,2645631080728226,ISBM-008,5868,0.1754,1029.25
SO-14855,2026-11-12,CUST-001,Bottle,Blow Molding,FR-022-rPET-1000,WO-7283,2645621080728327,ISBM-008,4863,0.2025,984.76
SO-14856,2026-11-11,CUST-007,Bottle,Blow Molding,FR-016-HDPE-600,WO-7284,2645721080728428,ISBM-008,8588,0.3154,2708.66
SO-14857,2026-11-17,CUST-011,Bottle,Blow Molding,FR-019-PET-750,WO-7286,2646231080728630,ISBM-008,2879,0.3461,996.42
SO-14858,2026-11-21,CUST-014,Bottle,Blow Molding,FR-019-PET-750,WO-7287,2646221080728731,ISBM-008,3814,0.3141,1197.98
SO-14859,2026-11-21,CUST-009,Bottle,Blow Molding,FR-019-PET-750,WO-7288,2646311080728832,ISBM-008,4518,0.1413,638.39
SO-14860,2026-11-20,CUST-001,Bottle,Blow Molding,FR-019-HDPE-600,WO-7289,2646411080728933,ISBM-008,1430,0.1704,243.67
SO-14861,2026-11-22,CUST-004,Bottle,Blow Molding,FR-019-PET-600,WO-7290,2646421080729034,ISBM-008,5366,0.2114,1134.37
SO-14862,2026-11-21,CUST-007,Bottle,Blow Molding,FR-019-PET-600,WO-7291,2646511080729135,ISBM-008,2943,0.1474,433.8
SO-14863,2026-11-16,CUST-013,Bottle,Blow Molding,FR-019-PET-600,WO-7292,2646531080729236,ISBM-008,3345,0.0892,298.37
SO-14864,2026-11-24,CUST-007,Bottle,Blow Molding,FR-019-MDPE-750,WO-7293,2646611080729337,ISBM-008,5926,0.2583,1530.69
SO-14865,2026-11-25,CUST-006,Bottle,Blow Molding,FR-019-rPET-750,WO-7294,2646631080729438,ISBM-008,3448,0.1442,497.2
SO-14866,2026-11-19,CUST-012,Bottle,Blow Molding,FR-019-rPET-750,WO-7295,2646711080729539,ISBM-008,6411,0.1243,796.89
SO-14867,2026-11-26,CUST-005,Bottle,Blow Molding,FR-019-MDPE-750,WO-7296,2647131080729640,ISBM-008,3420,0.3398,1162.12
SO-14868,2026-11-22,CUST-014,Bottle,Blow Molding,FR-016-HDPE-600,WO-7297,2647121080729741,ISBM-008,2606,0.2736,713.0
SO-14869,2026-11-28,CUST-012,Bottle,Blow Molding,FR-016-HDPE-600,WO-7298,2647211080729842,ISBM-008,2884,0.1401,404.05
SO-14870,2026-11-27,CUST-003,Bottle,Blow Molding,FR-022-PETG-1000,WO-7299,2647231080729943,ISBM-008,2611,0.217,566.59
SO-14871,2026-11-20,CUST-006,Bottle,  Blow Molding  ,FR-016-HDPE-600,WO-7300,2647311080730044,ISBM-008,7590,0.1359,1031.48
SO-14872,2026-11-30,CUST-010,Bottle,Blow Molding,FR-019-HDPE-750,WO-7301,2647411080730145,ISBM-008,9313,0.2425,2258.4
SO-14873,2026-11-27,CUST-013,Bottle,Blow Molding,FR-016-HDPE-600,WO-7302,2647531080730246,ISBM-008,5596,0.1217,681.03
SO-14874,2026-11-26,CUST-014,Bottle,  Blow Molding  ,FR-016-HDPE-600,WO-7303,2647631080730347,ISBM-008,4817,0.2013,969.66
SO-14875,2026-11-24,CUST-005,Bottle,Blow Molding,FR-016-HDPE-600,WO-7305,2647721080730549,ISBM-008,2931,0.2916,854.68
SO-14876,2026-11-25,CUST-013,Bottle,Blow Molding,FR-019-rPET-600,WO-7306,2648111080730650,ISBM-008,4097,0.1603,656.75
SO-14877,2026-11-29,CUST-008,Bottle,Blow Molding,FR-022-PP-PCR-1000,WO-7307,2648231080730751,ISBM-008,3689,0.1269,468.13
SO-14878,2026-12-06,CUST-003,Bottle,Blow Molding,FR-019-PETG-750,WO-7308,2648231080730852,ISBM-008,5183,0.2283,1183.28
SO-14879,2026-12-07,CUST-001,Bottle,Blow Molding,FR-019-rPET-600,WO-7310,2648431080731054,ISBM-008,5628,0.3419,1924.21
SO-14880,2026-12-06,CUST-010,Bottle,Blow Molding,FR-016-HDPE-600,WO-7311,2648531080731155,ISBM-008,5521,0.3119,1722.0
SO-14881,2026-12-06,CUST-003,Bottle,blow molding,FR-016-HDPE-600,WO-7312,2648531080731256,ISBM-008,5141,0.2991,1537.67
SO-14882,2026-11-30,CUST-004,Bottle,Blow Molding,FR-016-HDPE-600,WO-7313,2648621080731357,ISBM-008,9537,0.2643,2520.63
SO-14883,2026-12-03,CUST-006,Bottle,Blow Molding,FR-016-HDPE-600,WO-7314,2648721080731458,ISBM-008,6093,0.2507,1527.52
SO-14884,2026-12-08,CUST-013,Bottle,Blow Molding,FR-016-HDPE-600,WO-7315,2649111080731559,ISBM-008,5216,0.2159,1126.13
SO-14885,2026-12-12,CUST-011,Bottle,Blow Molding,FR-022-HDPE-1000,WO-7316,2649231080731660,ISBM-008,9459,0.3431,3245.38
SO-14886,2026-12-10,CUST-009,Bottle,Blow Molding,FR-016-HDPE-600,WO-7321,2649511080732165,ISBM-008,3924,0.2662,1044.57
SO-14887,2026-12-13,CUST-001,Bottle,Blow Molding,FR-016-HDPE-600,WO-7322,2649611080732266,ISBM-008,4143,0.3109,1288.06
SO-14888,2026-12-12,CUST-007,Bottle,Blow Molding,FR-016-HDPE-600,WO-7323,2649731080732367,ISBM-008,7632,0.2919,2227.78
SO-14889,2026-12-08,CUST-008,Bottle,Blow Molding,FR-019-PET-600,WO-7324,2650131080732468,ISBM-008,5720,0.1612,922.06
SO-14890,2026-12-19,CUST-011,Bottle,Blow Molding,FR-022-rPET-1000,WO-7325,2650121080732569,ISBM-008,2750,0.3234,889.35
SO-14891,2026-12-15,CUST-014,Bottle,Blow Molding,FR-022-rPET-1000,WO-7326,2650231080732670,ISBM-008,1984,0.2362,468.62
SO-14892,2026-12-10,CUST-012,Bottle,BLOW MOLDING,FR-022-rPET-1000,WO-7327,2650221080732771,ISBM-008,4499,0.1556,700.04
SO-14893,2026-12-20,CUST-009,Bottle,Blow Molding,FR-016-HDPE-600,WO-7328,2650331080732872,ISBM-008,2149,0.1875,402.94
SO-14894,2026-12-20,CUST-006,Bottle,Blow Molding,FR-016-HDPE-600,WO-7330,2650521080733074,ISBM-008,4136,0.1513,625.78
SO-14895,2026-12-16,CUST-005,Bottle,Blow Molding,FR-022-HDPE-1000,WO-7331,2650611080733175,ISBM-008,2146,0.2551,547.44
SO-14896,2026-12-22,CUST-010,Bottle,Blow Molding,FR-016-HDPE-600,WO-7332,2650711080733276,ISBM-008,5558,0.217,1206.09
SO-14897,2026-12-16,CUST-004,Bottle,Blow Molding,FR-022-PETG-1000,WO-7334,2651121080733478,ISBM-008,4135,0.3153,1303.77
SO-14898,2026-12-25,CUST-004,Bottle,Blow Molding,FR-019-rPET-600,WO-7335,2651211080733579,ISBM-008,6996,0.1446,1011.62
SO-14899,2026-12-25,CUST-013,Bottle,Blow Molding,FR-022-MDPE-1000,WO-7336,2651231080733680,ISBM-008,3002,0.3453,1036.59
SO-14900,2026-12-25,CUST-014,Bottle,Blow Molding,FR-022-MDPE-1000,WO-7337,2651311080733781,ISBM-008,4215,0.288,1213.92
SO-14901,2026-12-18,CUST-009,Bottle,Blow Molding,FR-022-PETG-1000,WO-7338,2651331080733882,ISBM-008,3140,0.1526,479.16
SO-14902,2026-12-20,CUST-011,Bottle,Blow Molding,FR-022-PETG-1000,WO-7339,2651411080733983,ISBM-008,2571,0.2038,523.97
SO-14903,2026-12-21,CUST-004,Bottle,blow molding,FR-022-PETG-1000,WO-7340,2651431080734084,ISBM-008,3271,0.2686,878.59
SO-14904,2026-12-30,CUST-007,Bottle,  Blow Molding  ,FR-016-HDPE-600,WO-7341,2651521080734185,ISBM-008,5145,0.1762,906.55
SO-14905,2026-12-27,CUST-003,Bottle,Blow Molding,FR-022-PETG-1000,WO-7342,2651611080734286,ISBM-008,2754,0.3417,941.04
SO-14906,2026-12-23,CUST-008,Bottle,Blow Molding,FR-022-PETG-1000,WO-7343,2651631080734387,ISBM-008,2386,0.3382,806.95
SO-14907,2026-12-23,CUST-001,Bottle,Blow Molding,FR-019-PET-750,WO-7345,2652131080734589,ISBM-008,4895,0.2915,1426.89
SO-14908,2026-12-24,CUST-006,Bottle,Blow Molding,FR-019-PET-750,WO-7346,2652121080734690,ISBM-008,5606,0.3226,1808.5
SO-14909,2026-12-30,CUST-001,Bottle,Blow Molding,FR-019-HDPE-600,WO-7348,2652311080734892,ISBM-008,1687,0.2228,375.86
SO-14910,2026-12-30,CUST-004,Bottle,Blow Molding,FR-019-HDPE-PCR-750,WO-7352,2652521080735296,ISBM-008,6907,0.2261,1561.67
SO-14911,2025-07-05,CUST-004,Bottle,Blow Molding,FR-021-rPET-750,WO-16087,2527431031608703,ISBM-003,2532,0.2275,576.03
SO-14912,2026-02-10,CUST-012,Bottle,blow molding,FR-020-HDPE-750,WO-16088,2606211071608825,ISBM-007,4668,0.1442,673.13
SO-14913,2026-01-10,CUST-008,Bottle,Blow Molding,FR-007-PVC-350,WO-16089,2501121011608914,ISBM-001,18400,0.1276,2347.84
SO-14914,2025-07-12,CUST-004,Cap,INJECTION MOLDING,TR-001-PP-PCR-24410,WO-7361,2527232010736101,IM-001,12176,0.075,913.2
SO-14915,2025-07-05,CUST-010,Cap,Injection Molding,TR-001-PP-PCR-24410,WO-7362,2527222010736202,IM-001,12999,0.0477,620.05
SO-14916,2025-07-06,CUST-009,Cap,INJECTION MOLDING,TR-001-PP-PCR-24410,WO-7363,2527312010736303,IM-001,15424,0.0701,1081.22
SO-14917,2025-07-06,CUST-009,Cap,  Injection Molding  ,TR-001-PETG-24410,WO-7365,2527422010736505,IM-001,3527,0.0794,280.04
SO-14918,2025-07-11,CUST-009,Cap,Injection Molding,TR-001-PETG-24410,WO-7366,2527512010736606,IM-001,7602,0.0363,275.95
SO-14919,2025-07-16,CUST-010,Cap,Injection Molding,TR-001-PETG-24410,WO-7367,2527632010736707,IM-001,8895,0.0837,744.51
SO-14920,2025-07-08,CUST-005,Cap,Injection Molding,TR-001-PETG-24410,WO-7368,2527622010736808,IM-001,11707,0.047,550.23
SO-14921,2025-07-14,CUST-005,Cap,Injection Molding,TR-001-HDPE-24410,WO-7369,2527712010736909,IM-001,12953,0.0262,339.37
SO-14922,2025-07-15,CUST-010,Cap,Injection Molding,TR-001-PP-PCR-24410,WO-7370,2528132010737010,IM-001,6706,0.0561,376.21
SO-14923,2025-07-10,CUST-013,Cap,Injection Molding,TR-001-PP-PCR-24410,WO-7371,2528112010737111,IM-001,9851,0.0223,219.68
SO-14924,2025-07-16,CUST-004,Cap,Injection Molding,TR-001-PP-PCR-24410,WO-7372,2528212010737212,IM-001,13079,0.0885,1157.49
SO-14925,2025-07-15,CUST-006,Cap,INJECTION MOLDING,TR-001-HDPE-24410,WO-7374,2528322010737414,IM-001,4576,0.0873,399.48
SO-14926,2025-07-14,CUST-001,Cap,Injection Molding,TR-001-HDPE-24410,WO-7375,2528412010737515,IM-001,5973,0.0366,218.61
SO-14927,2025-07-18,CUST-011,Cap,Injection Molding,TR-001-PP-24410,WO-7376,2528432010737616,IM-001,11080,0.0879,973.93
SO-14928,2025-07-22,CUST-001,Cap,injection molding,TR-001-PP-PCR-24410,WO-7382,2529232010738222,IM-001,8301,0.0838,695.62
SO-14929,2025-07-20,CUST-006,Cap,Injection Molding,TR-001-PP-PCR-24410,WO-7383,2529232010738323,IM-001,11998,0.0615,737.88
SO-14930,2025-07-19,CUST-012,Cap,Injection Molding,TR-001-PP-PCR-24410,WO-7384,2529332010738424,IM-001,7429,0.0845,627.75
SO-14931,2025-07-24,CUST-001,Cap,Injection Molding,TR-001-PP-24410,WO-7385,2529422010738525,IM-001,6251,0.0555,346.93
SO-14932,2025-07-19,CUST-003,Cap,Injection Molding,TR-001-PP-24410,WO-7386,2529532010738626,IM-001,11527,0.0513,591.34
SO-14933,2025-07-30,CUST-002,Cap,  Injection Molding  ,TR-001-HDPE-24410,WO-7388,2529622010738828,IM-001,12761,0.041,523.2
SO-14934,2025-07-31,CUST-003,Cap,Injection Molding,TR-001-HDPE-24410,WO-7389,2529722010738929,IM-001,8582,0.0435,373.32
SO-14935,2025-07-23,CUST-004,Cap,injection molding,TR-001-HDPE-24410,WO-7390,2530132010739030,IM-001,9564,0.035,334.74
SO-14936,2025-07-23,CUST-008,Cap,Injection Molding,TR-001-HDPE-24410,WO-7391,2530232010739131,IM-001,9277,0.0847,785.76
SO-14937,2025-07-28,CUST-005,Cap,Injection Molding,TR-001-HDPE-24410,WO-7392,2530222010739232,IM-001,3459,0.077,266.34
SO-14938,2025-08-03,CUST-012,Cap,Injection Molding,TR-001-PP-PCR-24410,WO-7393,2530312010739333,IM-001,12220,0.0341,416.7
SO-14939,2025-08-01,CUST-005,Cap,injection molding,TR-001-PP-PCR-24410,WO-7394,2530322010739434,IM-001,12110,0.0357,432.33
SO-14940,2025-08-05,CUST-014,Cap,Injection Molding,TR-001-PETG-24410,WO-7395,2530422010739535,IM-001,9966,0.0456,454.45
SO-14941,2025-07-30,CUST-013,Cap,Injection Molding,TR-001-PETG-24410,WO-7396,2530522010739636,IM-001,12274,0.0594,729.08
SO-14942,2025-08-03,CUST-013,Cap,Injection Molding,TR-001-PETG-24410,WO-7397,2530612010739737,IM-001,1481,0.0522,77.31
SO-14943,2025-07-31,CUST-004,Cap,Injection Molding,TR-001-HDPE-24410,WO-7398,2530732010739838,IM-001,12897,0.0302,389.49
SO-14944,2025-08-02,CUST-014,Cap,Injection Molding,TR-001-HDPE-24410,WO-7399,2531132010739939,IM-001,9922,0.0744,738.2
SO-14945,2025-08-07,CUST-010,Cap,Injection Molding,TR-001-PETG-24410,WO-7405,2531512010740545,IM-001,11074,0.0493,545.95
SO-14946,2025-08-08,CUST-007,Cap,Injection Molding,TR-001-PP-24410,WO-7407,2531622010740747,IM-001,7287,0.0752,547.98
SO-14947,2025-08-15,CUST-012,Cap,Injection Molding,TR-001-PP-PCR-24410,WO-7411,2532222010741151,IM-001,10608,0.0783,830.61
SO-14948,2025-08-15,CUST-005,Cap,Injection Molding,TR-001-PP-PCR-24410,WO-7412,2532312010741252,IM-001,6158,0.0289,177.97
SO-14949,2025-08-15,CUST-013,Cap,Injection Molding,TR-001-PP-PCR-24410,WO-7413,2532332010741353,IM-001,13030,0.0537,699.71
SO-14950,2025-08-14,CUST-001,Cap,Injection Molding,TR-001-HDPE-24410,WO-7414,2532422010741454,IM-001,2311,0.039,90.13
SO-14951,2025-08-16,CUST-012,Cap,Injection Molding,TR-001-PP-24410,WO-7416,2532512010741656,IM-001,15390,0.0396,609.44
SO-14952,2025-08-16,CUST-008,Cap,Injection Molding,TR-001-PP-PCR-24410,WO-7420,2533122010742060,IM-001,7541,0.0607,457.74
SO-14953,2025-08-23,CUST-010,Cap,Injection Molding,TR-001-PP-PCR-24410,WO-7421,2533212010742161,IM-001,7184,0.0409,293.83
SO-14954,2025-08-23,CUST-006,Cap,Injection Molding,TR-001-PP-PCR-24410,WO-7423,2533322010742363,IM-001,6699,0.0718,480.99
SO-14955,2025-08-21,CUST-012,Cap,Injection Molding,TR-001-PP-PCR-24410,WO-7424,2533412010742464,IM-001,5352,0.0348,186.25
SO-14956,2025-08-21,CUST-012,Cap,Injection Molding,TR-001-PP-PCR-24410,WO-7425,2533532010742565,IM-001,14314,0.0829,1186.63
SO-14957,2025-08-26,CUST-014,Cap,Injection Molding,TR-001-HDPE-24410,WO-7426,2533522010742666,IM-001,12913,0.0691,892.29
SO-14958,2025-08-25,CUST-010,Cap,Injection Molding,TR-001-HDPE-24410,WO-7427,2533612010742767,IM-001,6832,0.0444,303.34
SO-14959,2025-08-21,CUST-004,Cap,  Injection Molding  ,TR-001-HDPE-24410,WO-7428,2533632010742868,IM-001,7848,0.0453,355.51
SO-14960,2025-08-26,CUST-004,Cap,Injection Molding,TR-001-HDPE-24410,WO-7429,2533712010742969,IM-001,5791,0.0696,403.05
SO-14961,2025-08-28,CUST-013,Cap,Injection Molding,TR-001-HDPE-24410,WO-7430,2534132010743070,IM-001,7354,0.0275,202.24
SO-14962,2025-08-20,CUST-013,Cap,Injection Molding,TR-001-HDPE-24410,WO-7431,2534122010743171,IM-001,8291,0.0304,252.05
SO-14963,2025-08-28,CUST-008,Cap,Injection Molding,TR-001-PP-PCR-24410,WO-7432,2534212010743272,IM-001,14005,0.0289,404.74
SO-14964,2025-08-22,CUST-008,Cap,Injection Molding,TR-001-PP-PCR-24410,WO-7433,2534312010743373,IM-001,5857,0.0414,242.48
SO-14965,2025-08-27,CUST-010,Cap,Injection Molding,TR-001-PP-PCR-24410,WO-7434,2534322010743474,IM-001,8180,0.0499,408.18
SO-14966,2025-08-28,CUST-006,Cap,Injection Molding,TR-001-PETG-24410,WO-7435,2534332010743575,IM-001,11049,0.0828,914.86
SO-14967,2025-08-31,CUST-007,Cap,Injection Molding,TR-001-PETG-24410,WO-7436,2534422010743676,IM-001,6867,0.0601,412.71
SO-14968,2025-08-28,CUST-014,Cap,Injection Molding,TR-001-PETG-24410,WO-7440,2534732010744080,IM-001,7982,0.086,686.45
SO-14969,2025-08-28,CUST-006,Cap,Injection Molding,TR-001-PP-24410,WO-7441,2534712010744181,IM-001,8498,0.0614,521.78
