Date,Process,MachineId,ToolId,WorkOrder,ProductId,ProductBatch,StartTime,EndTime,PlannedQty,ProducedQty,RejectedQty,OperatorId,IsRedo,RedoOfBatch
2026-10-12,Blow Molding,ISBM-008,M-SOP-019,WO-7248,FR-019-PP-750,LOTE-M-SOP-019-5395,15:57:39,14:52:11,12142,9203,347,OP-SOP-001,False,
2026-10-13,Blow Molding,ISBM-008,M-SOP-022,WO-7249,FR-022-rPET-1000,LOTE-M-SOP-022-5396,16:24:06,05:40:29,5666,4948,109,OP-SOP-003,False,
2026-10-14,Blow Molding,ISBM-008,M-SOP-019,WO-7250,FR-019-HDPE-600,LOTE-M-SOP-019-5397,06:46:10,17:01:50,5863,4848,90,OP-SOP-004,False,
2026-10-14,Blow Molding,ISBM-008,M-SOP-022,WO-7251,FR-022-HDPE-PCR-1000,LOTE-M-SOP-022-5398,19:26:31,10:59:07,6108,4506,114,OP-SOP-003,False,
2026-10-15,Blow Molding,ISBM-008,M-SOP-016,WO-7252,FR-016-HDPE-600,LOTE-M-SOP-016-5399,13:53:12,11:02:09,13383,11988,199,OP-SOP-004,False,
2026-10-16,Blow Molding,ISBM-008,M-SOP-016,WO-7253,FR-016-HDPE-600,LOTE-M-SOP-016-5399,11:33:47,02:01:27,8690,7172,123,OP-SOP-003,False,
2026-10-17,Blow Molding,ISBM-008,M-SOP-016,WO-7254,FR-016-HDPE-600,LOTE-M-SOP-016-5400,03:05:45,22:28:58,8736,4368,91,OP-SOP-004,False,
2026-10-17,Blow Molding,ISBM-008,M-SOP-019,WO-7255,FR-019-HDPE-600,LOTE-M-SOP-019-5401,23:41:55,17:04:49,11011,9383,198,OP-SOP-004,False,
2026-10-18,  Blow Molding  ,ISBM-008,M-SOP-019,WO-7256,FR-019-HDPE-600,LOTE-M-SOP-019-5401,17:38:33,07:17:05,8053,6550,152,OP-SOP-004,False,
2026-10-19,Blow Molding,ISBM-008,M-SOP-016,WO-7257,FR-016-HDPE-600,LOTE-M-SOP-016-5402,08:26:28,20:50:22,7995,6816,160,OP-SOP-003,False,
2026-10-19,blow molding,ISBM-008,M-SOP-016,WO-7258,FR-016-HDPE-600,LOTE-M-SOP-016-5402,21:17:31,10:48:22,8710,8168,258,OP-SOP-002,False,
2026-10-20,blow molding,ISBM-008,M-SOP-022,WO-7259,FR-022-PP-PCR-1000,LOTE-M-SOP-022-5403,12:36:11,20:36:31,3534,3149,59,OP-SOP-004,False,
2026-10-20,blow molding,ISBM-008,M-SOP-022,WO-7260,FR-022-PP-PCR-1000,LOTE-M-SOP-022-5403,20:59:55,17:32:13,9661,8747,262,OP-SOP-003,False,
2026-10-21,Blow Molding,ISBM-008,M-SOP-022,WO-7261,FR-022-PP-1000,LOTE-M-SOP-022-5404,18:11:06,11:26:38,6797,4871,111,OP-SOP-002,False,
2026-10-22,Blow Molding,ISBM-008,M-SOP-022,WO-7262,FR-022-PP-1000,LOTE-M-SOP-022-5404,11:49:18,06:16:20,8588,7606,162,OP-SOP-001,False,
2026-10-23,Blow Molding,ISBM-008,M-SOP-022,WO-7263,FR-022-rPET-1000,LOTE-M-SOP-022-5405,06:42:03,00:05:48,7813,6791,120,OP-SOP-004,False,
2026-10-24,Blow Molding,ISBM-008,M-SOP-016,WO-7264,FR-016-HDPE-600,LOTE-M-SOP-016-5406,02:14:01,17:29:35,7215,4315,76,OP-SOP-003,False,
2026-10-24,Blow Molding,ISBM-008,M-SOP-022,WO-7265,FR-022-PP-1000,LOTE-M-SOP-022-5407,18:57:25,12:24:50,7286,5511,130,OP-SOP-001,False,
2026-10-25,Blow Molding,ISBM-008,M-SOP-016,WO-7266,FR-016-HDPE-600,LOTE-M-SOP-016-5408,14:12:52,07:27:09,11108,10066,278,OP-SOP-003,False,
2026-10-26,Blow Molding,ISBM-008,M-SOP-016,WO-7267,FR-016-HDPE-600,LOTE-M-SOP-016-5408,08:35:22,02:17:31,9815,7964,190,OP-SOP-001,False,
2026-10-27,Blow Molding,ISBM-008,M-SOP-016,WO-7268,FR-016-HDPE-600,LOTE-M-SOP-016-5408,02:59:33,16:45:10,8840,7655,147,OP-SOP-001,False,
2026-10-27,Blow Molding,ISBM-008,M-SOP-016,WO-7269,FR-016-HDPE-600,LOTE-M-SOP-016-5409,17:56:50,15:04:09,11973,10170,275,OP-SOP-002,False,
2026-10-28,Blow Molding,ISBM-008,M-SOP-016,WO-7270,FR-016-HDPE-600,LOTE-M-SOP-016-5409,15:44:36,04:57:49,5778,2728,80,OP-SOP-002,False,
2026-10-29,Blow Molding,ISBM-008,M-SOP-016,WO-7271,FR-016-HDPE-600,LOTE-M-SOP-016-5410,05:24:21,04:54:21,10445,4826,106,OP-SOP-004,False,
2026-10-30,Blow Molding,ISBM-008,M-SOP-016,WO-7272,FR-016-HDPE-600,LOTE-M-SOP-016-5410,05:07:04,19:24:40,8931,7725,135,OP-SOP-002,False,
2026-10-30,Blow Molding,ISBM-008,M-SOP-019,WO-7273,FR-019-rPET-750,LOTE-M-SOP-019-5411,21:31:19,15:27:24,7247,2672,69,OP-SOP-003,False,
2026-10-31,Blow Molding,ISBM-008,M-SOP-019,WO-7274,FR-019-PET-750,LOTE-M-SOP-019-5412,16:29:43,06:07:57,8781,7556,167,OP-SOP-003,False,
2026-11-01,Blow Molding,ISBM-008,M-SOP-016,WO-7275,FR-016-HDPE-600,LOTE-M-SOP-016-5413,07:40:39,01:37:48,9808,7701,120,OP-SOP-001,False,
2026-11-02,Blow Molding,ISBM-008,M-SOP-016,WO-7276,FR-016-HDPE-600,LOTE-M-SOP-016-5414,02:38:34,22:25:06,11238,9399,230,OP-SOP-002,False,
2026-11-03,Blow Molding,ISBM-008,M-SOP-019,WO-7277,FR-019-rPET-750,LOTE-M-SOP-019-5415,00:19:35,19:24:08,12142,10767,194,OP-SOP-001,False,
2026-11-03,Blow Molding,ISBM-008,M-SOP-019,WO-7278,FR-019-HDPE-PCR-750,LOTE-M-SOP-019-5416,19:32:27,09:23:21,8664,7706,175,OP-SOP-002,False,
2026-11-04,Blow Molding,ISBM-008,M-SOP-016,WO-7279,FR-016-HDPE-600,LOTE-M-SOP-016-5417,11:53:00,08:12:50,12870,11401,221,OP-SOP-003,False,
2026-11-05,Blow Molding,ISBM-008,M-SOP-016,WO-7280,FR-016-HDPE-600,LOTE-M-SOP-016-5417,08:56:00,03:55:21,9171,6029,113,OP-SOP-004,False,
2026-11-06,Blow Molding,ISBM-008,M-SOP-022,WO-7281,FR-022-rPET-1000,LOTE-M-SOP-022-5418,05:42:41,01:56:19,9386,8365,129,OP-SOP-001,False,
2026-11-07,Blow Molding,ISBM-008,M-SOP-022,WO-7282,FR-022-rPET-1000,LOTE-M-SOP-022-5418,02:38:12,17:07:29,6702,6848,129,OP-SOP-002,False,
2026-11-07,Blow Molding,ISBM-008,M-SOP-022,WO-7283,FR-022-rPET-1000,LOTE-M-SOP-022-5418,18:12:02,16:24:08,7970,5009,116,OP-SOP-001,False,
2026-11-08,Blow Molding,ISBM-008,M-SOP-016,WO-7284,FR-016-HDPE-600,LOTE-M-SOP-016-5419,17:52:57,12:35:24,10894,9135,254,OP-SOP-001,False,
2026-11-09,Blow Molding,ISBM-008,M-SOP-016,WO-7285,FR-016-HDPE-600,LOTE-M-SOP-016-5419,12:53:16,02:45:46,7813,6349,130,OP-SOP-003,False,
2026-11-10,Blow Molding,ISBM-008,M-SOP-019,WO-7286,FR-019-PET-750,LOTE-M-SOP-019-5420,03:56:03,19:21:47,8547,6588,114,OP-SOP-004,False,
2026-11-10,Blow Molding,ISBM-008,M-SOP-019,WO-7287,FR-019-PET-750,LOTE-M-SOP-019-5420,19:49:57,06:57:53,6629,5427,101,OP-SOP-001,False,
2026-11-11,Blow Molding,ISBM-008,M-SOP-019,WO-7288,FR-019-PET-750,LOTE-M-SOP-019-5420,07:25:40,05:20:13,10088,5187,82,OP-SOP-004,False,
2026-11-12,Blow Molding,ISBM-008,M-SOP-019,WO-7289,FR-019-HDPE-600,LOTE-M-SOP-019-5421,06:01:08,15:52:44,5005,3131,65,OP-SOP-002,False,
2026-11-12,Blow Molding,ISBM-008,M-SOP-019,WO-7290,FR-019-PET-600,LOTE-M-SOP-019-5422,16:36:20,08:30:39,9314,7679,171,OP-SOP-003,False,
2026-11-13,Blow Molding,ISBM-008,M-SOP-019,WO-7291,FR-019-PET-600,LOTE-M-SOP-019-5422,08:59:46,21:28:42,7592,6432,151,OP-SOP-004,False,
2026-11-13,Blow Molding,ISBM-008,M-SOP-019,WO-7292,FR-019-PET-600,LOTE-M-SOP-019-5422,22:13:47,10:15:25,7806,7332,148,OP-SOP-003,False,
2026-11-14,Blow Molding,ISBM-008,M-SOP-019,WO-7293,FR-019-MDPE-750,LOTE-M-SOP-019-5423,10:44:00,23:33:10,8235,7450,108,OP-SOP-003,False,
2026-11-14,Blow Molding,ISBM-008,M-SOP-019,WO-7294,FR-019-rPET-750,LOTE-M-SOP-019-5424,23:59:25,11:08:46,6649,5468,97,OP-SOP-003,False,
2026-11-15,Blow Molding,ISBM-008,M-SOP-019,WO-7295,FR-019-rPET-750,LOTE-M-SOP-019-5424,12:08:32,02:28:15,8918,6893,141,OP-SOP-004,False,
2026-11-16,Blow Molding,ISBM-008,M-SOP-019,WO-7296,FR-019-MDPE-750,LOTE-M-SOP-019-5425,02:40:30,15:53:09,8144,7106,141,OP-SOP-003,False,
2026-11-16,Blow Molding,ISBM-008,M-SOP-016,WO-7297,FR-016-HDPE-600,LOTE-M-SOP-016-5426,17:47:53,10:02:22,8677,6352,96,OP-SOP-004,False,
2026-11-17,Blow Molding,ISBM-008,M-SOP-016,WO-7298,FR-016-HDPE-600,LOTE-M-SOP-016-5426,10:47:47,21:18:38,6402,5990,86,OP-SOP-003,False,
2026-11-17,Blow Molding,ISBM-008,M-SOP-022,WO-7299,FR-022-PETG-1000,LOTE-M-SOP-022-5427,23:12:27,08:32:41,4037,3256,64,OP-SOP-003,False,
2026-11-18,Blow Molding,ISBM-008,M-SOP-016,WO-7300,FR-016-HDPE-600,LOTE-M-SOP-016-5428,09:18:50,03:58:06,10686,8783,166,OP-SOP-001,False,
2026-11-19,Blow Molding,ISBM-008,M-SOP-019,WO-7301,FR-019-HDPE-750,LOTE-M-SOP-019-5429,06:33:28,23:34:02,10647,9889,183,OP-SOP-004,False,
2026-11-20,Blow Molding,ISBM-008,M-SOP-016,WO-7302,FR-016-HDPE-600,LOTE-M-SOP-016-5430,01:34:11,01:04:11,13741,11058,257,OP-SOP-003,False,
2026-11-21,Blow Molding,ISBM-008,M-SOP-016,WO-7303,FR-016-HDPE-600,LOTE-M-SOP-016-5430,01:54:44,20:51:27,9990,7483,157,OP-SOP-001,False,
2026-11-21,Blow Molding,ISBM-008,M-SOP-022,WO-7304,FR-022-PVC-1000,LOTE-M-SOP-022-5431,23:35:34,18:55:49,7633,5716,198,OP-SOP-004,False,
2026-11-22,Blow Molding,ISBM-008,M-SOP-016,WO-7305,FR-016-HDPE-600,LOTE-M-SOP-016-5432,20:46:23,08:53:54,7468,5784,-121,OP-SOP-001,False,
2026-11-23,Blow Molding,ISBM-008,M-SOP-019,WO-7306,FR-019-rPET-600,LOTE-M-SOP-019-5433,11:26:27,02:19:13,9392,8332,108,OP-SOP-004,False,
2026-11-24,Blow Molding,ISBM-008,M-SOP-022,WO-7307,FR-022-PP-PCR-1000,LOTE-M-SOP-022-5434,04:41:50,22:10:25,7096,5236,86,OP-SOP-004,False,
2026-11-24,Blow Molding,ISBM-008,M-SOP-019,WO-7308,FR-019-PETG-750,LOTE-M-SOP-019-5435,23:45:03,13:20:18,8612,8291,182,OP-SOP-002,False,
2026-11-25,BLOW MOLDING,ISBM-008,M-SOP-019,WO-7309,FR-019-rPET-600,LOTE-M-SOP-019-5436,14:12:06,04:42:18,6948,4474,121,OP-SOP-001,False,
2026-11-26,Blow Molding,ISBM-008,M-SOP-019,WO-7310,FR-019-rPET-600,LOTE-M-SOP-019-5436,05:24:37,03:02:03,13637,12742,235,OP-SOP-003,False,
2026-11-27,Blow Molding,ISBM-008,M-SOP-016,WO-7311,FR-016-HDPE-600,LOTE-M-SOP-016-5437,05:15:01,22:16:48,10861,10568,199,OP-SOP-002,False,
2026-11-27,Blow Molding,ISBM-008,M-SOP-016,WO-7312,FR-016-HDPE-600,LOTE-M-SOP-016-5437,23:22:42,17:53:15,11732,9696,245,OP-SOP-003,False,
2026-11-28,Blow Molding,ISBM-008,M-SOP-016,WO-7313,FR-016-HDPE-600,LOTE-M-SOP-016-5438,18:04:09,14:08:15,12889,11274,205,OP-SOP-002,False,
2026-11-29,Blow Molding,ISBM-008,M-SOP-016,WO-7314,FR-016-HDPE-600,LOTE-M-SOP-016-5439,14:44:55,10:03:09,12395,11186,143,OP-SOP-002,False,
2026-11-30,Blow Molding,ISBM-008,M-SOP-016,WO-7315,FR-016-HDPE-600,LOTE-M-SOP-016-5439,11:11:48,23:13:24,7604,7200,128,OP-SOP-001,False,
2026-12-01,Blow Molding,ISBM-008,M-SOP-022,WO-7316,FR-022-HDPE-1000,LOTE-M-SOP-022-5440,01:13:31,22:26:53,10046,9733,198,OP-SOP-003,False,
2026-12-02,Blow Molding,ISBM-008,M-SOP-016,WO-7317,FR-016-HDPE-600,LOTE-M-SOP-016-5441,01:04:30,13:27:45,7884,7037,115,OP-SOP-002,False,
2026-12-02,Blow Molding,ISBM-008,M-SOP-022,WO-7318,FR-022-PVC-1000,LOTE-M-SOP-022-5442,14:41:44,03:23:41,5880,5128,174,OP-SOP-003,False,
2026-12-03,Blow Molding,ISBM-008,M-SOP-022,WO-7319,FR-022-PVC-1000,LOTE-M-SOP-022-5442,04:15:50,19:54:34,5852,4110,147,OP-SOP-002,False,
2026-12-03,Blow Molding,ISBM-008,M-SOP-022,WO-7320,FR-022-PVC-1000,LOTE-M-SOP-022-5442,20:48:47,12:17:53,6631,5913,137,OP-SOP-004,False,
2026-12-04,Blow Molding,ISBM-008,M-SOP-016,WO-7321,FR-016-HDPE-600,LOTE-M-SOP-016-5443,13:25:29,10:44:24,10634,7255,159,OP-SOP-003,False,
2026-12-05,Blow Molding,ISBM-008,M-SOP-016,WO-7322,FR-016-HDPE-600,LOTE-M-SOP-016-5443,11:08:26,01:10:31,7572,5248,85,OP-SOP-001,False,
2026-12-06,Blow Molding,ISBM-008,M-SOP-016,WO-7323,FR-016-HDPE-600,LOTE-M-SOP-016-5443,01:47:23,21:37:23,11193,8170,150,OP-SOP-003,False,
2026-12-07,Blow Molding,ISBM-008,M-SOP-019,WO-7324,FR-019-PET-600,LOTE-M-SOP-019-5444,00:10:28,13:19:32,8027,7882,143,OP-SOP-001,False,
2026-12-07,Blow Molding,ISBM-008,M-SOP-022,WO-7325,FR-022-rPET-1000,LOTE-M-SOP-022-5445,15:37:35,03:05:01,4930,4255,105,OP-SOP-004,False,
2026-12-08,Blow Molding,ISBM-008,M-SOP-022,WO-7326,FR-022-rPET-1000,LOTE-M-SOP-022-5445,03:12:51,21:04:01,6327,3896,74,OP-SOP-002,False,
2026-12-08,Blow Molding,ISBM-008,M-SOP-022,WO-7327,FR-022-rPET-1000,LOTE-M-SOP-022-5445,21:55:06,21:06:23,8516,5824,124,OP-SOP-001,False,
2026-12-09,Blow Molding,ISBM-008,M-SOP-016,WO-7328,FR-016-HDPE-600,LOTE-M-SOP-016-5446,22:43:07,19:48:28,8274,2482,47,OP-SOP-004,False,
2026-12-10,Blow Molding,ISBM-008,M-SOP-016,WO-7329,FR-016-HDPE-600,LOTE-M-SOP-016-5446,20:16:24,14:58:16,11823,10553,279,OP-SOP-003,False,
2026-12-11,Blow Molding,ISBM-008,M-SOP-016,WO-7330,FR-016-HDPE-600,LOTE-M-SOP-016-5447,15:16:02,11:35:19,10159,6444,157,OP-SOP-004,False,
2026-12-12,Blow Molding,ISBM-008,M-SOP-022,WO-7331,FR-022-HDPE-1000,LOTE-M-SOP-022-5448,13:42:37,04:34:04,6360,5374,78,OP-SOP-001,False,
2026-12-13,Blow Molding,ISBM-008,M-SOP-016,WO-7332,FR-016-HDPE-600,LOTE-M-SOP-016-5449,06:05:50,00:38:08,9236,6476,92,OP-SOP-004,False,
2026-12-14,Blow Molding,ISBM-008,M-SOP-022,WO-7333,FR-022-PETG-1000,LOTE-M-SOP-022-5450,02:49:48,19:38:27,7011,5818,92,OP-SOP-004,False,
2026-12-14,Blow Molding,ISBM-008,M-SOP-022,WO-7334,FR-022-PETG-1000,LOTE-M-SOP-022-5450,19:57:04,06:36:39,4916,4336,102,OP-SOP-003,False,
2026-12-15,  Blow Molding  ,ISBM-008,M-SOP-019,WO-7335,FR-019-rPET-600,LOTE-M-SOP-019-5451,08:46:39,22:34:14,8729,8050,167,OP-SOP-003,False,
2026-12-15,Blow Molding,ISBM-008,M-SOP-022,WO-7336,FR-022-MDPE-1000,LOTE-M-SOP-022-5452,23:55:23,11:03:19,5220,4807,79,OP-SOP-001,False,
2026-12-16,Blow Molding,ISBM-008,M-SOP-022,WO-7337,FR-022-MDPE-1000,LOTE-M-SOP-022-5452,11:29:44,22:53:27,5248,4873,76,OP-SOP-003,False,
2026-12-16,Blow Molding,ISBM-008,M-SOP-022,WO-7338,FR-022-PETG-1000,LOTE-M-SOP-022-5453,23:39:49,10:56:31,4536,3703,65,OP-SOP-004,False,
2026-12-17,blow molding,ISBM-008,M-SOP-022,WO-7339,FR-022-PETG-1000,LOTE-M-SOP-022-5453,12:04:30,22:34:55,4826,4389,63,OP-SOP-001,False,
2026-12-17,Blow Molding,ISBM-008,M-SOP-022,WO-7340,FR-022-PETG-1000,LOTE-M-SOP-022-5453,23:22:58,13:24:23,5856,5151,101,OP-SOP-002,False,
2026-12-18,Blow Molding,ISBM-008,M-SOP-016,WO-7341,FR-016-HDPE-600,LOTE-M-SOP-016-5454,14:06:57,08:58:27,10861,8431,213,OP-SOP-001,False,
2026-12-19,Blow Molding,ISBM-008,M-SOP-022,WO-7342,FR-022-PETG-1000,LOTE-M-SOP-022-5455,10:08:10,22:00:58,4940,4033,82,OP-SOP-003,False,
2026-12-19,Blow Molding,ISBM-008,M-SOP-022,WO-7343,FR-022-PETG-1000,LOTE-M-SOP-022-5455,22:40:49,12:37:28,6236,5478,112,OP-SOP-004,False,
2026-12-20,Blow Molding,ISBM-008,M-SOP-019,WO-7344,FR-019-PP-750,LOTE-M-SOP-019-5456,14:59:28,00:47:16,5550,4685,164,OP-SOP-003,False,
2026-12-21,Blow Molding,ISBM-008,M-SOP-019,WO-7345,FR-019-PET-750,LOTE-M-SOP-019-5457,01:47:57,20:30:25,9249,5418,107,OP-SOP-003,False,
2026-12-21,Blow Molding,ISBM-008,M-SOP-019,WO-7346,FR-019-PET-750,LOTE-M-SOP-019-5457,21:31:19,10:08:05,8014,7573,179,OP-SOP-001,False,
2026-12-22,Blow Molding,ISBM-008,M-SOP-019,WO-7347,FR-019-HDPE-600,LOTE-M-SOP-019-5458,10:24:39,05:36:48,12356,12377,249,OP-SOP-001,False,
2026-12-23,Blow Molding,ISBM-008,M-SOP-019,WO-7348,FR-019-HDPE-600,LOTE-M-SOP-019-5458,06:38:31,14:57:33,4946,4040,55,OP-SOP-001,False,
2026-12-23,Blow Molding,ISBM-008,M-SOP-016,WO-7349,FR-016-HDPE-600,LOTE-M-SOP-016-5459,16:12:51,02:25:36,6571,6559,124,OP-SOP-001,False,
2026-12-24,Blow Molding,ISBM-008,M-SOP-019,WO-7350,FR-019-HDPE-PCR-750,LOTE-M-SOP-019-5460,03:26:38,20:43:02,11115,9891,214,OP-SOP-004,False,
2026-12-24,Blow Molding,ISBM-008,M-SOP-019,WO-7351,FR-019-HDPE-PCR-750,LOTE-M-SOP-019-5460,21:17:09,14:42:38,10133,7840,154,OP-SOP-002,False,
2026-12-25,Blow Molding,ISBM-008,M-SOP-019,WO-7352,FR-019-HDPE-PCR-750,LOTE-M-SOP-019-5460,14:57:51,11:18:34,12109,9874,242,OP-SOP-003,False,
2026-12-26,Blow Molding,ISBM-008,M-SOP-019,WO-7353,FR-019-HDPE-750,LOTE-M-SOP-019-5461,12:11:11,01:37:49,8521,6799,126,OP-SOP-004,False,
2026-12-27,Blow Molding,ISBM-008,M-SOP-019,WO-7354,FR-019-HDPE-750,LOTE-M-SOP-019-5461,02:28:52,14:55:44,7813,6746,132,OP-SOP-003,False,
2026-12-27,Blow Molding,ISBM-008,M-SOP-022,WO-7355,FR-022-PP-PCR-1000,LOTE-M-SOP-022-5462,16:24:14,01:42:31,3662,2737,57,OP-SOP-001,False,
2026-12-28,Blow Molding,ISBM-008,M-SOP-022,WO-7356,FR-022-PP-PCR-1000,LOTE-M-SOP-022-5462,02:13:21,15:09:01,6075,5554,110,OP-SOP-004,False,
2026-12-28,Blow Molding,ISBM-008,M-SOP-016,WO-7357,FR-016-HDPE-600,LOTE-M-SOP-016-5463,17:23:05,10:57:54,10790,9805,231,OP-SOP-004,False,
2026-12-29,Blow Molding,ISBM-008,M-SOP-016,WO-7358,FR-016-HDPE-600,LOTE-M-SOP-016-5463,11:26:37,03:29:01,9223,7177,122,OP-SOP-002,False,
2026-12-30,Blow Molding,ISBM-008,M-SOP-016,WO-7359,FR-016-HDPE-600,LOTE-M-SOP-016-5463,04:26:23,20:10:57,10101,10293,245,OP-SOP-003,False,
2026-12-30,Blow Molding,ISBM-008,M-SOP-016,WO-7360,FR-016-HDPE-600,LOTE-M-SOP-016-5464,21:18:16,14:42:13,10907,9955,236,OP-SOP-002,False,
2025-07-03,Blow Molding,ISBM-003,M-SOP-021,WO-16087,FR-021-rPET-750,LOTE-M-SOP-021-7784,02:56:32,21:20:41,5546,5546,281,OP-SOP-001,True,LOTE-M-SOP-021-2890
2026-02-03,Blow Molding,ISBM-007,M-SOP-020,WO-16088,FR-020-HDPE-750,LOTE-M-SOP-020-7785,07:01:04,22:55:04,9383,9383,158,OP-SOP-004,True,LOTE-M-SOP-020-4751
2025-12-29,Blow Molding,ISBM-001,M-SOP-007,WO-16089,FR-007-PVC-350,LOTE-M-SOP-007-7786,19:39:23,12:48:34,19480,19480,224,OP-SOP-001,True,LOTE-M-SOP-007-2146
2025-07-01,Injection Molding,IM-001,M-INJ-001,WO-7361,TR-001-PP-PCR-24410,LOTE-M-INJ-001-5465,00:36:00,13:11:29,15733,13077,129,OP-INJ-003,False,
2025-07-01,Injection Molding,IM-001,M-INJ-001,WO-7362,TR-001-PP-PCR-24410,LOTE-M-INJ-001-5465,14:17:40,05:12:33,17085,14192,283,OP-INJ-001,False,
2025-07-02,Injection Molding,IM-001,M-INJ-001,WO-7363,TR-001-PP-PCR-24410,LOTE-M-INJ-001-5466,06:22:09,03:19:25,23740,19180,190,AUX-INJ-001,False,
2025-07-03,Injection Molding,IM-001,M-INJ-001,WO-7364,TR-001-HDPE-24410,LOTE-M-INJ-001-5467,04:19:44,20:41:57,17569,12804,232,OP-INJ-002,False,
2025-07-03,Injection Molding,IM-001,M-INJ-001,WO-7365,TR-001-PETG-24410,LOTE-M-INJ-001-5468,21:48:32,11:11:22,12150,6470,150,OP-INJ-001,False,
2025-07-04,Injection Molding,IM-001,M-INJ-001,WO-7366,TR-001-PETG-24410,LOTE-M-INJ-001-5469,12:11:33,02:21:55,15478,12655,219,AUX-INJ-001,False,
2025-07-05,Injection Molding,IM-001,M-INJ-001,WO-7367,TR-001-PETG-24410,LOTE-M-INJ-001-5469,03:24:43,19:17:36,19826,18903,366,AUX-INJ-001,False,
2025-07-05,Injection Molding,IM-001,M-INJ-001,WO-7368,TR-001-PETG-24410,LOTE-M-INJ-001-5469,20:09:25,10:40:50,17939,15411,331,OP-INJ-001,False,
2025-07-06,Injection Molding,IM-001,M-INJ-001,WO-7369,TR-001-HDPE-24410,LOTE-M-INJ-001-5470,11:07:17,02:36:43,19316,19826,327,OP-INJ-002,False,
2025-07-07,Injection Molding,IM-001,M-INJ-001,WO-7370,TR-001-PP-PCR-24410,LOTE-M-INJ-001-5471,02:54:36,10:32:38,9320,7588,120,AUX-INJ-001,False,
2025-07-07,Injection Molding,IM-001,M-INJ-001,WO-7371,TR-001-PP-PCR-24410,LOTE-M-INJ-001-5471,11:02:48,07:12:24,25423,23791,365,OP-INJ-002,False,
2025-07-08,Injection Molding,IM-001,M-INJ-001,WO-7372,TR-001-PP-PCR-24410,LOTE-M-INJ-001-5471,07:28:34,01:01:08,21917,19956,278,OP-INJ-002,False,
2025-07-09,  Injection Molding  ,IM-001,M-INJ-001,WO-7373,TR-001-PP-PCR-24410,LOTE-M-INJ-001-5472,01:49:34,17:47:45,17569,13997,227,AUX-INJ-001,False,
2025-07-09,Injection Molding,IM-001,M-INJ-001,WO-7374,TR-001-HDPE-24410,LOTE-M-INJ-001-5473,18:48:21,08:47:42,14866,10269,200,AUX-INJ-001,False,
2025-07-10,Injection Molding,IM-001,M-INJ-001,WO-7375,TR-001-HDPE-24410,LOTE-M-INJ-001-5473,09:52:54,22:32:07,15478,14509,199,OP-INJ-001,False,
2025-07-10,Injection Molding,IM-001,M-INJ-001,WO-7376,TR-001-PP-24410,LOTE-M-INJ-001-5474,23:39:18,16:19:13,20718,19587,677,OP-INJ-002,False,
2025-07-11,Injection Molding,IM-001,M-INJ-001,WO-7377,TR-001-HDPE-24410,LOTE-M-INJ-001-5475,17:23:09,05:12:43,13833,11230,206,OP-INJ-001,False,
2025-07-12,Injection Molding,IM-001,M-INJ-001,WO-7378,TR-001-HDPE-24410,LOTE-M-INJ-001-5476,06:00:47,22:37:00,18462,14779,242,AUX-INJ-001,False,
2025-07-12,Injection Molding,IM-001,M-INJ-001,WO-7379,TR-001-HDPE-24410,LOTE-M-INJ-001-5476,23:18:31,15:17:16,19596,19290,286,OP-INJ-002,False,
2025-07-13,Injection Molding,IM-001,M-INJ-001,WO-7380,TR-001-HDPE-24410,LOTE-M-INJ-001-5476,16:24:16,10:35:50,22962,20423,499,AUX-INJ-001,False,
2025-07-14,Injection Molding,IM-001,M-INJ-001,WO-7381,TR-001-PP-24410,LOTE-M-INJ-001-5477,11:12:00,03:01:00,19749,18633,247,OP-INJ-001,False,
2025-07-15,Injection Molding,IM-001,M-INJ-001,WO-7382,TR-001-PP-PCR-24410,LOTE-M-INJ-001-5478,03:42:53,23:21:16,22758,18833,311,OP-INJ-002,False,
2025-07-15,Injection Molding,IM-001,M-INJ-001,WO-7383,TR-001-PP-PCR-24410,LOTE-M-INJ-001-5478,23:38:34,21:00:09,27080,23095,386,OP-INJ-001,False,
2025-07-16,Injection Molding,IM-001,M-INJ-001,WO-7384,TR-001-PP-PCR-24410,LOTE-M-INJ-001-5478,22:05:32,13:47:46,19239,15360,326,AUX-INJ-001,False,
2025-07-17,Injection Molding,IM-001,M-INJ-001,WO-7385,TR-001-PP-24410,LOTE-M-INJ-001-5479,14:31:13,03:29:32,16103,14004,328,AUX-INJ-001,False,
2025-07-18,Injection Molding,IM-001,M-INJ-001,WO-7386,TR-001-PP-24410,LOTE-M-INJ-001-5479,04:07:38,20:35:24,19864,15071,244,OP-INJ-002,False,
2025-07-18,Injection Molding,IM-001,M-INJ-001,WO-7387,TR-001-HDPE-24410,LOTE-M-INJ-001-5480,21:15:37,19:37:30,27782,23771,462,OP-INJ-003,False,
2025-07-19,Injection Molding,IM-001,M-INJ-001,WO-7388,TR-001-HDPE-24410,LOTE-M-INJ-001-5480,20:41:32,14:37:20,21598,19067,413,OP-INJ-001,False,
2025-07-20,Injection Molding,IM-001,M-INJ-001,WO-7389,TR-001-HDPE-24410,LOTE-M-INJ-001-5480,15:44:16,02:59:14,14075,11612,197,AUX-INJ-001,False,
2025-07-21,Injection Molding,IM-001,M-INJ-001,WO-7390,TR-001-HDPE-24410,LOTE-M-INJ-001-5481,03:50:22,01:38:55,25232,20490,407,AUX-INJ-001,False,
