WorkOrder,Process,MachineId,MoldId,ProductionDate,BarrelTemperatureC,InjectionSpeedPct,CoolingTimeSec,PackingPressureBar,MoldTemperatureC,MoldHumidityPct
WO-11545,Injection Molding,IM-006,M-INJ-009,2025-08-24,228.0,68.3,10.8,65.5,43.0,
WO-11546,Injection Molding,IM-006,M-INJ-006,2025-08-25,223.6,72.0,11.7,62.3,49.1,
WO-11547,Injection Molding,IM-006,M-INJ-009,2025-08-26,226.2,75.5,10.8,66.6,45.4,
WO-11548,injection molding,IM-006,M-INJ-009,2025-08-26,223.2,59.1,9.9,73.4,43.8,
WO-11549,Injection Molding,IM-006,M-INJ-006,2025-08-27,224.5,63.9,13.7,71.4,49.8,
WO-11550,Injection Molding,IM-006,M-INJ-006,2025-08-28,223.6,69.8,13.0,60.8,39.7,
WO-11551,  Injection Molding  ,IM-006,M-INJ-009,2025-08-29,224.4,63.1,13.5,76.7,43.2,
WO-11552,injection molding,IM-006,M-INJ-009,2025-08-29,225.7,74.5,10.6,63.4,42.6,
WO-11553,Injection Molding,IM-006,M-INJ-006,2025-08-30,225.1,72.6,8.5,66.0,43.6,
WO-11554,Injection Molding,IM-006,M-INJ-006,2025-08-30,226.3,71.2,11.9,69.2,47.3,
WO-11555,Injection Molding,IM-006,M-INJ-006,2025-08-31,223.3,73.0,11.9,61.6,39.2,
WO-11556,Injection Molding,IM-006,M-INJ-006,2025-09-01,221.9,75.6,9.6,62.2,41.5,
WO-11557,Injection Molding,IM-006,M-INJ-006,2025-09-01,224.3,73.6,11.1,61.4,42.2,
WO-11558,Injection Molding,IM-006,M-INJ-006,2025-09-02,220.1,72.6,12.4,59.1,43.9,
WO-11559,INJECTION MOLDING,IM-006,M-INJ-009,2025-09-03,224.7,64.8,12.5,66.3,42.3,
WO-11560,Injection Molding,IM-006,M-INJ-009,2025-09-03,223.0,67.5,11.9,68.6,46.6,
WO-11561,INJECTION MOLDING,IM-006,M-INJ-009,2025-09-04,225.7,72.8,9.9,64.7,45.0,
WO-11562,Injection Molding,IM-006,M-INJ-009,2025-09-05,225.1,72.1,9.5,63.0,42.1,
WO-11563,injection molding,IM-006,M-INJ-009,2025-09-05,226.6,74.9,10.4,70.7,42.1,
WO-11564,Injection Molding,IM-006,M-INJ-009,2025-09-06,228.2,72.6,12.3,65.9,44.7,
WO-11565,Injection Molding,IM-006,M-INJ-006,2025-09-07,224.2,69.6,9.0,65.5,46.6,
WO-11566,Injection Molding,IM-006,M-INJ-009,2025-09-07,222.9,71.2,11.7,64.0,47.3,
WO-11567,  Injection Molding  ,IM-006,M-INJ-009,2025-09-08,226.7,69.3,11.4,60.6,46.3,
WO-11568,Injection Molding,IM-006,M-INJ-009,2025-09-09,228.0,75.1,11.5,60.5,44.1,
WO-11569,Injection Molding,IM-006,M-INJ-009,2025-09-09,227.7,73.7,11.0,61.9,43.0,
WO-11570,Injection Molding,IM-006,M-INJ-009,2025-09-10,224.1,66.8,10.7,69.0,46.7,
WO-11571,injection molding,IM-006,M-INJ-006,2025-09-11,227.0,72.2,11.6,62.6,41.3,
WO-11572,Injection Molding,IM-006,M-INJ-006,2025-09-11,226.3,72.0,9.3,74.8,41.1,
WO-11573,injection molding,IM-006,M-INJ-006,2025-09-12,226.6,68.2,12.1,67.4,48.1,
WO-11574,Injection Molding,IM-006,M-INJ-006,2025-09-13,222.3,71.4,13.0,69.4,42.3,
WO-11575,Injection Molding,IM-006,M-INJ-009,2025-09-13,226.7,67.9,11.6,61.3,43.1,
WO-11576,Injection Molding,IM-006,M-INJ-009,2025-09-14,227.6,68.8,10.9,62.1,43.5,
WO-11577,Injection Molding,IM-006,M-INJ-006,2025-09-15,225.6,80.4,11.8,77.5,46.9,
WO-11578,Injection Molding,IM-006,M-INJ-006,2025-09-16,223.4,71.0,12.4,71.1,45.2,
WO-11579,Injection Molding,IM-006,M-INJ-006,2025-09-16,224.8,69.1,10.5,64.2,44.7,
WO-11580,Injection Molding,IM-006,M-INJ-006,2025-09-17,223.6,62.7,9.6,56.6,37.7,
WO-11581,Injection Molding,IM-006,M-INJ-006,2025-09-18,226.3,74.9,11.8,56.8,46.6,
WO-11582,Injection Molding,IM-006,M-INJ-006,2025-09-19,225.2,74.1,10.8,72.8,41.7,
WO-11583,Injection Molding,IM-006,M-INJ-006,2025-09-19,225.6,65.3,10.4,65.0,41.0,
WO-11584,Injection Molding,IM-006,M-INJ-006,2025-09-20,226.3,70.2,9.9,64.0,37.1,
WO-11585,Injection Molding,IM-006,M-INJ-006,2025-09-21,226.1,74.6,8.9,68.1,38.6,
WO-11586,Injection Molding,IM-006,M-INJ-009,2025-09-22,225.8,68.3,13.1,65.2,51.9,
WO-11587,Injection Molding,IM-006,M-INJ-009,2025-09-22,224.3,67.9,10.4,71.2,45.1,
WO-11588,Injection Molding,IM-006,M-INJ-009,2025-09-23,224.3,78.3,11.0,67.6,49.8,
WO-11589,Injection Molding,IM-006,M-INJ-009,2025-09-24,226.4,73.8,10.9,69.5,46.2,
WO-11590,Injection Molding,IM-006,M-INJ-009,2025-09-24,227.6,74.2,12.7,71.2,39.5,
WO-11591,  Injection Molding  ,IM-006,M-INJ-006,2025-09-25,226.8,76.0,12.0,75.3,43.0,
WO-11592,Injection Molding,IM-006,M-INJ-009,2025-09-25,227.7,68.4,10.0,64.7,48.7,
WO-11593,Injection Molding,IM-006,M-INJ-009,2025-09-26,226.1,64.3,10.9,56.9,37.9,
WO-11594,Injection Molding,IM-006,M-INJ-009,2025-09-26,222.6,65.7,12.0,65.0,50.7,
WO-11595,Injection Molding,IM-006,M-INJ-009,2025-09-27,222.3,68.2,10.6,63.5,48.2,
WO-11596,Injection Molding,IM-006,M-INJ-009,2025-09-28,226.2,76.6,10.3,61.4,41.5,
WO-11597,Injection Molding,IM-006,M-INJ-009,2025-09-28,227.1,73.4,9.6,62.4,42.8,
WO-11598,Injection Molding,IM-006,M-INJ-009,2025-09-29,224.2,71.5,10.9,62.4,46.0,
WO-11599,Injection Molding,IM-006,M-INJ-009,2025-09-29,226.5,69.3,11.9,64.7,46.8,
WO-11600,Injection Molding,IM-006,M-INJ-009,2025-09-30,224.1,64.8,12.6,67.3,47.6,
WO-11601,Injection Molding,IM-006,M-INJ-009,2025-09-30,228.7,83.5,12.2,63.8,47.6,
WO-11602,Injection Molding,IM-006,M-INJ-006,2025-10-01,227.7,70.0,11.8,64.4,44.8,
WO-11603,Injection Molding,IM-006,M-INJ-009,2025-10-02,227.0,64.3,11.5,77.6,46.1,
WO-11604,Injection Molding,IM-006,M-INJ-009,2025-10-02,220.2,67.4,9.5,67.6,49.7,
WO-11605,Injection Molding,IM-006,M-INJ-009,2025-10-03,225.1,74.9,10.7,73.5,44.4,
WO-11606,injection molding,IM-006,M-INJ-006,2025-10-03,224.7,71.2,11.3,68.2,47.8,
WO-11607,Injection Molding,IM-006,M-INJ-009,2025-10-04,222.9,66.6,11.2,57.6,47.1,
WO-11608,INJECTION MOLDING,IM-006,M-INJ-009,2025-10-04,224.2,73.6,12.2,67.6,41.4,
WO-11609,Injection Molding,IM-006,M-INJ-006,2025-10-05,228.5,74.6,9.5,63.2,43.8,
WO-11610,Injection Molding,IM-006,M-INJ-006,2025-10-06,225.0,71.1,11.7,76.5,44.0,
WO-11611,Injection Molding,IM-006,M-INJ-006,2025-10-06,221.8,68.7,10.7,53.8,53.5,
WO-11612,Injection Molding,IM-006,M-INJ-009,2025-10-07,226.3,60.0,9.4,57.5,43.6,
WO-11613,Injection Molding,IM-006,M-INJ-009,2025-10-08,225.3,70.0,13.6,74.5,38.8,
WO-11614,Injection Molding,IM-006,M-INJ-006,2025-10-08,222.1,72.5,10.9,69.3,44.4,
WO-11615,Injection Molding,IM-006,M-INJ-006,2025-10-09,225.7,72.4,9.2,60.7,47.6,
WO-11616,Injection Molding,IM-006,M-INJ-009,2025-10-10,227.3,65.5,12.4,70.7,41.7,
WO-11617,Injection Molding,IM-006,M-INJ-006,2025-10-10,224.7,74.6,11.6,65.8,49.9,
WO-11618,Injection Molding,IM-006,M-INJ-006,2025-10-11,225.8,73.3,12.8,63.2,44.4,
WO-11619,Injection Molding,IM-006,M-INJ-006,2025-10-12,225.3,69.5,12.1,65.3,45.3,
WO-11620,Injection Molding,IM-006,M-INJ-009,2025-10-12,222.5,64.3,12.2,67.6,48.7,
WO-11621,Injection Molding,IM-006,M-INJ-009,2025-10-13,226.7,70.4,14.0,60.5,46.1,
WO-11622,Injection Molding,IM-006,M-INJ-009,2025-10-14,228.4,67.3,11.5,71.0,46.4,
WO-11623,INJECTION MOLDING,IM-006,M-INJ-009,2025-10-15,226.6,60.8,11.3,67.7,44.5,
WO-11624,Injection Molding,IM-006,M-INJ-006,2025-10-16,226.3,62.8,9.3,61.7,43.9,
WO-11625,Injection Molding,IM-006,M-INJ-006,2025-10-16,222.3,70.0,10.2,69.0,47.9,
WO-11626,Injection Molding,IM-006,M-INJ-006,2025-10-17,230.4,76.2,11.0,64.9,49.8,
WO-11627,Injection Molding,IM-006,M-INJ-006,2025-10-18,225.3,72.5,11.8,61.4,51.0,
WO-11628,INJECTION MOLDING,IM-006,M-INJ-009,2025-10-18,224.9,71.1,8.8,62.3,48.1,
WO-11629,Injection Molding,IM-006,M-INJ-009,2025-10-19,223.1,64.6,14.4,62.5,42.0,
WO-11630,Injection Molding,IM-006,M-INJ-006,2025-10-20,224.2,66.8,9.6,68.4,49.2,
WO-11631,Injection Molding,IM-006,M-INJ-006,2025-10-20,223.9,72.5,11.2,56.6,41.1,
WO-11632,  Injection Molding  ,IM-006,M-INJ-009,2025-10-21,227.8,61.0,10.5,58.7,39.2,
WO-11633,Injection Molding,IM-006,M-INJ-009,2025-10-22,225.7,71.6,9.5,70.0,40.3,
WO-11634,Injection Molding,IM-006,M-INJ-009,2025-10-22,224.6,65.9,13.1,46.8,43.0,
WO-11635,Injection Molding,IM-006,M-INJ-006,2025-10-23,222.8,69.2,9.6,58.1,40.7,
WO-11636,Injection Molding,IM-006,M-INJ-006,2025-10-24,226.0,69.9,11.3,62.7,46.3,
WO-11637,Injection Molding,IM-006,M-INJ-006,2025-10-24,224.6,72.9,12.1,58.1,46.2,
WO-11638,Injection Molding,IM-006,M-INJ-009,2025-10-25,226.6,71.6,11.4,69.4,48.0,
WO-11639,Injection Molding,IM-006,M-INJ-009,2025-10-26,225.4,68.4,12.3,59.2,43.6,
WO-11640,Injection Molding,IM-006,M-INJ-006,2025-10-26,222.7,69.8,10.8,69.2,45.7,
WO-11641,Injection Molding,IM-006,M-INJ-006,2025-10-27,222.1,69.0,12.5,64.5,40.5,
WO-11642,Injection Molding,IM-006,M-INJ-006,2025-10-28,225.8,68.5,12.0,63.1,46.4,
WO-11643,Injection Molding,IM-006,M-INJ-009,2025-10-29,226.0,75.6,10.1,71.6,48.9,
WO-11644,Injection Molding,IM-006,M-INJ-009,2025-10-29,226.4,67.7,10.8,66.5,46.2,
WO-11645,Injection Molding,IM-006,M-INJ-009,2025-10-30,223.5,64.6,12.1,61.8,45.0,
WO-11646,Injection Molding,IM-006,M-INJ-006,2025-10-31,220.8,73.0,14.1,56.2,47.9,
WO-11647,Injection Molding,IM-006,M-INJ-006,2025-10-31,227.3,77.3,12.3,65.8,44.1,
WO-11648,Injection Molding,IM-006,M-INJ-006,2025-11-01,225.2,69.3,8.4,67.0,42.5,
WO-11649,Injection Molding,IM-006,M-INJ-006,2025-11-02,224.7,71.6,12.5,72.4,40.5,
WO-11650,Injection Molding,IM-006,M-INJ-006,2025-11-03,223.7,66.9,11.2,57.3,44.8,
WO-11651,Injection Molding,IM-006,M-INJ-006,2025-11-03,226.7,72.3,13.2,72.3,47.7,
WO-11652,Injection Molding,IM-006,M-INJ-006,2025-11-04,227.0,68.7,10.7,70.7,47.0,
WO-11653,Injection Molding,IM-006,M-INJ-006,2025-11-05,225.4,67.5,10.5,68.1,44.4,
WO-11654,Injection Molding,IM-006,M-INJ-006,2025-11-05,222.9,68.9,10.6,76.4,44.7,
WO-11655,INJECTION MOLDING,IM-006,M-INJ-006,2025-11-06,223.0,73.0,10.2,66.1,44.8,
WO-11656,Injection Molding,IM-006,M-INJ-006,2025-11-06,221.8,70.2,11.1,72.2,40.9,
WO-11657,Injection Molding,IM-006,M-INJ-006,2025-11-07,226.6,67.2,11.0,63.9,49.2,
WO-11658,Injection Molding,IM-006,M-INJ-009,2025-11-08,224.8,67.8,10.4,58.9,43.9,
WO-11659,INJECTION MOLDING,IM-006,M-INJ-009,2025-11-09,221.4,73.6,12.1,57.7,41.5,
WO-11660,Injection Molding,IM-006,M-INJ-009,2025-11-09,224.8,67.4,10.7,68.3,44.5,
WO-11661,Injection Molding,IM-006,M-INJ-009,2025-11-10,228.3,70.3,12.3,66.6,46.3,
WO-11662,Injection Molding,IM-006,M-INJ-009,2025-11-10,225.8,65.5,10.6,62.6,45.1,
WO-11663,INJECTION MOLDING,IM-006,M-INJ-009,2025-11-11,226.6,65.0,11.1,62.1,40.2,
WO-11664,Injection Molding,IM-006,M-INJ-006,2025-11-12,225.3,73.6,10.7,57.0,47.6,
WO-11665,Injection Molding,IM-006,M-INJ-006,2025-11-12,225.5,66.9,11.3,64.0,41.9,
WO-11666,Injection Molding,IM-006,M-INJ-006,2025-11-13,225.4,66.7,12.1,73.2,46.4,
WO-11667,Injection Molding,IM-006,M-INJ-006,2025-11-14,223.4,69.3,12.2,61.4,46.2,
WO-11668,Injection Molding,IM-006,M-INJ-006,2025-11-14,224.7,69.3,10.1,60.9,46.9,
WO-11669,Injection Molding,IM-006,M-INJ-009,2025-11-15,221.8,71.0,11.2,63.7,45.9,
WO-11670,Injection Molding,IM-006,M-INJ-009,2025-11-16,223.3,73.3,12.4,64.6,45.3,
WO-11671,Injection Molding,IM-006,M-INJ-009,2025-11-16,228.7,67.2,11.6,63.4,44.1,
WO-11672,injection molding,IM-006,M-INJ-009,2025-11-17,225.9,74.9,10.9,75.9,43.8,
WO-11673,Injection Molding,IM-006,M-INJ-009,2025-11-18,228.8,74.5,11.4,63.0,44.4,
WO-11674,Injection Molding,IM-006,M-INJ-009,2025-11-18,222.1,66.4,10.2,63.0,41.2,
WO-11675,Injection Molding,IM-006,M-INJ-009,2025-11-19,225.4,65.8,12.4,67.5,45.9,
WO-11676,injection molding,IM-006,M-INJ-009,2025-11-20,227.4,64.9,11.4,67.2,49.8,
WO-11677,Injection Molding,IM-006,M-INJ-009,2025-11-21,224.9,64.6,11.1,61.0,42.1,
WO-11678,Injection Molding,IM-006,M-INJ-009,2025-11-22,226.1,71.8,10.5,62.2,48.9,
WO-11679,INJECTION MOLDING,IM-006,M-INJ-009,2025-11-22,225.1,73.0,11.9,72.8,43.2,
WO-11680,Injection Molding,IM-006,M-INJ-006,2025-11-23,224.5,78.2,7.8,60.5,45.0,
WO-11681,  Injection Molding  ,IM-006,M-INJ-006,2025-11-24,223.3,69.1,12.6,65.8,42.8,
WO-11682,INJECTION MOLDING,IM-006,M-INJ-006,2025-11-24,224.0,72.6,12.8,58.9,52.5,
WO-11683,Injection Molding,IM-006,M-INJ-006,2025-11-25,225.1,75.3,13.0,63.2,44.1,
WO-11684,Injection Molding,IM-006,M-INJ-009,2025-11-26,220.6,70.6,9.4,74.9,50.2,
WO-11685,Injection Molding,IM-006,M-INJ-009,2025-11-26,225.0,73.2,10.0,64.4,49.8,
WO-11686,Injection Molding,IM-006,M-INJ-009,2025-11-27,223.5,67.2,11.8,60.6,43.1,
WO-11687,Injection Molding,IM-006,M-INJ-009,2025-11-27,222.6,74.7,11.7,66.5,46.5,
WO-11688,Injection Molding,IM-006,M-INJ-009,2025-11-28,223.0,64.3,11.3,62.8,36.5,
WO-11689,Injection Molding,IM-006,M-INJ-006,2025-11-28,226.0,71.7,9.3,51.7,40.7,
WO-11690,Injection Molding,IM-006,M-INJ-006,2025-11-29,222.5,71.7,13.6,65.7,46.7,
WO-11691,Injection Molding,IM-006,M-INJ-006,2025-11-30,227.9,65.1,11.5,66.4,50.5,
WO-11692,Injection Molding,IM-006,M-INJ-009,2025-12-01,226.4,74.9,14.0,67.2,45.8,
WO-11693,Injection Molding,IM-006,M-INJ-009,2025-12-01,227.1,73.4,10.1,61.1,45.0,
WO-11694,Injection Molding,IM-006,M-INJ-009,2025-12-02,227.8,72.3,10.5,69.2,43.7,
WO-11695,Injection Molding,IM-006,M-INJ-009,2025-12-03,223.8,72.5,11.8,64.7,41.8,
WO-11696,Injection Molding,IM-006,M-INJ-009,2025-12-03,227.2,70.5,10.9,64.6,46.5,
WO-11697,Injection Molding,IM-006,M-INJ-006,2025-12-04,225.6,69.2,10.9,62.6,42.7,
WO-11698,Injection Molding,IM-006,M-INJ-006,2025-12-05,225.7,69.7,12.0,65.8,46.5,
WO-11699,Injection Molding,IM-006,M-INJ-006,2025-12-05,221.5,75.7,12.3,62.4,40.8,
WO-11700,Injection Molding,IM-006,M-INJ-006,2025-12-06,223.7,59.1,10.2,61.5,44.9,
WO-11701,Injection Molding,IM-006,M-INJ-006,2025-12-07,223.5,70.9,11.4,62.8,42.9,
WO-11702,Injection Molding,IM-006,M-INJ-009,2025-12-08,223.9,70.4,8.2,67.9,45.5,
WO-11703,Injection Molding,IM-006,M-INJ-009,2025-12-09,220.9,67.6,9.6,67.0,45.8,
WO-11704,injection molding,IM-006,M-INJ-009,2025-12-09,225.2,69.7,13.4,68.6,43.2,
WO-11705,Injection Molding,IM-006,M-INJ-006,2025-12-10,224.0,60.9,10.5,64.4,44.1,
WO-11706,Injection Molding,IM-006,M-INJ-006,2025-12-10,223.4,75.8,9.9,64.9,44.6,
WO-11707,Injection Molding,IM-006,M-INJ-006,2025-12-11,222.0,68.9,10.0,60.7,46.0,
WO-11708,Injection Molding,IM-006,M-INJ-006,2025-12-12,222.6,70.3,12.2,67.4,48.6,
WO-11709,Injection Molding,IM-006,M-INJ-006,2025-12-12,225.6,77.4,9.8,69.6,48.8,
WO-11710,Injection Molding,IM-006,M-INJ-006,2025-12-13,225.4,71.1,11.1,55.1,46.5,
WO-11711,Injection Molding,IM-006,M-INJ-006,2025-12-13,227.9,69.6,9.8,67.0,44.9,
WO-11712,INJECTION MOLDING,IM-006,M-INJ-006,2025-12-14,227.2,75.0,11.6,61.0,44.9,
WO-11713,Injection Molding,IM-006,M-INJ-006,2025-12-15,226.2,70.3,10.6,61.2,46.8,
WO-11714,Injection Molding,IM-006,M-INJ-006,2025-12-15,220.7,70.6,11.2,62.5,43.7,
WO-11715,Injection Molding,IM-006,M-INJ-006,2025-12-16,222.9,74.8,10.6,63.3,46.8,
WO-11716,Injection Molding,IM-006,M-INJ-006,2025-12-17,225.8,67.6,13.2,60.6,43.9,
WO-11717,Injection Molding,IM-006,M-INJ-009,2025-12-18,224.3,78.0,11.4,62.3,42.7,
WO-11718,  Injection Molding  ,IM-006,M-INJ-009,2025-12-18,225.7,72.9,10.8,69.0,44.5,
WO-11719,INJECTION MOLDING,IM-006,M-INJ-009,2025-12-19,225.2,76.4,11.4,67.9,40.7,
WO-11720,Injection Molding,IM-006,M-INJ-009,2025-12-19,224.5,70.6,8.6,58.6,45.9,
WO-11721,Injection Molding,IM-006,M-INJ-009,2025-12-20,231.5,73.4,9.4,76.4,43.9,
WO-11722,Injection Molding,IM-006,M-INJ-009,2025-12-21,224.5,74.7,10.0,69.5,41.0,
WO-11723,Injection Molding,IM-006,M-INJ-009,2025-12-22,225.6,75.1,10.9,64.7,38.7,
WO-11724,Injection Molding,IM-006,M-INJ-006,2025-12-22,224.5,70.9,11.9,65.6,47.0,
WO-11725,INJECTION MOLDING,IM-006,M-INJ-006,2025-12-23,224.8,62.8,12.2,69.2,43.7,
WO-11726,Injection Molding,IM-006,M-INJ-006,2025-12-24,225.3,73.2,9.1,57.7,44.1,
WO-11727,Injection Molding,IM-006,M-INJ-006,2025-12-24,225.0,68.9,10.7,67.9,46.1,
WO-11728,Injection Molding,IM-006,M-INJ-006,2025-12-25,228.2,69.5,12.0,69.2,45.0,
WO-11729,Injection Molding,IM-006,M-INJ-009,2025-12-26,222.5,71.0,12.3,63.3,48.6,
WO-11730,Injection Molding,IM-006,M-INJ-009,2025-12-26,223.2,75.1,10.7,74.4,45.7,
WO-11731,Injection Molding,IM-006,M-INJ-009,2025-12-27,225.9,75.4,11.5,65.3,45.2,
WO-11732,Injection Molding,IM-006,M-INJ-009,2025-12-27,226.0,66.8,11.2,56.3,47.6,
WO-11733,Injection Molding,IM-006,M-INJ-009,2025-12-28,226.3,76.2,11.4,75.7,46.0,
WO-11734,Injection Molding,IM-006,M-INJ-006,2025-12-29,221.4,68.9,12.3,67.1,46.0,
WO-11735,Injection Molding,IM-006,M-INJ-006,2025-12-30,226.4,73.3,13.6,66.7,41.9,
WO-11736,Injection Molding,IM-006,M-INJ-006,2025-12-31,222.7,78.9,9.1,57.7,41.3,
WO-11737,Injection Molding,IM-006,M-INJ-009,2025-12-31,225.7,74.3,9.6,57.8,46.4,
WO-11738,Injection Molding,IM-006,M-INJ-009,2026-01-01,221.1,71.4,10.3,64.1,46.2,
WO-11739,Injection Molding,IM-006,M-INJ-009,2026-01-02,224.4,61.3,14.4,64.4,46.3,
WO-11740,Injection Molding,IM-006,M-INJ-009,2026-01-02,226.7,72.7,10.6,57.9,45.1,
WO-11741,Injection Molding,IM-006,M-INJ-009,2026-01-03,227.0,72.2,10.6,64.6,46.4,
WO-11742,Injection Molding,IM-006,M-INJ-009,2026-01-04,222.5,69.0,10.4,79.1,47.4,
WO-11743,Injection Molding,IM-006,M-INJ-009,2026-01-04,222.1,74.0,9.7,68.5,44.7,
WO-11744,Injection Molding,IM-006,M-INJ-009,2026-01-05,227.2,80.2,11.7,66.3,47.3,
WO-11745,  Injection Molding  ,IM-006,M-INJ-009,2026-01-06,227.6,69.7,10.4,71.7,45.1,
WO-11746,Injection Molding,IM-006,M-INJ-006,2026-01-06,224.1,65.7,12.2,73.5,45.7,
WO-11747,Injection Molding,IM-006,M-INJ-006,2026-01-07,225.7,67.3,9.5,55.7,42.6,
WO-11748,Injection Molding,IM-006,M-INJ-006,2026-01-08,225.0,74.9,11.0,69.0,40.9,
WO-11749,INJECTION MOLDING,IM-006,M-INJ-006,2026-01-08,228.4,70.0,11.3,65.0,41.8,
WO-11750,Injection Molding,IM-006,M-INJ-006,2026-01-09,223.2,66.3,9.0,67.5,44.5,
WO-11751,Injection Molding,IM-006,M-INJ-006,2026-01-09,228.8,66.6,10.1,57.7,43.7,
WO-11752,Injection Molding,IM-006,M-INJ-006,2026-01-10,223.6,70.6,11.8,63.9,43.1,
WO-11753,Injection Molding,IM-006,M-INJ-009,2026-01-11,222.9,70.5,11.3,65.5,40.7,
WO-11754,Injection Molding,IM-006,M-INJ-009,2026-01-11,225.1,68.8,11.1,74.2,49.7,
WO-11755,Injection Molding,IM-006,M-INJ-006,2026-01-12,225.9,70.3,10.7,59.6,47.5,
WO-11756,Injection Molding,IM-006,M-INJ-006,2026-01-13,224.3,62.7,9.8,59.7,50.4,
WO-11757,Injection Molding,IM-006,M-INJ-009,2026-01-13,222.4,71.7,11.6,60.8,48.8,
WO-11758,Injection Molding,IM-006,M-INJ-009,2026-01-14,221.8,69.8,11.8,64.1,50.1,
WO-11759,Injection Molding,IM-006,M-INJ-009,2026-01-15,221.4,69.6,10.9,56.0,45.3,
WO-11760,Injection Molding,IM-006,M-INJ-009,2026-01-15,225.6,70.9,12.4,64.0,39.9,
WO-11761,Injection Molding,IM-006,M-INJ-006,2026-01-16,224.2,74.7,10.0,59.9,45.7,
WO-11762,Injection Molding,IM-006,M-INJ-006,2026-01-17,225.2,73.0,11.7,67.4,40.6,
WO-11763,Injection Molding,IM-006,M-INJ-006,2026-01-18,224.4,70.6,12.6,57.7,49.7,
WO-11764,Injection Molding,IM-006,M-INJ-009,2026-01-19,223.8,71.1,11.9,62.8,44.5,
WO-11765,INJECTION MOLDING,IM-006,M-INJ-006,2026-01-19,222.9,66.6,11.1,69.1,41.9,
WO-11766,Injection Molding,IM-006,M-INJ-006,2026-01-20,227.5,75.6,10.2,57.4,40.8,
WO-11767,Injection Molding,IM-006,M-INJ-006,2026-01-20,227.1,66.8,10.4,74.4,44.9,
WO-11768,injection molding,IM-006,M-INJ-006,2026-01-21,223.7,68.5,11.0,57.8,48.5,
WO-11769,Injection Molding,IM-006,M-INJ-006,2026-01-22,225.5,66.0,10.7,68.7,45.9,
WO-11770,Injection Molding,IM-006,M-INJ-006,2026-01-22,227.1,75.7,12.3,64.2,43.4,
WO-11771,Injection Molding,IM-006,M-INJ-006,2026-01-23,224.4,69.7,12.4,70.4,47.7,
WO-11772,Injection Molding,IM-006,M-INJ-006,2026-01-24,224.3,64.6,11.3,68.7,48.1,
WO-11773,Injection Molding,IM-006,M-INJ-006,2026-01-24,222.5,69.5,13.0,56.1,41.1,
WO-11774,Injection Molding,IM-006,M-INJ-006,2026-01-25,226.5,75.0,11.7,61.6,41.8,
WO-11775,Injection Molding,IM-006,M-INJ-006,2026-01-26,225.8,64.2,11.7,70.3,40.2,
WO-11776,Injection Molding,IM-006,M-INJ-006,2026-01-26,225.0,74.9,10.4,60.7,46.6,
WO-11777,injection molding,IM-006,M-INJ-006,2026-01-27,224.6,74.7,12.0,74.0,47.2,
WO-11778,Injection Molding,IM-006,M-INJ-009,2026-01-28,225.0,67.7,10.9,77.6,45.9,
WO-11779,Injection Molding,IM-006,M-INJ-006,2026-01-28,226.4,75.7,10.6,65.7,43.9,
WO-11780,Injection Molding,IM-006,M-INJ-006,2026-01-29,220.8,68.8,11.5,71.1,40.9,
WO-11781,Injection Molding,IM-006,M-INJ-006,2026-01-30,223.2,73.0,10.1,64.7,44.6,
WO-11782,Injection Molding,IM-006,M-INJ-009,2026-01-30,229.9,73.0,12.1,67.0,36.9,
WO-11783,Injection Molding,IM-006,M-INJ-009,2026-01-31,222.6,69.0,10.7,69.7,46.4,
WO-11784,Injection Molding,IM-006,M-INJ-009,2026-02-01,228.8,70.9,11.1,64.8,51.3,
WO-11785,INJECTION MOLDING,IM-006,M-INJ-009,2026-02-02,224.3,69.5,13.1,61.6,46.5,
WO-11786,Injection Molding,IM-006,M-INJ-009,2026-02-02,219.6,67.7,12.0,70.1,43.0,
WO-11787,Injection Molding,IM-006,M-INJ-009,2026-02-03,224.6,70.8,12.1,67.0,46.9,
WO-11788,Injection Molding,IM-006,M-INJ-009,2026-02-04,222.9,66.6,9.8,61.9,47.3,
WO-11789,Injection Molding,IM-006,M-INJ-006,2026-02-04,223.6,74.2,10.6,65.1,46.9,
WO-11790,Injection Molding,IM-006,M-INJ-006,2026-02-05,225.9,68.7,8.1,63.9,40.3,
WO-11791,Injection Molding,IM-006,M-INJ-006,2026-02-06,226.2,71.1,12.4,69.5,42.1,
WO-11792,Injection Molding,IM-006,M-INJ-006,2026-02-07,225.4,74.2,11.3,71.6,44.2,
WO-11793,Injection Molding,IM-006,M-INJ-006,2026-02-07,227.2,67.1,12.4,59.4,54.5,
WO-11794,Injection Molding,IM-006,M-INJ-006,2026-02-08,223.2,69.9,10.4,71.3,40.6,
WO-11795,Injection Molding,IM-006,M-INJ-006,2026-02-08,225.9,64.6,12.6,61.0,43.8,
WO-11796,Injection Molding,IM-006,M-INJ-006,2026-02-09,223.1,66.9,11.9,68.4,45.6,
WO-11797,Injection Molding,IM-006,M-INJ-006,2026-02-09,222.3,71.0,8.7,66.5,50.2,
WO-11798,Injection Molding,IM-006,M-INJ-006,2026-02-10,223.6,62.3,10.0,73.7,46.6,
WO-11799,Injection Molding,IM-006,M-INJ-009,2026-02-11,222.9,75.2,11.7,66.6,46.1,
WO-11800,Injection Molding,IM-006,M-INJ-009,2026-02-12,222.2,66.2,11.1,59.5,45.5,
