PrintLot,BottleLot,SourceBottleWorkOrder,WorkOrder,ProductionDate,Shift,MachineId,PrintToolId,BottleId,ColorCount,ColorsUsed,LotSize,CodeLetter,SampleSize,CriticalDefects,MajorDefects,MinorDefects,TotalSampleDefects,AttributesDecision,FinalLotDecision,DispositionDetail,LotDecisionDateTime,Remarks,Inspector
LOTE-SK-M-SOP-005-2752,LOTE-M-SOP-005-2752,WO-2363,WO-13088,2026-07-17,Shift 3,HF-002,RS-HF-002,FR-005-rPET-330,1,COR-001,18194,M,315,1,3,0,4,Rejected,Rejected,Rejected - Scrapped,2026-07-18 03:48:45.490,Foil Transfer:1(Re=1),Diogo Ferreira
LOTE-SK-M-SOP-005-2753,LOTE-M-SOP-005-2753,WO-2364,WO-13089,2026-07-17,Shift 1,HF-002,RS-HF-002,FR-005-rPET-330,1,COR-001,12085,M,315,0,0,0,0,Approved,Approved,Approved - First Pass,2026-07-19 01:25:50.038,—,Diogo Ferreira
LOTE-SK-M-SOP-005-2754,LOTE-M-SOP-005-2754,WO-2366,WO-13091,2026-07-18,SHIFT 1,HF-002,RS-HF-002,FR-005-rPET-330,1,COR-007,8601,L,200,0,0,0,0,Approved,Approved,Approved - First Pass,2026-07-19 13:16:01.220,—,Beatriz Costa
LOTE-SK-M-SOP-008-2756,LOTE-M-SOP-008-2756,WO-2370,WO-13095,2026-07-22,Shift 3,HF-001,RS-HF-001,FR-008-HDPE-PCR-350,1,COR-007,21069,M,315,0,3,0,3,Approved,Approved,Approved - First Pass,2026-07-23 10:59:12.219,—,Ana Silva
LOTE-SK-M-SOP-005-2759,LOTE-M-SOP-005-2759,WO-2376,WO-13097,2026-07-26,Shift 2,HF-002,RS-HF-002,FR-005-rPET-330,1,COR-008,4400,L,200,1,3,0,4,Rejected,Approved,Approved - Released on Deviation,2026-07-27 17:05:47.225,—,Diogo Ferreira
LOTE-SK-M-SOP-005-2761,LOTE-M-SOP-005-2761,WO-2381,WO-13100,2026-07-30,Shift 1,HF-001,RS-HF-001,FR-005-rPET-330,1,COR-002,23658,M,315,0,3,0,3,Approved,Approved,Approved - First Pass,2026-07-31 15:15:32.289,—,Diogo Ferreira
LOTE-SK-M-SOP-005-2764,LOTE-M-SOP-005-2764,WO-2387,WO-13102,2026-08-02,Shift 2,HF-002,RS-HF-002,FR-005-rPET-330,1,COR-002,9942,L,200,0,1,0,1,Approved,Approved,Approved - First Pass,2026-08-03 19:30:07.016,—,Diogo Ferreira
LOTE-SK-M-SOP-005-2770,LOTE-M-SOP-005-2770,WO-2394,WO-13105,2026-08-08,Shift 1,HF-002,RS-HF-002,FR-005-rPET-330,1,COR-001,8366,L,200,0,0,0,0,Approved,Approved,Approved - First Pass,2026-08-09 05:50:24.623,—,Beatriz Costa
LOTE-SK-M-SOP-005-2771,LOTE-M-SOP-005-2771,WO-2396,WO-13107,2026-08-09,Shift 3,HF-002,RS-HF-002,FR-005-rPET-330,1,COR-002,9231,L,200,0,2,0,2,Approved,Approved,Approved - First Pass,2026-08-11 07:05:57.487,—,Carlos Mendes
LOTE-SK-M-SOP-008-2775,LOTE-M-SOP-008-2775,WO-2403,WO-13110,2026-08-15,Shift 3,HF-001,RS-HF-001,FR-008-HDPE-PCR-350,1,COR-005,18558,M,315,0,4,0,4,Approved,Approved,Approved - First Pass,2026-08-16 09:40:19.134,—,Beatriz Costa
LOTE-SK-M-SOP-005-2777,LOTE-M-SOP-005-2777,WO-2407,WO-13113,2026-08-17,SHIFT 2,HF-002,RS-HF-002,FR-005-rPET-330,1,COR-004,24590,M,315,0,1,0,1,Approved,Approved,Approved - First Pass,2026-08-18 13:55:46.687,—,Beatriz Costa
LOTE-SK-M-SOP-008-2778,LOTE-M-SOP-008-2778,WO-2410,WO-13116,2026-08-19,Shift 3,HF-001,RS-HF-001,FR-008-HDPE-PCR-350,1,COR-001,17312,M,315,1,5,0,6,Rejected,Approved,Approved - Reworked,2026-08-20 13:38:50.582,—,Beatriz Costa
LOTE-SK-M-SOP-005-2793,LOTE-M-SOP-005-2793,WO-2437,WO-13123,2026-09-09,  Shift 1  ,HF-001,RS-HF-001,FR-005-rPET-330,1,COR-002,14186,M,315,1,3,0,4,Rejected,Rejected,Rejected - Scrapped,2026-09-10 10:07:01.250,Foil Adhesion:1(Re=1),Carlos Mendes
LOTE-SK-M-SOP-005-2795,LOTE-M-SOP-005-2795,WO-2442,WO-13125,2026-09-12,Shift 1,HF-002,RS-HF-002,FR-005-rPET-330,1,COR-006,9643,L,200,1,1,0,2,Rejected,Rejected,Rejected - Scrapped,2026-09-13 15:53:17.705,Foil Adhesion:1(Re=1),Beatriz Costa
LOTE-SK-M-SOP-008-2797,LOTE-M-SOP-008-2797,WO-2445,WO-13128,2026-09-13,Shift 1,HF-001,RS-HF-001,FR-008-PP-350,1,COR-008,3854,L,200,0,1,0,1,Approved,Approved,Approved - First Pass,2026-09-13 17:48:02.393,—,Beatriz Costa
LOTE-SK-M-SOP-005-2800,LOTE-M-SOP-005-2800,WO-2449,WO-13131,2026-09-16,Shift 3,HF-001,RS-HF-001,FR-005-rPET-330,1,COR-006,12487,M,315,0,5,0,5,Approved,Approved,Approved - First Pass,2026-09-16 22:58:18.517,—,Ana Silva
LOTE-SK-M-SOP-005-2802,LOTE-M-SOP-005-2802,WO-2452,WO-13134,2026-09-17,Shift 1,HF-002,RS-HF-002,FR-005-rPET-330,1,COR-007,3135,L,200,0,0,0,0,Approved,Approved,Approved - First Pass,2026-09-18 09:21:13.324,—,Beatriz Costa
LOTE-SK-M-SOP-005-2805,LOTE-M-SOP-005-2805,WO-2458,WO-13137,2026-09-21,  Shift 2  ,HF-001,RS-HF-001,FR-005-rPET-330,1,COR-003,8726,L,200,0,1,0,1,Approved,Approved,Approved - First Pass,2026-09-23 02:52:45.479,—,Ana Silva
LOTE-SK-M-SOP-005-2808,LOTE-M-SOP-005-2808,WO-2463,WO-13141,2026-09-25,Shift 1,HF-002,RS-HF-002,FR-005-rPET-330,1,COR-007,20574,M,315,1,4,0,5,Rejected,Rejected,Rejected - Scrapped,2026-09-26 11:28:24.572,Foil Adhesion:1(Re=1),Carlos Mendes
LOTE-SK-M-SOP-008-2811,LOTE-M-SOP-008-2811,WO-2467,WO-13142,2026-09-27,Shift 2,HF-001,RS-HF-001,FR-008-HDPE-PCR-350,1,COR-004,3269,L,200,2,4,0,6,Rejected,Rejected,Rejected - Scrapped,2026-09-29 09:02:15.262,Foil Transfer:1(Re=1),Carlos Mendes
LOTE-SK-M-SOP-005-2812,LOTE-M-SOP-005-2812,WO-2469,WO-13144,2026-09-28,Shift 2,HF-001,RS-HF-001,FR-005-rPET-330,1,COR-008,12101,M,315,0,1,0,1,Approved,Approved,Approved - First Pass,2026-09-30 04:28:12.660,—,Diogo Ferreira
LOTE-SK-M-SOP-005-2813,LOTE-M-SOP-005-2813,WO-2471,WO-13146,2026-09-30,Shift 1,HF-001,RS-HF-001,FR-005-rPET-330,1,COR-005,13220,M,315,0,3,0,3,Approved,Approved,Approved - First Pass,2026-10-02 00:14:23.596,—,Ana Silva
LOTE-SK-M-SOP-005-2815,LOTE-M-SOP-005-2815,WO-2473,WO-13147,2026-10-02,Shift 1,HF-001,RS-HF-001,FR-005-rPET-330,1,COR-006,7392,L,200,0,0,0,0,Approved,Approved,Approved - First Pass,2026-10-03 09:24:28.470,—,Diogo Ferreira
LOTE-SK-M-SOP-008-2819,LOTE-M-SOP-008-2819,WO-2477,WO-13150,2026-10-04,Shift 2,HF-001,RS-HF-001,FR-008-HDPE-PCR-350,1,COR-008,6966,L,200,0,2,0,2,Approved,Approved,Approved - First Pass,2026-10-05 17:43:49.564,—,Diogo Ferreira
LOTE-SK-M-SOP-005-2821,LOTE-M-SOP-005-2821,WO-2481,WO-13153,2026-10-07,Shift 2,HF-001,RS-HF-001,FR-005-rPET-330,1,COR-005,9803,L,200,1,7,0,8,Rejected,Approved,Approved - Released on Deviation,2026-10-07 21:20:22.204,—,Ana Silva
LOTE-SK-M-SOP-005-2822,LOTE-M-SOP-005-2822,WO-2482,WO-13154,2026-10-08,Shift 3,HF-001,RS-HF-001,FR-005-rPET-330,1,COR-004,7450,L,200,0,2,0,2,Approved,Approved,Approved - First Pass,2026-10-09 04:02:49.133,—,Elena Santos
LOTE-SK-M-SOP-005-2823,LOTE-M-SOP-005-2823,WO-2484,WO-13156,2026-10-09,Shift 1,HF-002,RS-HF-002,FR-005-rPET-330,1,COR-002,11895,M,315,0,5,0,5,Approved,Approved,Approved - First Pass,2026-10-10 13:37:38.308,—,Carlos Mendes
LOTE-SK-M-SOP-005-2824,LOTE-M-SOP-005-2824,WO-2485,WO-13157,2026-10-10,Shift 3,HF-001,RS-HF-001,FR-005-rPET-330,1,COR-007,3864,L,200,0,5,0,5,Approved,Approved,Approved - First Pass,2026-10-11 06:35:00.234,—,Diogo Ferreira
LOTE-SK-M-SOP-005-2826,LOTE-M-SOP-005-2826,WO-2490,WO-13159,2026-10-13,Shift 2,HF-002,RS-HF-002,FR-005-rPET-330,1,COR-008,9840,L,200,1,6,0,7,Rejected,Rejected,Rejected - Scrapped,2026-10-14 15:38:10.318,Foil Adhesion:1(Re=1),Beatriz Costa
LOTE-SK-M-SOP-005-2828,LOTE-M-SOP-005-2828,WO-2494,WO-13162,2026-10-16,Shift 3,HF-001,RS-HF-001,FR-005-rPET-330,1,COR-007,20512,M,315,1,4,0,5,Rejected,Rejected,Rejected - Scrapped,2026-10-17 19:25:10.229,Foil Transfer:1(Re=1),Ana Silva
LOTE-SK-M-SOP-005-2829,LOTE-M-SOP-005-2829,WO-2495,WO-13163,2026-10-17,Shift 1,HF-002,RS-HF-002,FR-005-rPET-330,1,COR-003,10671,M,315,0,2,0,2,Approved,Approved,Approved - First Pass,2026-10-19 02:46:22.662,—,Ana Silva
LOTE-SK-M-SOP-005-2831,LOTE-M-SOP-005-2831,WO-2498,WO-13164,2026-10-20,  Shift 3  ,HF-002,RS-HF-002,FR-005-rPET-330,1,COR-008,6032,L,200,0,0,0,0,Approved,Approved,Approved - First Pass,2026-10-21 09:20:53.990,—,Beatriz Costa
LOTE-SK-M-SOP-005-2836,LOTE-M-SOP-005-2836,WO-2508,WO-13169,2026-10-26,Shift 2,HF-002,RS-HF-002,FR-005-rPET-330,1,COR-004,3940,L,200,0,2,0,2,Approved,Approved,Approved - First Pass,2026-10-28 07:03:23.453,—,Diogo Ferreira
LOTE-SK-M-SOP-005-2839,LOTE-M-SOP-005-2839,WO-2513,WO-13173,2026-10-29,Shift 1,HF-001,RS-HF-001,FR-005-rPET-330,1,COR-006,7705,L,200,0,5,0,5,Approved,Approved,Approved - First Pass,2026-10-30 06:35:20.350,—,Carlos Mendes
LOTE-SK-M-SOP-005-2847,LOTE-M-SOP-005-2847,WO-2531,WO-13181,2026-11-11,Shift 1,HF-002,RS-HF-002,FR-005-rPET-330,1,COR-003,13151,M,315,0,4,0,4,Approved,Approved,Approved - First Pass,2026-11-11 23:01:57.393,—,Carlos Mendes
LOTE-SK-M-SOP-005-2848,LOTE-M-SOP-005-2848,WO-2532,WO-13182,2026-11-12,  Shift 3  ,HF-002,RS-HF-002,FR-005-rPET-330,1,COR-001,4255,L,200,0,0,0,0,Approved,Approved,Approved - First Pass,2026-11-13 10:05:19.322,—,Ana Silva
LOTE-SK-M-SOP-005-2856,LOTE-M-SOP-005-2856,WO-2546,WO-13184,2026-11-22,Shift 3,HF-001,RS-HF-001,FR-005-rPET-330,1,COR-008,12522,M,315,0,6,0,6,Approved,Approved,Approved - First Pass,2026-11-23 03:11:17.449,—,Carlos Mendes
LOTE-SK-M-SOP-005-2861,LOTE-M-SOP-005-2861,WO-2557,WO-13185,2026-11-28,Shift 2,HF-001,RS-HF-001,FR-005-rPET-330,1,COR-008,6266,L,200,0,0,0,0,Approved,Approved,Approved - First Pass,2026-11-30 05:49:39.178,—,Elena Santos
LOTE-SK-M-SOP-005-2862,LOTE-M-SOP-005-2862,WO-2559,WO-13187,2026-12-01,Shift 1,HF-001,RS-HF-001,FR-005-rPET-330,1,COR-006,16777,M,315,0,7,0,7,Rejected,Rejected,Rejected - Scrapped,2026-12-02 22:57:42.986,Rub Resistance:6(Re=6),Elena Santos
LOTE-SK-M-SOP-005-2864,LOTE-M-SOP-005-2864,WO-2564,WO-13190,2026-12-04,Shift 2,HF-001,RS-HF-001,FR-005-rPET-330,1,COR-003,23323,M,315,0,0,0,0,Approved,Approved,Approved - First Pass,2026-12-05 13:25:13.138,—,Beatriz Costa
LOTE-SK-M-SOP-008-2868,LOTE-M-SOP-008-2868,WO-2570,WO-13192,2026-12-08,Shift 1,HF-002,RS-HF-002,FR-008-HDPE-PCR-350,1,COR-001,10511,M,315,0,3,0,3,Approved,Approved,Approved - First Pass,2026-12-09 05:45:20.185,—,Elena Santos
LOTE-SK-M-SOP-005-2871,LOTE-M-SOP-005-2871,WO-2574,WO-13195,2026-12-11,Shift 1,HF-002,RS-HF-002,FR-005-rPET-330,1,COR-001,7715,L,200,0,2,0,2,Approved,Approved,Approved - First Pass,2026-12-11 17:28:43.047,—,Ana Silva
LOTE-SK-M-SOP-005-2873,LOTE-M-SOP-005-2873,WO-2578,WO-13197,2026-12-14,Shift 3,HF-002,RS-HF-002,FR-005-rPET-330,1,COR-003,12411,M,315,0,2,0,2,Approved,Approved,Approved - First Pass,2026-12-15 06:19:46.405,—,Beatriz Costa
LOTE-SK-M-SOP-005-2875,LOTE-M-SOP-005-2875,WO-2582,WO-13201,2026-12-16,Shift 2,HF-001,RS-HF-001,FR-005-rPET-330,1,COR-006,4333,L,200,0,3,0,3,Approved,Approved,Approved - First Pass,2026-12-17 16:59:50.943,—,Beatriz Costa
LOTE-SK-M-SOP-005-2877,LOTE-M-SOP-005-2877,WO-2586,WO-13202,2026-12-19,Shift 3,HF-001,RS-HF-001,FR-005-rPET-330,1,COR-006,5914,L,200,0,0,0,0,Approved,Approved,Approved - First Pass,2026-12-20 07:59:21.984,—,Diogo Ferreira
LOTE-SK-M-SOP-008-2878,LOTE-M-SOP-008-2878,WO-2588,WO-13204,2026-12-20,Shift 1,HF-002,RS-HF-002,FR-008-HDPE-PCR-350,1,COR-007,12751,M,315,0,1,0,1,Approved,Approved,Approved - First Pass,2026-12-21 10:54:20.209,—,Beatriz Costa
LOTE-SK-M-SOP-005-2879,LOTE-M-SOP-005-2879,WO-2590,WO-13206,2026-12-21,Shift 3,HF-001,RS-HF-001,FR-005-rPET-330,1,COR-002,17173,M,315,0,2,0,2,Approved,Approved,Approved - First Pass,2026-12-22 17:51:58.978,—,Ana Silva
LOTE-SK-M-SOP-005-2881,LOTE-M-SOP-005-2881,WO-2593,WO-13209,2026-12-23,Shift 3,HF-001,RS-HF-001,FR-005-rPET-330,1,COR-006,7486,L,200,1,2,0,3,Rejected,Approved,Approved - Released on Deviation,2026-12-24 01:34:02.817,—,Carlos Mendes
LOTE-SK-M-SOP-005-2882,LOTE-M-SOP-005-2882,WO-2596,WO-13212,2026-12-25,Shift 3,HF-002,RS-HF-002,FR-005-rPET-330,1,COR-003,23739,M,315,0,3,0,3,Approved,Approved,Approved - First Pass,2026-12-26 14:36:34.052,—,Carlos Mendes
LOTE-SK-M-SOP-005-2883,LOTE-M-SOP-005-2883,WO-2597,WO-13213,2026-12-26,Shift 1,HF-001,RS-HF-001,FR-005-rPET-330,1,COR-003,6233,L,200,0,0,0,0,Approved,Approved,Approved - First Pass,2026-12-27 10:15:11.978,—,Diogo Ferreira
LOTE-SK-M-SOP-008-2885,LOTE-M-SOP-008-2885,WO-2601,WO-13217,2026-12-28,SHIFT 3,HF-002,RS-HF-002,FR-008-HDPE-PCR-350,1,COR-006,11872,M,315,0,4,0,4,Approved,Approved,Approved - First Pass,2026-12-29 23:28:20.618,—,Ana Silva
LOTE-SK-M-SOP-003-2893,LOTE-M-SOP-003-2893,WO-2614,WO-13222,2025-07-07,  Shift 1  ,HF-002,RS-HF-002,FR-003-rPET-300,1,COR-003,3829,L,200,0,2,0,2,Approved,Approved,Approved - First Pass,2025-07-08 01:07:42.057,—,Ana Silva
LOTE-SK-M-SOP-003-2897,LOTE-M-SOP-003-2897,WO-2622,WO-13226,2025-07-12,Shift 2,HF-002,RS-HF-002,FR-003-rPET-300,1,COR-003,9673,L,200,0,4,0,4,Approved,Approved,Approved - First Pass,2025-07-14 00:58:14.549,—,Beatriz Costa
LOTE-SK-M-SOP-003-2905,LOTE-M-SOP-003-2905,WO-2637,WO-13231,2025-07-23,Shift 3,HF-001,RS-HF-001,FR-003-rPET-300,1,COR-008,6209,L,200,0,4,0,4,Approved,Approved,Approved - First Pass,2025-07-24 05:23:01.258,—,Diogo Ferreira
LOTE-SK-M-SOP-003-2906,LOTE-M-SOP-003-2906,WO-2640,WO-13234,2025-07-23,Shift 2,HF-001,RS-HF-001,FR-003-rPET-300,1,COR-004,9886,L,200,1,3,0,4,Rejected,Rejected,Rejected - Scrapped,2025-07-24 21:23:59.578,Foil Transfer:1(Re=1),Carlos Mendes
LOTE-SK-M-SOP-009-2907,LOTE-M-SOP-009-2907,WO-2643,WO-13237,2025-07-26,Shift 2,HF-001,RS-HF-001,FR-009-rPET-350,1,COR-004,18021,M,315,0,5,0,5,Approved,Approved,Approved - First Pass,2025-07-28 05:00:49.415,—,Carlos Mendes
LOTE-SK-M-SOP-003-2909,LOTE-M-SOP-003-2909,WO-2645,WO-13238,2025-07-27,Shift 1,HF-002,RS-HF-002,FR-003-rPET-300,1,COR-005,2738,L,200,0,1,0,1,Approved,Approved,Approved - First Pass,2025-07-28 10:14:05.266,—,Elena Santos
LOTE-SK-M-SOP-003-2912,LOTE-M-SOP-003-2912,WO-2648,WO-13240,2025-07-29,Shift 3,HF-002,RS-HF-002,FR-003-rPET-300,1,COR-007,4023,L,200,0,1,0,1,Approved,Approved,Approved - First Pass,2025-07-29 19:17:49.696,—,Diogo Ferreira
LOTE-SK-M-SOP-009-2913,LOTE-M-SOP-009-2913,WO-2650,WO-13242,2025-07-31,Shift 3,HF-001,RS-HF-001,FR-009-rPET-350,1,COR-005,9887,L,200,0,9,0,9,Approved,Approved,Approved - First Pass,2025-08-01 01:32:53.091,—,Elena Santos
LOTE-SK-M-SOP-003-2914,LOTE-M-SOP-003-2914,WO-2652,WO-13244,2025-08-01,Shift 3,HF-002,RS-HF-002,FR-003-rPET-300,1,COR-006,8041,L,200,0,2,0,2,Approved,Approved,Approved - First Pass,2025-08-02 05:18:44.099,—,Ana Silva
LOTE-SK-M-SOP-009-2918,LOTE-M-SOP-009-2918,WO-2659,WO-13246,2025-08-05,Shift 2,HF-001,RS-HF-001,FR-009-rPET-350,1,COR-001,11437,M,315,0,0,0,0,Approved,Approved,Approved - First Pass,2025-08-07 00:26:17.575,—,Diogo Ferreira
LOTE-SK-M-SOP-003-2922,LOTE-M-SOP-003-2922,WO-2667,WO-13249,2025-08-12,Shift 3,HF-001,RS-HF-001,FR-003-rPET-300,1,COR-007,7417,L,200,0,4,0,4,Approved,Approved,Approved - First Pass,2025-08-13 03:47:03.126,—,Diogo Ferreira
LOTE-SK-M-SOP-003-2929,LOTE-M-SOP-003-2929,WO-2679,WO-13251,2025-08-19,Shift 2,HF-001,RS-HF-001,FR-003-rPET-300,1,COR-003,5566,L,200,0,6,0,6,Approved,Approved,Approved - First Pass,2025-08-20 11:07:26.042,—,Beatriz Costa
LOTE-SK-M-SOP-003-2934,LOTE-M-SOP-003-2934,WO-2686,WO-13253,2025-08-24,Shift 3,HF-002,RS-HF-002,FR-003-rPET-300,1,COR-005,1692,L,200,0,2,0,2,Approved,Approved,Approved - First Pass,2025-08-24 15:55:41.354,—,Carlos Mendes
LOTE-SK-M-SOP-003-2936,LOTE-M-SOP-003-2936,WO-2690,WO-13256,2025-08-26,Shift 2,HF-002,RS-HF-002,FR-003-rPET-300,1,COR-003,10285,M,315,0,7,0,7,Approved,Approved,Approved - First Pass,2025-08-27 04:10:34.153,—,Ana Silva
LOTE-SK-M-SOP-009-2939,LOTE-M-SOP-009-2939,WO-2697,WO-13260,2025-08-31,Shift 2,HF-001,RS-HF-001,FR-009-rPET-350,1,COR-004,9491,L,200,0,10,0,10,Approved,Approved,Approved - First Pass,2025-09-01 19:10:26.268,—,Ana Silva
LOTE-SK-M-SOP-009-2940,LOTE-M-SOP-009-2940,WO-2698,WO-13261,2025-08-31,Shift 1,HF-002,RS-HF-002,FR-009-rPET-350,1,COR-003,5034,L,200,0,0,0,0,Approved,Approved,Approved - First Pass,2025-09-01 06:28:39.986,—,Diogo Ferreira
LOTE-SK-M-SOP-003-2941,LOTE-M-SOP-003-2941,WO-2701,WO-13264,2025-09-02,Shift 2,HF-002,RS-HF-002,FR-003-rPET-300,1,COR-008,11070,M,315,0,3,0,3,Approved,Approved,Approved - First Pass,2025-09-04 00:01:57.295,—,Beatriz Costa
LOTE-SK-M-SOP-003-2942,LOTE-M-SOP-003-2942,WO-2704,WO-13267,2025-09-05,Shift 3,HF-001,RS-HF-001,FR-003-rPET-300,1,COR-006,14010,M,315,0,4,0,4,Approved,Approved,Approved - First Pass,2025-09-06 02:15:50.918,—,Ana Silva
LOTE-SK-M-SOP-003-2944,LOTE-M-SOP-003-2944,WO-2707,WO-13269,2025-09-07,SHIFT 3,HF-002,RS-HF-002,FR-003-rPET-300,1,COR-004,3667,L,200,0,4,0,4,Approved,Approved,Approved - First Pass,2025-09-08 11:52:34.878,—,Beatriz Costa
LOTE-SK-M-SOP-003-2946,LOTE-M-SOP-003-2946,WO-2710,WO-13270,2025-09-10,Shift 3,HF-002,RS-HF-002,FR-003-rPET-300,1,COR-001,6485,L,200,0,6,0,6,Approved,Approved,Approved - First Pass,2025-09-11 02:11:35.336,—,Ana Silva
LOTE-SK-M-SOP-003-2953,LOTE-M-SOP-003-2953,WO-2725,WO-13274,2025-09-19,Shift 2,HF-001,RS-HF-001,FR-003-rPET-300,1,COR-005,3030,L,200,0,3,0,3,Approved,Approved,Approved - First Pass,2025-09-20 05:28:57.653,—,Beatriz Costa
LOTE-SK-M-SOP-003-2955,LOTE-M-SOP-003-2955,WO-2729,WO-13275,2025-09-22,Shift 1,HF-001,RS-HF-001,FR-003-rPET-300,1,COR-008,2335,L,200,0,2,0,2,Approved,Approved,Approved - First Pass,2025-09-22 20:53:54.530,—,Beatriz Costa
LOTE-SK-M-SOP-003-2956,LOTE-M-SOP-003-2956,WO-2732,WO-13278,2025-09-24,Shift 3,HF-002,RS-HF-002,FR-003-rPET-300,1,COR-007,12086,M,315,1,4,0,5,Rejected,Rejected,Rejected - Scrapped,2025-09-25 02:59:17.193,Foil Transfer:1(Re=1),Ana Silva
LOTE-SK-M-SOP-003-2960,LOTE-M-SOP-003-2960,WO-2737,WO-13281,2025-09-28,Shift 3,HF-002,RS-HF-002,FR-003-rPET-300,1,COR-001,8865,L,200,0,5,0,5,Approved,Approved,Approved - First Pass,2025-09-28 19:44:07.113,—,Carlos Mendes
LOTE-SK-M-SOP-009-2966,LOTE-M-SOP-009-2966,WO-2745,WO-13283,2025-10-04,Shift 3,HF-002,RS-HF-002,FR-009-PET-350,1,COR-007,4425,L,200,0,2,0,2,Approved,Approved,Approved - First Pass,2025-10-05 02:30:32.592,—,Elena Santos
LOTE-SK-M-SOP-009-2971,LOTE-M-SOP-009-2971,WO-2756,WO-13290,2025-10-11,Shift 2,HF-001,RS-HF-001,FR-009-PET-350,1,COR-004,7911,L,200,0,8,0,8,Approved,Approved,Approved - First Pass,2025-10-12 22:19:07.905,—,Beatriz Costa
LOTE-SK-M-SOP-009-2976,LOTE-M-SOP-009-2976,WO-2762,WO-13294,2025-10-14,Shift 2,HF-001,RS-HF-001,FR-009-PET-350,1,COR-006,2703,L,200,0,2,0,2,Approved,Approved,Approved - First Pass,2025-10-15 22:12:41.142,—,Carlos Mendes
LOTE-SK-M-SOP-003-2987,LOTE-M-SOP-003-2987,WO-2783,WO-13306,2025-10-30,Shift 3,HF-002,RS-HF-002,FR-003-rPET-300,1,COR-004,6369,L,200,0,1,0,1,Approved,Approved,Approved - First Pass,2025-10-30 17:23:59.843,—,Ana Silva
LOTE-SK-M-SOP-003-2990,LOTE-M-SOP-003-2990,WO-2787,WO-13307,2025-11-01,Shift 3,HF-001,RS-HF-001,FR-003-rPET-300,1,COR-002,4963,L,200,0,1,0,1,Approved,Approved,Approved - First Pass,2025-11-02 22:03:49.630,—,Diogo Ferreira
LOTE-SK-M-SOP-003-2992,LOTE-M-SOP-003-2992,WO-2792,WO-13310,2025-11-05,SHIFT 2,HF-002,RS-HF-002,FR-003-rPET-300,1,COR-008,9646,L,200,1,3,0,4,Rejected,Rejected,Rejected - Scrapped,2025-11-06 06:31:07.780,Foil Adhesion:1(Re=1),Carlos Mendes
LOTE-SK-M-SOP-003-3003,LOTE-M-SOP-003-3003,WO-2805,WO-13315,2025-11-15,Shift 1,HF-002,RS-HF-002,FR-003-rPET-300,1,COR-001,13131,M,315,0,1,0,1,Approved,Approved,Approved - First Pass,2025-11-16 21:45:24.548,—,Diogo Ferreira
LOTE-SK-M-SOP-003-3008,LOTE-M-SOP-003-3008,WO-2813,WO-13318,2025-11-21,Shift 2,HF-002,RS-HF-002,FR-003-rPET-300,1,COR-003,10803,M,315,0,2,0,2,Approved,Approved,Approved - First Pass,2025-11-22 12:11:26.084,—,Diogo Ferreira
LOTE-SK-M-SOP-003-3018,LOTE-M-SOP-003-3018,WO-2829,WO-13320,2025-12-02,Shift 2,HF-001,RS-HF-001,FR-003-rPET-300,1,COR-001,125,L,200,0,0,0,0,Approved,Approved,Approved - First Pass,2025-12-03 09:18:25.000,—,Beatriz Costa
LOTE-SK-M-SOP-009-3022,LOTE-M-SOP-009-3022,WO-2839,WO-13323,2025-12-09,Shift 3,HF-002,RS-HF-002,FR-009-PET-350,1,COR-001,7548,L,200,0,3,0,3,Approved,Approved,Approved - First Pass,2025-12-09 17:17:36.630,—,Ana Silva
LOTE-SK-M-SOP-003-3023,LOTE-M-SOP-003-3023,WO-2842,WO-13326,2025-12-11,Shift 3,HF-001,RS-HF-001,FR-003-rPET-300,1,COR-003,12824,M,315,0,2,0,2,Approved,Approved,Approved - First Pass,2025-12-12 11:17:52.064,—,Elena Santos
LOTE-SK-M-SOP-003-3034,LOTE-M-SOP-003-3034,WO-2860,WO-13328,2025-12-22,Shift 2,HF-002,RS-HF-002,FR-003-rPET-300,1,COR-008,7369,L,200,0,0,0,0,Approved,Approved,Approved - First Pass,2025-12-23 16:57:05.185,—,Beatriz Costa
LOTE-SK-M-SOP-003-3039,LOTE-M-SOP-003-3039,WO-2867,WO-13330,2025-12-28,Shift 2,HF-001,RS-HF-001,FR-003-rPET-300,1,COR-003,4654,L,200,0,4,0,4,Approved,Approved,Approved - First Pass,2025-12-29 21:07:21.086,—,Diogo Ferreira
LOTE-SK-M-SOP-003-3044,LOTE-M-SOP-003-3044,WO-2875,WO-13334,2026-01-02,Shift 1,HF-001,RS-HF-001,FR-003-rPET-300,1,COR-001,5215,L,200,0,0,0,0,Approved,Approved,Approved - First Pass,2026-01-03 12:04:35.041,—,Carlos Mendes
LOTE-SK-M-SOP-003-3053,LOTE-M-SOP-003-3053,WO-2889,WO-13336,2026-01-12,Shift 3,HF-002,RS-HF-002,FR-003-rPET-300,1,COR-007,4815,L,200,0,0,0,0,Approved,Approved,Approved - First Pass,2026-01-13 15:02:05.877,—,Beatriz Costa
LOTE-SK-M-SOP-003-3060,LOTE-M-SOP-003-3060,WO-2904,WO-13337,2026-01-22,Shift 1,HF-002,RS-HF-002,FR-003-rPET-300,1,COR-001,5572,L,200,0,2,0,2,Approved,Approved,Approved - First Pass,2026-01-23 09:45:25.483,—,Ana Silva
