Date,Process,MachineId,ToolId,WorkOrder,PlannedQty,StartTime,EndTime,PlannedHours,ProductId
2026-08-12,Injection Molding,IM-001,M-INJ-001,WO-7975,16485,01:18:38,14:14:26,12.93,TR-001-PP-PCR-24410
2026-08-12,Injection Molding,IM-001,M-INJ-001,WO-7976,17646,18:13:24,08:03:48,13.84,TR-001-HDPE-24410
2026-08-13,Injection Molding,IM-001,M-INJ-001,WO-7977,20769,08:34:01,00:51:25,16.29,TR-001-PP-PCR-24410
2026-08-14,Injection Molding,IM-001,M-INJ-001,WO-7978,13323,02:06:37,12:33:37,10.45,TR-001-PP-PCR-24410
2026-08-14,Injection Molding,IM-001,M-INJ-001,WO-7979,12099,14:10:12,23:39:36,9.49,TR-001-PP-PCR-24410
2026-08-15,Injection Molding,IM-001,M-INJ-001,WO-7980,11577,01:07:52,10:12:40,9.08,TR-001-PP-24410
2026-08-15,Injection Molding,IM-001,M-INJ-001,WO-7981,19061,12:38:23,03:35:23,14.95,TR-001-PP-24410
2026-08-16,injection molding,IM-001,M-INJ-001,WO-7982,20846,04:43:07,21:04:07,16.35,TR-001-PP-24410
2026-08-16,Injection Molding,IM-001,M-INJ-001,WO-7983,19137,22:55:55,13:56:31,15.01,TR-001-PP-24410
2026-08-17,Injection Molding,IM-001,M-INJ-001,WO-7984,16779,15:11:05,04:20:41,13.16,TR-001-PP-24410
2026-08-18,Injection Molding,IM-001,M-INJ-001,WO-7985,15287,14:02:52,02:02:16,11.99,TR-001-PP-PCR-24410
2026-08-19,Injection Molding,IM-001,M-INJ-001,WO-7986,12788,04:31:52,14:33:40,10.03,TR-001-PP-PCR-24410
2026-08-19,Injection Molding,IM-001,M-INJ-001,WO-7987,21165,20:30:56,13:06:56,16.6,TR-001-PP-24410
2026-08-20,Injection Molding,IM-001,M-INJ-001,WO-7988,17136,15:07:15,04:33:39,13.44,TR-001-PP-24410
2026-08-21,Injection Molding,IM-001,M-INJ-001,WO-7989,19329,05:18:59,20:28:35,15.16,TR-001-PP-PCR-24410
2026-08-21,INJECTION MOLDING,IM-001,M-INJ-001,WO-7990,10544,21:28:43,05:44:55,8.27,TR-001-PP-PCR-24410
2026-08-22,Injection Molding,IM-001,M-INJ-001,WO-7991,14254,07:23:14,18:34:02,11.18,TR-001-PP-PCR-24410
2026-08-22,Injection Molding,IM-001,M-INJ-001,WO-7992,15376,19:43:57,07:47:33,12.06,TR-001-PP-PCR-24410
2026-08-23,Injection Molding,IM-001,M-INJ-001,WO-7993,13502,12:43:08,23:18:32,10.59,TR-001-PP-PCR-24410
2026-08-24,Injection Molding,IM-001,M-INJ-001,WO-7994,21305,00:21:25,17:04:01,16.71,TR-001-PP-PCR-24410
2026-08-24,Injection Molding,IM-001,M-INJ-001,WO-7995,19035,17:29:55,08:25:43,14.93,TR-001-PP-PCR-24410
2026-08-25,Injection Molding,IM-001,M-INJ-001,WO-7996,17391,09:31:09,23:09:33,13.64,TR-001-PP-PCR-24410
2026-08-25,Injection Molding,IM-001,M-INJ-001,WO-7997,12992,23:51:31,10:02:55,10.19,TR-001-PP-PCR-24410
2026-08-26,  Injection Molding  ,IM-001,M-INJ-001,WO-7998,15720,11:59:23,00:19:11,12.33,TR-001-PETG-24410
2026-08-27,Injection Molding,IM-001,M-INJ-001,WO-7999,23358,06:31:33,00:50:45,18.32,TR-001-PP-24410
2026-08-28,Injection Molding,IM-001,M-INJ-001,WO-8000,24110,02:32:34,21:27:10,18.91,TR-001-PP-24410
2026-08-28,Injection Molding,IM-001,M-INJ-001,WO-8001,17225,22:10:20,11:40:56,13.51,TR-001-PP-24410
2026-08-29,Injection Molding,IM-001,M-INJ-001,WO-8002,14586,12:36:54,00:03:18,11.44,TR-001-HDPE-24410
2026-08-30,Injection Molding,IM-001,M-INJ-001,WO-8003,25015,00:36:54,20:14:06,19.62,TR-001-PP-24410
2026-08-30,Injection Molding,IM-001,M-INJ-001,WO-8004,18959,21:12:06,12:04:18,14.87,TR-001-PP-24410
2026-08-31,Injection Molding,IM-001,M-INJ-001,WO-8005,12928,12:55:26,23:03:50,10.14,TR-001-HDPE-24410
2026-08-31,  Injection Molding  ,IM-001,M-INJ-001,WO-8006,20119,23:52:02,15:38:50,15.78,TR-001-HDPE-24410
2026-09-01,Injection Molding,IM-001,M-INJ-001,WO-8007,17862,16:44:12,06:44:48,14.01,TR-001-HDPE-24410
2026-09-02,Injection Molding,IM-001,M-INJ-001,WO-8008,17046,09:04:16,22:26:28,13.37,TR-001-HDPE-24410
2026-09-03,Injection Molding,IM-001,M-INJ-001,WO-8009,23715,00:09:31,18:45:31,18.6,TR-001-HDPE-24410
2026-09-03,Injection Molding,IM-001,M-INJ-001,WO-8010,11079,21:19:03,06:00:27,8.69,TR-001-PETG-24410
2026-09-04,Injection Molding,IM-001,M-INJ-001,WO-8011,25143,06:39:57,02:23:09,19.72,TR-001-PETG-24410
2026-09-05,Injection Molding,IM-001,M-INJ-001,WO-8012,24059,03:40:04,22:32:16,18.87,TR-001-PP-24410
2026-09-06,Injection Molding,IM-001,M-INJ-001,WO-8013,18806,00:59:59,15:44:59,14.75,TR-001-PP-24410
2026-09-06,Injection Molding,IM-001,M-INJ-001,WO-8014,9855,19:19:10,03:02:58,7.73,TR-001-PETG-24410
2026-09-07,Injection Molding,IM-001,M-INJ-001,WO-8015,11959,03:56:51,13:19:39,9.38,TR-001-PP-24410
2026-09-07,Injection Molding,IM-001,M-INJ-001,WO-8016,19507,14:45:53,06:03:53,15.3,TR-001-PP-24410
2026-09-08,Injection Molding,IM-001,M-INJ-001,WO-8017,15822,08:39:44,21:04:20,12.41,TR-001-PP-PCR-24410
2026-09-08,Injection Molding,IM-001,M-INJ-001,WO-8018,18372,23:57:50,14:22:26,14.41,TR-001-PP-PCR-24410
2026-09-09,Injection Molding,IM-001,M-INJ-001,WO-8019,17008,20:04:03,09:24:27,13.34,TR-001-PP-PCR-24410
2026-09-10,INJECTION MOLDING,IM-001,M-INJ-001,WO-8020,16269,14:00:16,02:45:52,12.76,TR-001-HDPE-24410
2026-09-11,Injection Molding,IM-001,M-INJ-001,WO-8021,17620,08:04:46,21:53:58,13.82,TR-001-PP-24410
2026-09-11,Injection Molding,IM-001,M-INJ-001,WO-8022,20999,23:09:48,15:38:00,16.47,TR-001-PP-24410
2026-09-12,Injection Molding,IM-001,M-INJ-001,WO-8023,18207,16:49:21,07:06:09,14.28,TR-001-PP-24410
2026-09-13,Injection Molding,IM-001,M-INJ-001,WO-8024,16396,08:38:22,21:29:58,12.86,TR-001-PETG-24410
2026-09-14,Injection Molding,IM-001,M-INJ-001,WO-8025,14917,03:05:58,14:47:58,11.7,TR-001-PETG-24410
2026-09-14,Injection Molding,IM-001,M-INJ-001,WO-8026,9677,17:01:25,00:36:49,7.59,TR-001-PETG-24410
2026-09-15,Injection Molding,IM-001,M-INJ-001,WO-8027,13145,03:20:38,13:39:14,10.31,TR-001-PETG-24410
2026-09-15,Injection Molding,IM-001,M-INJ-001,WO-8028,19673,15:13:36,06:39:24,15.43,TR-001-PETG-24410
2026-09-16,Injection Molding,IM-001,M-INJ-001,WO-8029,16511,08:55:19,21:52:19,12.95,TR-001-PETG-24410
2026-09-16,INJECTION MOLDING,IM-001,M-INJ-001,WO-8030,16294,22:49:29,11:36:17,12.78,TR-001-PP-24410
2026-09-17,Injection Molding,IM-001,M-INJ-001,WO-8031,16893,14:22:02,03:37:02,13.25,TR-001-PP-24410
2026-09-18,Injection Molding,IM-001,M-INJ-001,WO-8032,11883,03:53:39,13:12:51,9.32,TR-001-PP-24410
2026-09-18,Injection Molding,IM-001,M-INJ-001,WO-8033,17582,14:58:22,04:45:46,13.79,TR-001-PP-24410
2026-09-19,Injection Molding,IM-001,M-INJ-001,WO-8034,9537,07:11:36,14:40:24,7.48,TR-001-PETG-24410
2026-09-19,Injection Molding,IM-001,M-INJ-001,WO-8035,12686,15:38:21,01:35:21,9.95,TR-001-PETG-24410
2026-09-20,Injection Molding,IM-001,M-INJ-001,WO-8036,16944,03:13:40,16:31:04,13.29,TR-001-PETG-24410
2026-09-20,Injection Molding,IM-001,M-INJ-001,WO-8037,19800,17:29:31,09:01:19,15.53,TR-001-HDPE-24410
2026-09-21,Injection Molding,IM-001,M-INJ-001,WO-8038,23613,11:23:27,05:54:39,18.52,TR-001-HDPE-24410
2026-09-22,Injection Molding,IM-001,M-INJ-001,WO-8039,20068,06:58:56,22:43:20,15.74,TR-001-PETG-24410
2026-09-23,Injection Molding,IM-001,M-INJ-001,WO-8040,21509,03:30:27,20:22:39,16.87,TR-001-HDPE-24410
2026-09-23,Injection Molding,IM-001,M-INJ-001,WO-8041,18283,23:44:58,14:05:22,14.34,TR-001-PETG-24410
2026-09-24,Injection Molding,IM-001,M-INJ-001,WO-8042,24212,14:32:39,09:32:03,18.99,TR-001-PETG-24410
2026-09-25,Injection Molding,IM-001,M-INJ-001,WO-8043,21993,12:38:21,05:53:21,17.25,TR-001-PETG-24410
2026-09-26,Injection Molding,IM-001,M-INJ-001,WO-8044,7854,07:05:58,13:15:34,6.16,TR-001-PP-24410
2026-09-26,Injection Molding,IM-001,M-INJ-001,WO-8045,16485,15:54:15,04:50:03,12.93,TR-001-PP-24410
2026-09-27,injection molding,IM-001,M-INJ-001,WO-8046,11449,06:00:54,14:59:42,8.98,TR-001-PP-24410
2026-09-27,Injection Molding,IM-001,M-INJ-001,WO-8047,12431,18:29:03,04:14:03,9.75,TR-001-PETG-24410
2026-09-28,Injection Molding,IM-001,M-INJ-001,WO-8048,10824,04:50:41,13:20:05,8.49,TR-001-PETG-24410
2026-09-28,Injection Molding,IM-001,M-INJ-001,WO-8049,17671,14:40:47,04:32:23,13.86,TR-001-PETG-24410
2026-09-29,Injection Molding,IM-001,M-INJ-001,WO-8050,11258,05:47:55,14:37:43,8.83,TR-001-PP-PCR-24410
2026-09-29,Injection Molding,IM-001,M-INJ-001,WO-8051,20489,17:20:09,09:24:21,16.07,TR-001-HDPE-24410
2026-09-30,  Injection Molding  ,IM-001,M-INJ-001,WO-8052,24123,11:49:01,06:44:13,18.92,TR-001-HDPE-24410
2026-10-01,Injection Molding,IM-001,M-INJ-001,WO-8053,11424,08:08:47,17:06:23,8.96,TR-001-HDPE-24410
2026-10-01,Injection Molding,IM-001,M-INJ-001,WO-8054,11016,22:09:53,06:48:17,8.64,TR-001-PP-PCR-24410
2026-10-02,Injection Molding,IM-001,M-INJ-001,WO-8055,16103,12:41:27,01:19:15,12.63,TR-001-PP-PCR-24410
2026-10-03,Injection Molding,IM-001,M-INJ-001,WO-8056,15300,02:27:14,14:27:14,12.0,TR-001-PP-24410
2026-10-03,Injection Molding,IM-001,M-INJ-001,WO-8057,15593,17:22:12,05:36:00,12.23,TR-001-PP-24410
2026-10-04,Injection Molding,IM-001,M-INJ-001,WO-8058,17582,08:09:34,21:56:58,13.79,TR-001-PP-24410
2026-10-04,Injection Molding,IM-001,M-INJ-001,WO-8059,23166,22:20:38,16:30:50,18.17,TR-001-PETG-24410
2026-10-05,Injection Molding,IM-001,M-INJ-001,WO-8060,21598,18:44:54,11:41:18,16.94,TR-001-PETG-24410
2026-10-06,Injection Molding,IM-001,M-INJ-001,WO-8061,19800,14:10:55,05:42:43,15.53,TR-001-PETG-24410
2026-10-07,Injection Molding,IM-001,M-INJ-001,WO-8062,17021,06:11:33,19:32:33,13.35,TR-001-PETG-24410
2026-10-07,Injection Molding,IM-001,M-INJ-001,WO-8063,20285,21:09:47,13:04:23,15.91,TR-001-PETG-24410
2026-10-08,Injection Molding,IM-001,M-INJ-001,WO-8064,14675,14:47:46,02:18:22,11.51,TR-001-PP-24410
2026-10-09,Injection Molding,IM-001,M-INJ-001,WO-8065,22452,03:54:06,21:30:42,17.61,TR-001-PP-24410
2026-10-09,Injection Molding,IM-001,M-INJ-001,WO-8066,21318,22:24:37,15:07:49,16.72,TR-001-PP-24410
2026-10-10,Injection Molding,IM-001,M-INJ-001,WO-8067,21190,16:26:04,09:03:16,16.62,TR-001-PP-PCR-24410
2026-10-11,injection molding,IM-001,M-INJ-001,WO-8068,17633,09:48:21,23:38:09,13.83,TR-001-PP-PCR-24410
2026-10-12,Injection Molding,IM-001,M-INJ-001,WO-8069,18474,04:18:24,18:47:48,14.49,TR-001-HDPE-24410
2026-10-12,Injection Molding,IM-001,M-INJ-001,WO-8070,11385,19:29:48,04:25:36,8.93,TR-001-HDPE-24410
2026-10-13,Injection Molding,IM-001,M-INJ-001,WO-8071,15057,06:25:58,18:14:34,11.81,TR-001-PETG-24410
2026-10-13,Injection Molding,IM-001,M-INJ-001,WO-8072,9741,21:03:23,04:41:47,7.64,TR-001-HDPE-24410
2026-10-14,Injection Molding,IM-001,M-INJ-001,WO-8073,14484,11:22:49,22:44:25,11.36,TR-001-HDPE-24410
2026-10-15,Injection Molding,IM-001,M-INJ-001,WO-8074,16281,00:16:56,13:03:08,12.77,TR-001-HDPE-24410
2026-10-15,Injection Molding,IM-001,M-INJ-001,WO-8075,23319,14:09:32,08:26:56,18.29,TR-001-HDPE-24410
2026-10-16,Injection Molding,IM-001,M-INJ-001,WO-8076,8950,11:28:14,18:29:26,7.02,TR-001-HDPE-24410
2026-10-16,Injection Molding,IM-001,M-INJ-001,WO-8077,22401,19:41:18,13:15:30,17.57,TR-001-HDPE-24410
2026-10-17,Injection Molding,IM-001,M-INJ-001,WO-8078,12112,15:20:37,00:50:37,9.5,TR-001-HDPE-24410
2026-10-18,Injection Molding,IM-001,M-INJ-001,WO-8079,16881,04:39:23,17:53:47,13.24,TR-001-PETG-24410
2026-10-18,Injection Molding,IM-001,M-INJ-001,WO-8080,21891,19:12:34,12:22:46,17.17,TR-001-PETG-24410
2026-10-19,INJECTION MOLDING,IM-001,M-INJ-001,WO-8081,20565,15:05:59,07:13:47,16.13,TR-001-PETG-24410
2026-10-20,INJECTION MOLDING,IM-001,M-INJ-001,WO-8082,15924,08:06:02,20:35:26,12.49,TR-001-HDPE-24410
2026-10-21,Injection Molding,IM-001,M-INJ-001,WO-8083,14649,00:34:37,12:04:01,11.49,TR-001-PP-PCR-24410
2026-10-21,Injection Molding,IM-001,M-INJ-001,WO-8084,13833,12:29:03,23:20:03,10.85,TR-001-PP-PCR-24410
2026-10-22,injection molding,IM-001,M-INJ-001,WO-8085,18041,02:06:16,16:15:16,14.15,TR-001-PP-PCR-24410
2026-10-22,Injection Molding,IM-001,M-INJ-001,WO-8086,22797,17:28:42,11:21:30,17.88,TR-001-HDPE-24410
2026-10-23,Injection Molding,IM-001,M-INJ-001,WO-8087,13668,13:31:15,00:14:27,10.72,TR-001-HDPE-24410
2026-10-24,Injection Molding,IM-001,M-INJ-001,WO-8088,14471,04:31:35,15:52:35,11.35,TR-001-PP-24410
2026-10-24,  Injection Molding  ,IM-001,M-INJ-001,WO-8089,12393,16:23:18,02:06:30,9.72,TR-001-PP-24410
2026-10-25,Injection Molding,IM-001,M-INJ-001,WO-8090,19851,05:19:18,20:53:30,15.57,TR-001-PETG-24410
2026-10-25,Injection Molding,IM-001,M-INJ-001,WO-8091,20578,22:01:20,14:09:44,16.14,TR-001-PP-24410
2026-10-26,INJECTION MOLDING,IM-001,M-INJ-001,WO-8092,16294,22:06:32,10:53:20,12.78,TR-001-HDPE-24410
2026-10-27,Injection Molding,IM-001,M-INJ-001,WO-8093,14025,12:23:04,23:23:04,11.0,TR-001-PETG-24410
2026-10-28,Injection Molding,IM-001,M-INJ-001,WO-8094,19928,01:28:22,17:06:10,15.63,TR-001-PETG-24410
2026-10-28,Injection Molding,IM-001,M-INJ-001,WO-8095,19099,17:58:16,08:57:04,14.98,TR-001-PP-24410
2026-10-29,Injection Molding,IM-001,M-INJ-001,WO-8096,12902,11:26:31,21:33:43,10.12,TR-001-PP-24410
2026-10-30,Injection Molding,IM-001,M-INJ-001,WO-8097,19979,00:32:44,16:12:56,15.67,TR-001-PP-24410
2026-10-30,Injection Molding,IM-001,M-INJ-001,WO-8098,19545,18:13:18,09:33:06,15.33,TR-001-PP-PCR-24410
2026-10-31,Injection Molding,IM-001,M-INJ-001,WO-8099,14535,13:10:11,00:34:11,11.4,TR-001-PP-PCR-24410
2026-11-01,  Injection Molding  ,IM-001,M-INJ-001,WO-8100,21420,05:40:53,22:28:53,16.8,TR-001-HDPE-24410
2026-11-01,Injection Molding,IM-001,M-INJ-001,WO-8101,19469,23:30:01,14:46:13,15.27,TR-001-HDPE-24410
2026-11-02,Injection Molding,IM-001,M-INJ-001,WO-8102,16128,16:44:35,05:23:35,12.65,TR-001-PP-24410
2026-11-03,Injection Molding,IM-001,M-INJ-001,WO-8103,17722,06:42:09,20:36:09,13.9,TR-001-PP-24410
2026-11-03,Injection Molding,IM-001,M-INJ-001,WO-8104,22121,22:53:21,16:14:21,17.35,TR-001-PP-PCR-24410
2026-11-04,Injection Molding,IM-001,M-INJ-001,WO-8105,13221,23:22:41,09:44:53,10.37,TR-001-PP-PCR-24410
2026-11-05,Injection Molding,IM-001,M-INJ-001,WO-8106,12278,12:29:27,22:07:15,9.63,TR-001-PP-24410
2026-11-05,Injection Molding,IM-001,M-INJ-001,WO-8107,26188,23:40:12,20:12:36,20.54,TR-001-PP-24410
2026-11-06,Injection Molding,IM-001,M-INJ-001,WO-8108,21585,22:01:43,14:57:31,16.93,TR-001-PP-24410
2026-11-07,Injection Molding,IM-001,M-INJ-001,WO-8109,18092,15:59:02,06:10:26,14.19,TR-001-PP-24410
2026-11-08,Injection Molding,IM-001,M-INJ-001,WO-8110,23868,10:14:53,04:58:05,18.72,TR-001-PP-24410
2026-11-09,Injection Molding,IM-001,M-INJ-001,WO-8111,18232,05:48:21,20:06:21,14.3,TR-001-PP-24410
2026-11-09,Injection Molding,IM-001,M-INJ-001,WO-8112,15185,21:21:43,09:16:19,11.91,TR-001-PP-24410
2026-11-10,Injection Molding,IM-001,M-INJ-001,WO-8113,16651,09:59:39,23:03:15,13.06,TR-001-HDPE-24410
2026-11-11,Injection Molding,IM-001,M-INJ-001,WO-8114,21318,02:00:14,18:43:26,16.72,TR-001-HDPE-24410
2026-11-11,Injection Molding,IM-001,M-INJ-001,WO-8115,11934,20:08:39,05:30:15,9.36,TR-001-PP-PCR-24410
2026-11-12,Injection Molding,IM-001,M-INJ-001,WO-8116,20094,06:57:41,22:43:17,15.76,TR-001-PP-PCR-24410
2026-11-13,Injection Molding,IM-001,M-INJ-001,WO-8117,22401,00:00:19,17:34:31,17.57,TR-001-PP-PCR-24410
2026-11-13,Injection Molding,IM-001,M-INJ-001,WO-8118,19354,18:11:58,09:22:46,15.18,TR-001-HDPE-24410
2026-11-14,Injection Molding,IM-001,M-INJ-001,WO-8119,16919,15:34:38,04:50:50,13.27,TR-001-HDPE-24410
2026-11-15,Injection Molding,IM-001,M-INJ-001,WO-8120,14063,08:19:48,19:21:36,11.03,TR-001-HDPE-24410
2026-11-16,Injection Molding,IM-001,M-INJ-001,WO-8121,17518,02:16:30,16:00:54,13.74,TR-001-HDPE-24410
2026-11-16,Injection Molding,IM-001,M-INJ-001,WO-8122,17021,20:42:40,10:03:40,13.35,TR-001-PP-24410
2026-11-17,Injection Molding,IM-001,M-INJ-001,WO-8123,13719,10:37:11,21:22:47,10.76,TR-001-PP-24410
2026-11-18,Injection Molding,IM-001,M-INJ-001,WO-8124,12813,03:08:19,13:11:19,10.05,TR-001-HDPE-24410
2026-11-18,injection molding,IM-001,M-INJ-001,WO-8125,11475,14:18:16,23:18:16,9.0,TR-001-HDPE-24410
2026-11-18,Injection Molding,IM-001,M-INJ-001,WO-8126,17174,23:48:30,13:16:42,13.47,TR-001-PP-24410
2026-11-19,Injection Molding,IM-001,M-INJ-001,WO-8127,14012,14:23:36,01:23:00,10.99,TR-001-PP-PCR-24410
2026-11-20,Injection Molding,IM-001,M-INJ-001,WO-8128,18717,02:47:14,17:28:02,14.68,TR-001-PETG-24410
2026-11-20,Injection Molding,IM-001,M-INJ-001,WO-8129,11181,19:10:42,03:56:54,8.77,TR-001-PETG-24410
2026-11-21,Injection Molding,IM-001,M-INJ-001,WO-8130,13540,04:49:21,15:26:33,10.62,TR-001-PETG-24410
2026-11-21,Injection Molding,IM-001,M-INJ-001,WO-8131,24148,17:42:54,12:39:18,18.94,TR-001-PETG-24410
2026-11-22,Injection Molding,IM-001,M-INJ-001,WO-8132,14203,15:54:33,03:02:57,11.14,TR-001-PP-24410
2026-11-23,Injection Molding,IM-001,M-INJ-001,WO-8133,11819,06:14:32,15:30:44,9.27,TR-001-HDPE-24410
2026-11-23,  Injection Molding  ,IM-001,M-INJ-001,WO-8134,13604,16:02:15,02:42:27,10.67,TR-001-HDPE-24410
2026-11-24,Injection Molding,IM-001,M-INJ-001,WO-8135,17301,03:03:08,16:37:20,13.57,TR-001-PETG-24410
2026-11-25,Injection Molding,IM-001,M-INJ-001,WO-8136,23829,01:25:10,20:06:34,18.69,TR-001-PETG-24410
2026-11-25,Injection Molding,IM-001,M-INJ-001,WO-8137,16549,20:54:35,09:53:23,12.98,TR-001-PETG-24410
2026-11-26,Injection Molding,IM-001,M-INJ-001,WO-8138,12928,11:52:52,22:01:16,10.14,TR-001-HDPE-24410
2026-11-27,Injection Molding,IM-001,M-INJ-001,WO-8139,19176,02:43:41,17:46:05,15.04,TR-001-HDPE-24410
2026-11-27,Injection Molding,IM-001,M-INJ-001,WO-8140,16575,18:59:12,07:59:12,13.0,TR-001-PP-24410
2026-11-28,  Injection Molding  ,IM-001,M-INJ-001,WO-8141,15733,09:20:48,21:41:12,12.34,TR-001-PP-24410
2026-11-29,injection molding,IM-001,M-INJ-001,WO-8142,16230,02:44:12,15:28:00,12.73,TR-001-PP-24410
2026-11-29,Injection Molding,IM-001,M-INJ-001,WO-8143,17493,17:22:56,07:06:08,13.72,TR-001-PP-PCR-24410
2026-11-30,Injection Molding,IM-001,M-INJ-001,WO-8144,22287,08:28:52,01:57:40,17.48,TR-001-PP-PCR-24410
2026-12-01,Injection Molding,IM-001,M-INJ-001,WO-8145,19010,03:32:44,18:27:20,14.91,TR-001-PP-PCR-24410
2026-12-01,  Injection Molding  ,IM-001,M-INJ-001,WO-8146,12622,23:05:10,08:59:10,9.9,TR-001-PETG-24410
2026-12-02,Injection Molding,IM-001,M-INJ-001,WO-8147,15376,09:42:48,21:46:24,12.06,TR-001-PP-PCR-24410
2026-12-03,Injection Molding,IM-001,M-INJ-001,WO-8148,13119,02:20:42,12:38:06,10.29,TR-001-PP-PCR-24410
2026-12-03,Injection Molding,IM-001,M-INJ-001,WO-8149,13566,18:23:07,05:01:31,10.64,TR-001-PP-PCR-24410
2026-12-04,Injection Molding,IM-001,M-INJ-001,WO-8150,12941,10:00:00,20:09:00,10.15,TR-001-PP-PCR-24410
2026-12-04,Injection Molding,IM-001,M-INJ-001,WO-8151,18997,20:55:34,11:49:34,14.9,TR-001-PETG-24410
2026-12-05,Injection Molding,IM-001,M-INJ-001,WO-8152,11615,18:09:13,03:15:49,9.11,TR-001-PETG-24410
2026-12-06,Injection Molding,IM-001,M-INJ-001,WO-8153,18525,04:46:23,19:18:11,14.53,TR-001-PETG-24410
2026-12-06,  Injection Molding  ,IM-001,M-INJ-001,WO-8154,17046,20:41:07,10:03:19,13.37,TR-001-HDPE-24410
2026-12-07,Injection Molding,IM-001,M-INJ-001,WO-8155,16842,10:54:48,00:07:24,13.21,TR-001-HDPE-24410
2026-12-08,Injection Molding,IM-001,M-INJ-001,WO-8156,22363,01:24:06,18:56:30,17.54,TR-001-HDPE-24410
2026-12-08,  Injection Molding  ,IM-001,M-INJ-001,WO-8157,16269,20:45:47,09:31:23,12.76,TR-001-PP-PCR-24410
2026-12-09,  Injection Molding  ,IM-001,M-INJ-001,WO-8158,15644,15:33:43,03:49:55,12.27,TR-001-PP-PCR-24410
2026-12-10,Injection Molding,IM-001,M-INJ-001,WO-8159,21917,05:09:32,22:20:56,17.19,TR-001-PP-PCR-24410
2026-12-11,  Injection Molding  ,IM-001,M-INJ-001,WO-8160,23345,05:15:54,23:34:30,18.31,TR-001-PP-PCR-24410
2026-12-12,Injection Molding,IM-001,M-INJ-001,WO-8161,13604,02:18:15,12:58:27,10.67,TR-001-PP-PCR-24410
2026-12-12,Injection Molding,IM-001,M-INJ-001,WO-8162,24326,14:41:43,09:46:31,19.08,TR-001-PP-PCR-24410
2026-12-13,Injection Molding,IM-001,M-INJ-001,WO-8163,11411,11:43:36,20:40:36,8.95,TR-001-PP-24410
2026-12-13,Injection Molding,IM-001,M-INJ-001,WO-8164,25538,21:37:52,17:39:40,20.03,TR-001-PP-24410
2026-12-14,Injection Molding,IM-001,M-INJ-001,WO-8165,19201,18:25:16,09:28:52,15.06,TR-001-PP-PCR-24410
2026-12-15,Injection Molding,IM-001,M-INJ-001,WO-8166,24123,10:11:07,05:06:19,18.92,TR-001-PP-24410
2026-12-16,Injection Molding,IM-001,M-INJ-001,WO-8167,19380,07:47:42,22:59:42,15.2,TR-001-PP-24410
2026-12-16,Injection Molding,IM-001,M-INJ-001,WO-8168,11602,23:24:48,08:30:48,9.1,TR-001-PP-24410
2026-12-17,Injection Molding,IM-001,M-INJ-001,WO-8169,15963,09:22:37,21:53:49,12.52,TR-001-HDPE-24410
2026-12-18,Injection Molding,IM-001,M-INJ-001,WO-8170,20884,06:26:03,22:48:51,16.38,TR-001-HDPE-24410
2026-12-18,Injection Molding,IM-001,M-INJ-001,WO-8171,19392,23:40:58,14:53:34,15.21,TR-001-HDPE-24410
2026-12-19,Injection Molding,IM-001,M-INJ-001,WO-8172,17123,16:20:35,05:46:23,13.43,TR-001-PP-PCR-24410
2026-12-20,injection molding,IM-001,M-INJ-001,WO-8173,8899,07:31:58,14:30:46,6.98,TR-001-PP-PCR-24410
2026-12-20,Injection Molding,IM-001,M-INJ-001,WO-8174,24543,15:11:50,10:26:50,19.25,TR-001-HDPE-24410
2026-12-21,INJECTION MOLDING,IM-001,M-INJ-001,WO-8175,13604,13:38:56,00:19:08,10.67,TR-001-HDPE-24410
2026-12-22,Injection Molding,IM-001,M-INJ-001,WO-8176,23064,03:44:58,21:50:22,18.09,TR-001-HDPE-24410
2026-12-23,Injection Molding,IM-001,M-INJ-001,WO-8177,17148,00:54:43,14:21:43,13.45,TR-001-PETG-24410
2026-12-23,Injection Molding,IM-001,M-INJ-001,WO-8178,21458,19:37:45,12:27:33,16.83,TR-001-PETG-24410
2026-12-24,Injection Molding,IM-001,M-INJ-001,WO-8179,18347,15:24:50,05:48:14,14.39,TR-001-PP-PCR-24410
2026-12-25,Injection Molding,IM-001,M-INJ-001,WO-8180,9830,07:57:05,15:39:41,7.71,TR-001-PP-PCR-24410
2026-12-25,Injection Molding,IM-001,M-INJ-001,WO-8181,21267,16:27:32,09:08:20,16.68,TR-001-PP-PCR-24410
2026-12-26,Injection Molding,IM-001,M-INJ-001,WO-8182,16077,10:08:49,22:45:25,12.61,TR-001-PETG-24410
2026-12-27,Injection Molding,IM-001,M-INJ-001,WO-8183,24033,05:32:40,00:23:40,18.85,TR-001-PETG-24410
2026-12-28,Injection Molding,IM-001,M-INJ-001,WO-8184,19775,02:36:33,18:07:09,15.51,TR-001-PETG-24410
2026-12-28,Injection Molding,IM-001,M-INJ-001,WO-8185,16167,18:49:48,07:30:36,12.68,TR-001-PETG-24410
2026-12-29,Injection Molding,IM-001,M-INJ-001,WO-8186,20922,09:09:24,01:34:00,16.41,TR-001-PETG-24410
2026-12-30,Injection Molding,IM-001,M-INJ-001,WO-8187,12380,02:20:56,12:03:32,9.71,TR-001-PETG-24410
2026-12-30,Injection Molding,IM-001,M-INJ-001,WO-8188,19775,13:13:38,04:44:14,15.51,TR-001-PP-24410
