ProductBatch,WorkOrder,ProductionDate,Shift,MachineId,MoldId,CapId,Material,CapType,Characteristic,Class,AQL,Standard,InspectionLevel,LotSize,CodeLetter,SampleSize,AcceptanceNumber,RejectionNumber,DefectsFound,LotDecision,InspectionDateTime,Inspector
LOTE-M-INJ-007-6868,WO-10279,2026-04-24,Shift 3,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Sealing,Critical,0.1,ISO 2859-1,II,8228,L,200,0,1,0,Approved,2026-04-24 02:06:50.917,Beatriz Costa
LOTE-M-INJ-007-6868,WO-10279,2026-04-24,SHIFT 3,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Flash,Major,0.65,ISO 2859-1,II,8228,L,200,5,6,1,Approved,2026-04-24 14:51:41.544,Ana Silva
LOTE-M-INJ-007-6868,WO-10279,2026-04-24,Shift 3,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Short Shot,Major,0.65,ISO 2859-1,II,8228,L,200,5,6,1,Approved,2026-04-24 05:24:06.856,Ana Silva
LOTE-M-INJ-007-6868,WO-10279,2026-04-24,Shift 3,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Color,Minor,1.5,ISO 2859-1,II,8228,L,200,10,11,1,Approved,2026-04-24 09:03:41.908,Beatriz Costa
LOTE-M-INJ-007-6868,WO-10280,2026-04-24,Shift 2,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Sealing,Critical,0.1,ISO 2859-1,II,3112,L,200,0,1,0,Approved,2026-04-25 05:14:34.418,Carlos Mendes
LOTE-M-INJ-007-6868,WO-10280,2026-04-24,Shift 2,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Flash,Major,0.65,ISO 2859-1,II,3112,L,200,5,6,1,Approved,2026-04-25 03:03:24.049,Elena Santos
LOTE-M-INJ-007-6868,WO-10280,2026-04-24,Shift 2,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Stain,Minor,1.5,ISO 2859-1,II,3112,L,200,10,11,2,Approved,2026-04-25 01:25:53.844,Carlos Mendes
LOTE-M-INJ-007-6868,WO-10281,2026-04-25,Shift 1,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Sealing,Critical,0.1,ISO 2859-1,II,6872,L,200,0,1,0,Approved,2026-04-25 22:55:46.060,Beatriz Costa
LOTE-M-INJ-007-6868,WO-10281,2026-04-25,Shift 1,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Flash,Major,0.65,ISO 2859-1,II,6872,L,200,5,6,1,Approved,2026-04-25 14:28:40.090,Carlos Mendes
LOTE-M-INJ-007-6868,WO-10281,2026-04-25,Shift 1,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Short Shot,Major,0.65,ISO 2859-1,II,6872,L,200,5,6,0,Approved,2026-04-25 21:26:07.110,Diogo Ferreira
LOTE-M-INJ-007-6868,WO-10282,2026-04-26,Shift 3,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Thread,Critical,0.1,ISO 2859-1,II,10236,M,315,0,1,0,Approved,2026-04-26 02:40:43.108,Diogo Ferreira
LOTE-M-INJ-007-6868,WO-10282,2026-04-26,Shift 3,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Sealing,Critical,0.1,ISO 2859-1,II,10236,M,315,0,1,0,Approved,2026-04-26 12:18:30.646,Beatriz Costa
LOTE-M-INJ-007-6868,WO-10282,2026-04-26,Shift 3,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Flash,Major,0.65,ISO 2859-1,II,10236,M,315,7,8,4,Approved,2026-04-26 10:35:13.130,Beatriz Costa
LOTE-M-INJ-007-6868,WO-10282,2026-04-26,Shift 3,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Short Shot,Major,0.65,ISO 2859-1,II,10236,M,315,7,8,0,Approved,2026-04-26 16:25:32.121,Elena Santos
LOTE-M-INJ-007-6868,WO-10282,2026-04-26,Shift 3,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Stain,Minor,1.5,ISO 2859-1,II,10236,M,315,14,15,3,Approved,2026-04-26 11:48:30.943,Beatriz Costa
LOTE-M-INJ-007-6868,WO-10283,2026-04-26,Shift 2,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Thread,Critical,0.1,ISO 2859-1,II,1291,L,200,0,1,0,Approved,2026-04-27 12:48:14.219,Ana Silva
LOTE-M-INJ-007-6868,WO-10283,2026-04-26,Shift 2,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Sealing,Critical,0.1,ISO 2859-1,II,1291,L,200,0,1,0,Approved,2026-04-27 05:53:01.705,Carlos Mendes
LOTE-M-INJ-007-6868,WO-10283,2026-04-26,Shift 2,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Flash,Major,0.65,ISO 2859-1,II,1291,L,200,5,6,2,Approved,2026-04-27 01:05:47.684,Diogo Ferreira
LOTE-M-INJ-007-6868,WO-10283,2026-04-26,Shift 2,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Color,Minor,1.5,ISO 2859-1,II,1291,L,200,10,11,1,Approved,2026-04-27 10:20:39.183,Diogo Ferreira
LOTE-M-INJ-007-6868,WO-10284,2026-04-27,  Shift 1  ,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Thread,Critical,0.1,ISO 2859-1,II,8364,L,200,0,1,1,Rejected,2026-04-27 17:06:45.473,Ana Silva
LOTE-M-INJ-007-6868,WO-10284,2026-04-27,  Shift 1  ,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Sealing,Critical,0.1,ISO 2859-1,II,8364,L,200,0,1,1,Rejected,2026-04-28 01:11:48.572,Diogo Ferreira
LOTE-M-INJ-007-6868,WO-10284,2026-04-27,Shift 1,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Flash,Major,0.65,ISO 2859-1,II,8364,L,200,5,6,1,Approved,2026-04-27 23:25:17.487,Carlos Mendes
LOTE-M-INJ-007-6868,WO-10284,2026-04-27,Shift 1,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Short Shot,Major,0.65,ISO 2859-1,II,8364,L,200,5,6,0,Approved,2026-04-27 20:02:32.369,Elena Santos
LOTE-M-INJ-007-6868,WO-10284,2026-04-27,Shift 1,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Stain,Minor,1.5,ISO 2859-1,II,8364,L,200,10,11,1,Approved,2026-04-27 20:15:29.962,Beatriz Costa
LOTE-M-INJ-007-6868,WO-10285,2026-04-28,Shift 1,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Sealing,Critical,0.1,ISO 2859-1,II,7948,L,200,0,1,0,Approved,2026-04-28 19:01:08.914,Ana Silva
LOTE-M-INJ-007-6868,WO-10286,2026-04-29,Shift 3,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Thread,Critical,0.1,ISO 2859-1,II,8876,L,200,0,1,0,Approved,2026-04-29 12:13:05.306,Diogo Ferreira
LOTE-M-INJ-007-6868,WO-10286,2026-04-29,Shift 3,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Sealing,Critical,0.1,ISO 2859-1,II,8876,L,200,0,1,0,Approved,2026-04-29 03:38:19.272,Ana Silva
LOTE-M-INJ-007-6868,WO-10286,2026-04-29,Shift 3,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Flash,Major,0.65,ISO 2859-1,II,8876,L,200,5,6,3,Approved,2026-04-29 14:39:25.671,Diogo Ferreira
LOTE-M-INJ-007-6868,WO-10286,2026-04-29,Shift 3,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Short Shot,Major,0.65,ISO 2859-1,II,8876,L,200,5,6,1,Approved,2026-04-29 03:12:49.447,Elena Santos
LOTE-M-INJ-007-6868,WO-10286,2026-04-29,Shift 3,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Stain,Minor,1.5,ISO 2859-1,II,8876,L,200,10,11,3,Approved,2026-04-29 02:44:07.259,Carlos Mendes
LOTE-M-INJ-007-6868,WO-10287,2026-04-29,Shift 2,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Thread,Critical,0.1,ISO 2859-1,II,8226,L,200,0,1,0,Approved,2026-04-29 20:50:58.229,Beatriz Costa
LOTE-M-INJ-007-6868,WO-10287,2026-04-29,Shift 2,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Sealing,Critical,0.1,ISO 2859-1,II,8226,L,200,0,1,0,Approved,2026-04-30 06:47:23.073,Beatriz Costa
LOTE-M-INJ-007-6868,WO-10287,2026-04-29,Shift 2,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Flash,Major,0.65,ISO 2859-1,II,8226,L,200,5,6,4,Approved,2026-04-30 06:56:23.225,Carlos Mendes
LOTE-M-INJ-007-6868,WO-10287,2026-04-29,Shift 2,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Stain,Minor,1.5,ISO 2859-1,II,8226,L,200,10,11,6,Approved,2026-04-30 03:08:03.113,Diogo Ferreira
LOTE-M-INJ-007-6868,WO-10288,2026-04-30,Shift 1,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Sealing,Critical,0.1,ISO 2859-1,II,6487,L,200,0,1,0,Approved,2026-05-01 08:49:39.608,Diogo Ferreira
LOTE-M-INJ-007-6868,WO-10288,2026-04-30,Shift 1,IM-004,M-INJ-007,TF-007-PP-PCR-28410,PP-PCR,Flip Top,Short Shot,Major,0.65,ISO 2859-1,II,6487,L,200,5,6,1,Approved,2026-05-01 05:25:08.430,Elena Santos
LOTE-M-INJ-007-6869,WO-10289,2026-05-01,Shift 1,IM-004,M-INJ-007,TF-007-PP-28410,PP,Flip Top,Thread,Critical,0.1,ISO 2859-1,II,10405,M,315,0,1,1,Rejected,2026-05-01 20:37:36.647,Ana Silva
LOTE-M-INJ-007-6869,WO-10289,2026-05-01,Shift 1,IM-004,M-INJ-007,TF-007-PP-28410,PP,Flip Top,Short Shot,Major,0.65,ISO 2859-1,II,10405,M,315,7,8,1,Approved,2026-05-01 20:32:58.934,Beatriz Costa
LOTE-M-INJ-007-6869,WO-10289,2026-05-01,Shift 1,IM-004,M-INJ-007,TF-007-PP-28410,PP,Flip Top,Stain,Minor,1.5,ISO 2859-1,II,10405,M,315,14,15,3,Approved,2026-05-01 15:00:47.645,Beatriz Costa
LOTE-M-INJ-007-6869,WO-10289,2026-05-01,Shift 1,IM-004,M-INJ-007,TF-007-PP-28410,PP,Flip Top,Color,Minor,1.5,ISO 2859-1,II,10405,M,315,14,15,6,Approved,2026-05-01 21:04:06.779,Beatriz Costa
LOTE-M-INJ-007-6869,WO-10290,2026-05-02,Shift 3,IM-004,M-INJ-007,TF-007-PP-28410,PP,Flip Top,Thread,Critical,0.1,ISO 2859-1,II,5614,L,200,0,1,0,Approved,2026-05-02 14:20:29.867,Elena Santos
LOTE-M-INJ-007-6869,WO-10290,2026-05-02,Shift 3,IM-004,M-INJ-007,TF-007-PP-28410,PP,Flip Top,Sealing,Critical,0.1,ISO 2859-1,II,5614,L,200,0,1,0,Approved,2026-05-02 10:01:00.117,Elena Santos
LOTE-M-INJ-007-6869,WO-10290,2026-05-02,Shift 3,IM-004,M-INJ-007,TF-007-PP-28410,PP,Flip Top,Flash,Major,0.65,ISO 2859-1,II,5614,L,200,5,6,2,Approved,2026-05-02 14:34:53.990,Ana Silva
LOTE-M-INJ-007-6869,WO-10290,2026-05-02,Shift 3,IM-004,M-INJ-007,TF-007-PP-28410,PP,Flip Top,Short Shot,Major,0.65,ISO 2859-1,II,5614,L,200,5,6,1,Approved,2026-05-02 15:57:25.601,Carlos Mendes
LOTE-M-INJ-007-6869,WO-10290,2026-05-02,Shift 3,IM-004,M-INJ-007,TF-007-PP-28410,PP,Flip Top,Color,Minor,1.5,ISO 2859-1,II,5614,L,200,10,11,2,Approved,2026-05-02 12:10:10.146,Elena Santos
LOTE-M-INJ-007-6869,WO-10291,2026-05-02,Shift 2,IM-004,M-INJ-007,TF-007-PP-28410,PP,Flip Top,Sealing,Critical,0.1,ISO 2859-1,II,5221,L,200,0,1,0,Approved,2026-05-02 18:31:50.642,Carlos Mendes
LOTE-M-INJ-007-6869,WO-10291,2026-05-02,shift 2,IM-004,M-INJ-007,TF-007-PP-28410,PP,Flip Top,Flash,Major,0.65,ISO 2859-1,II,5221,L,200,5,6,8,Rejected,2026-05-02 18:29:43.411,Diogo Ferreira
LOTE-M-INJ-007-6869,WO-10291,2026-05-02,Shift 2,IM-004,M-INJ-007,TF-007-PP-28410,PP,Flip Top,Short Shot,Major,0.65,ISO 2859-1,II,5221,L,200,5,6,4,Approved,2026-05-02 21:10:52.354,Diogo Ferreira
LOTE-M-INJ-007-6869,WO-10291,2026-05-02,SHIFT 2,IM-004,M-INJ-007,TF-007-PP-28410,PP,Flip Top,Color,Minor,1.5,ISO 2859-1,II,5221,L,200,10,11,3,Approved,2026-05-03 00:02:26.524,Elena Santos
LOTE-M-INJ-007-6869,WO-10292,2026-05-03,Shift 1,IM-004,M-INJ-007,TF-007-PP-28410,PP,Flip Top,Thread,Critical,0.1,ISO 2859-1,II,4288,L,200,0,1,0,Approved,2026-05-03 15:26:37.913,Beatriz Costa
LOTE-M-INJ-007-6869,WO-10292,2026-05-03,Shift 1,IM-004,M-INJ-007,TF-007-PP-28410,PP,Flip Top,Flash,Major,0.65,ISO 2859-1,II,4288,L,200,5,6,4,Approved,2026-05-03 17:24:44.842,Elena Santos
LOTE-M-INJ-007-6869,WO-10292,2026-05-03,Shift 1,IM-004,M-INJ-007,TF-007-PP-28410,PP,Flip Top,Short Shot,Major,0.65,ISO 2859-1,II,4288,L,200,5,6,1,Approved,2026-05-03 18:32:51.736,Ana Silva
LOTE-M-INJ-007-6869,WO-10292,2026-05-03,shift 1,IM-004,M-INJ-007,TF-007-PP-28410,PP,Flip Top,Color,Minor,1.5,ISO 2859-1,II,4288,L,200,10,11,2,Approved,2026-05-03 19:56:37.764,Ana Silva
LOTE-M-INJ-007-6869,WO-10293,2026-05-03,Shift 2,IM-004,M-INJ-007,TF-007-PP-28410,PP,Flip Top,Thread,Critical,0.1,ISO 2859-1,II,8499,L,200,0,1,0,Approved,2026-05-03 22:35:06.078,Elena Santos
LOTE-M-INJ-007-6869,WO-10293,2026-05-03,Shift 2,IM-004,M-INJ-007,TF-007-PP-28410,PP,Flip Top,Sealing,Critical,0.1,ISO 2859-1,II,8499,L,200,0,1,0,Approved,2026-05-04 03:43:24.615,Diogo Ferreira
LOTE-M-INJ-007-6869,WO-10293,2026-05-03,Shift 2,IM-004,M-INJ-007,TF-007-PP-28410,PP,Flip Top,Flash,Major,0.65,ISO 2859-1,II,8499,L,200,5,6,2,Approved,2026-05-04 12:36:28.924,Beatriz Costa
LOTE-M-INJ-004-6870,WO-10294,2026-05-04,Shift 3,IM-004,M-INJ-004,TR-004-PP-PCR-28410,PP-PCR,Screw Cap,Thread,Critical,0.1,ISO 2859-1,II,14774,M,315,0,1,0,Approved,2026-05-05 06:20:54.927,Beatriz Costa
LOTE-M-INJ-004-6870,WO-10294,2026-05-04,Shift 3,IM-004,M-INJ-004,TR-004-PP-PCR-28410,PP-PCR,Screw Cap,Sealing,Critical,0.1,ISO 2859-1,II,14774,M,315,0,1,0,Approved,2026-05-05 09:22:27.805,Diogo Ferreira
LOTE-M-INJ-004-6870,WO-10294,2026-05-04,shift 3,IM-004,M-INJ-004,TR-004-PP-PCR-28410,PP-PCR,Screw Cap,Short Shot,Major,0.65,ISO 2859-1,II,14774,M,315,7,8,0,Approved,2026-05-05 06:56:31.366,Ana Silva
LOTE-M-INJ-004-6870,WO-10294,2026-05-04,Shift 3,IM-004,M-INJ-004,TR-004-PP-PCR-28410,PP-PCR,Screw Cap,Color,Minor,1.5,ISO 2859-1,II,14774,M,315,14,15,4,Approved,2026-05-04 22:49:59.825,Carlos Mendes
LOTE-M-INJ-004-6870,WO-10295,2026-05-05,Shift 1,IM-004,M-INJ-004,TR-004-PP-PCR-28410,PP-PCR,Screw Cap,Short Shot,Major,0.65,ISO 2859-1,II,20143,M,315,7,8,0,Approved,2026-05-05 23:15:52.657,Beatriz Costa
LOTE-M-INJ-004-6870,WO-10295,2026-05-05,Shift 1,IM-004,M-INJ-004,TR-004-PP-PCR-28410,PP-PCR,Screw Cap,Stain,Minor,1.5,ISO 2859-1,II,20143,M,315,14,15,3,Approved,2026-05-05 12:29:44.884,Beatriz Costa
LOTE-M-INJ-004-6870,WO-10295,2026-05-05,Shift 1,IM-004,M-INJ-004,TR-004-PP-PCR-28410,PP-PCR,Screw Cap,Color,Minor,1.5,ISO 2859-1,II,20143,M,315,14,15,3,Approved,2026-05-05 18:02:07.500,Ana Silva
LOTE-M-INJ-004-6870,WO-10296,2026-05-06,Shift 1,IM-004,M-INJ-004,TR-004-PP-PCR-28410,PP-PCR,Screw Cap,Thread,Critical,0.1,ISO 2859-1,II,21478,M,315,0,1,0,Approved,2026-05-06 09:43:33.684,Beatriz Costa
LOTE-M-INJ-004-6870,WO-10296,2026-05-06,Shift 1,IM-004,M-INJ-004,TR-004-PP-PCR-28410,PP-PCR,Screw Cap,Flash,Major,0.65,ISO 2859-1,II,21478,M,315,7,8,2,Approved,2026-05-06 20:01:00.006,Elena Santos
LOTE-M-INJ-004-6870,WO-10296,2026-05-06,Shift 1,IM-004,M-INJ-004,TR-004-PP-PCR-28410,PP-PCR,Screw Cap,Color,Minor,1.5,ISO 2859-1,II,21478,M,315,14,15,9,Approved,2026-05-06 07:31:58.007,Diogo Ferreira
LOTE-M-INJ-004-6870,WO-10297,2026-05-07,Shift 3,IM-004,M-INJ-004,TR-004-PP-PCR-28410,PP-PCR,Screw Cap,Sealing,Critical,0.1,ISO 2859-1,II,17133,M,315,0,1,0,Approved,2026-05-07 14:27:50.477,Carlos Mendes
LOTE-M-INJ-004-6870,WO-10297,2026-05-07,Shift 3,IM-004,M-INJ-004,TR-004-PP-PCR-28410,PP-PCR,Screw Cap,Stain,Minor,1.5,ISO 2859-1,II,17133,M,315,14,15,3,Approved,2026-05-07 03:39:33.687,Ana Silva
LOTE-M-INJ-004-6870,WO-10298,2026-05-07,Shift 2,IM-004,M-INJ-004,TR-004-PP-PCR-28410,PP-PCR,Screw Cap,Stain,Minor,1.5,ISO 2859-1,II,13391,M,315,14,15,8,Approved,2026-05-08 00:42:40.056,Diogo Ferreira
LOTE-M-INJ-004-6870,WO-10298,2026-05-07,Shift 2,IM-004,M-INJ-004,TR-004-PP-PCR-28410,PP-PCR,Screw Cap,Color,Minor,1.5,ISO 2859-1,II,13391,M,315,14,15,8,Approved,2026-05-08 03:44:20.559,Beatriz Costa
LOTE-M-INJ-004-6871,WO-10300,2026-05-09,Shift 3,IM-004,M-INJ-004,TR-004-HDPE-28410,HDPE,Screw Cap,Stain,Minor,1.5,ISO 2859-1,II,9733,L,200,10,11,5,Approved,2026-05-09 04:38:54.164,Beatriz Costa
LOTE-M-INJ-004-6871,WO-10301,2026-05-09,Shift 2,IM-004,M-INJ-004,TR-004-HDPE-28410,HDPE,Screw Cap,Thread,Critical,0.1,ISO 2859-1,II,18127,M,315,0,1,0,Approved,2026-05-10 10:19:00.023,Beatriz Costa
LOTE-M-INJ-004-6871,WO-10301,2026-05-09,Shift 2,IM-004,M-INJ-004,TR-004-HDPE-28410,HDPE,Screw Cap,Sealing,Critical,0.1,ISO 2859-1,II,18127,M,315,0,1,0,Approved,2026-05-10 09:13:44.240,Beatriz Costa
LOTE-M-INJ-004-6871,WO-10301,2026-05-09,shift 2,IM-004,M-INJ-004,TR-004-HDPE-28410,HDPE,Screw Cap,Short Shot,Major,0.65,ISO 2859-1,II,18127,M,315,7,8,2,Approved,2026-05-10 08:35:11.635,Carlos Mendes
LOTE-M-INJ-004-6871,WO-10301,2026-05-09,Shift 2,IM-004,M-INJ-004,TR-004-HDPE-28410,HDPE,Screw Cap,Color,Minor,1.5,ISO 2859-1,II,18127,M,315,14,15,9,Approved,2026-05-10 08:37:22.814,Beatriz Costa
LOTE-M-INJ-004-6871,WO-10302,2026-05-10,Shift 1,IM-004,M-INJ-004,TR-004-HDPE-28410,HDPE,Screw Cap,Flash,Major,0.65,ISO 2859-1,II,9433,L,200,5,6,5,Approved,2026-05-10 15:18:25.886,Diogo Ferreira
LOTE-M-INJ-004-6871,WO-10303,2026-05-10,Shift 3,IM-004,M-INJ-004,TR-004-HDPE-28410,HDPE,Screw Cap,Thread,Critical,0.1,ISO 2859-1,II,10550,M,315,0,1,0,Approved,2026-05-11 05:11:06.679,Carlos Mendes
LOTE-M-INJ-004-6871,WO-10304,2026-05-11,Shift 1,IM-004,M-INJ-004,TR-004-HDPE-28410,HDPE,Screw Cap,Stain,Minor,1.5,ISO 2859-1,II,15684,M,315,14,15,5,Approved,2026-05-11 16:58:51.472,Carlos Mendes
LOTE-M-INJ-004-6871,WO-10304,2026-05-11,Shift 1,IM-004,M-INJ-004,TR-004-HDPE-28410,HDPE,Screw Cap,Color,Minor,1.5,ISO 2859-1,II,15684,M,315,14,15,3,Approved,2026-05-11 12:49:40.452,Ana Silva
LOTE-M-INJ-004-6871,WO-10305,2026-05-11,Shift 3,IM-004,M-INJ-004,TR-004-HDPE-28410,HDPE,Screw Cap,Flash,Major,0.65,ISO 2859-1,II,10639,M,315,7,8,4,Approved,2026-05-12 01:37:03.645,Elena Santos
LOTE-M-INJ-004-6871,WO-10305,2026-05-11,Shift 3,IM-004,M-INJ-004,TR-004-HDPE-28410,HDPE,Screw Cap,Stain,Minor,1.5,ISO 2859-1,II,10639,M,315,14,15,8,Approved,2026-05-12 06:29:33.351,Carlos Mendes
LOTE-M-INJ-004-6871,WO-10306,2026-05-12,Shift 1,IM-004,M-INJ-004,TR-004-HDPE-28410,HDPE,Screw Cap,Thread,Critical,0.1,ISO 2859-1,II,13412,M,315,0,1,0,Approved,2026-05-12 19:43:21.802,Diogo Ferreira
LOTE-M-INJ-004-6871,WO-10306,2026-05-12,Shift 1,IM-004,M-INJ-004,TR-004-HDPE-28410,HDPE,Screw Cap,Sealing,Critical,0.1,ISO 2859-1,II,13412,M,315,0,1,0,Approved,2026-05-12 17:12:24.132,Carlos Mendes
LOTE-M-INJ-004-6871,WO-10306,2026-05-12,  Shift 1  ,IM-004,M-INJ-004,TR-004-HDPE-28410,HDPE,Screw Cap,Flash,Major,0.65,ISO 2859-1,II,13412,M,315,7,8,10,Rejected,2026-05-12 11:19:30.606,Ana Silva
LOTE-M-INJ-004-6871,WO-10306,2026-05-12,Shift 1,IM-004,M-INJ-004,TR-004-HDPE-28410,HDPE,Screw Cap,Stain,Minor,1.5,ISO 2859-1,II,13412,M,315,14,15,9,Approved,2026-05-12 16:07:31.377,Elena Santos
LOTE-M-INJ-004-6871,WO-10307,2026-05-12,Shift 3,IM-004,M-INJ-004,TR-004-HDPE-28410,HDPE,Screw Cap,Sealing,Critical,0.1,ISO 2859-1,II,22614,M,315,0,1,0,Approved,2026-05-13 05:46:50.547,Diogo Ferreira
LOTE-M-INJ-004-6871,WO-10307,2026-05-12,Shift 3,IM-004,M-INJ-004,TR-004-HDPE-28410,HDPE,Screw Cap,Stain,Minor,1.5,ISO 2859-1,II,22614,M,315,14,15,6,Approved,2026-05-13 03:51:53.621,Ana Silva
LOTE-M-INJ-004-6871,WO-10308,2026-05-13,SHIFT 2,IM-004,M-INJ-004,TR-004-HDPE-28410,HDPE,Screw Cap,Flash,Major,0.65,ISO 2859-1,II,9468,L,200,5,6,11,Rejected,2026-05-13 20:51:33.637,Diogo Ferreira
LOTE-M-INJ-004-6871,WO-10308,2026-05-13,Shift 2,IM-004,M-INJ-004,TR-004-HDPE-28410,HDPE,Screw Cap,Stain,Minor,1.5,ISO 2859-1,II,9468,L,200,10,11,3,Approved,2026-05-13 21:02:17.800,Ana Silva
LOTE-M-INJ-004-6872,WO-10309,2026-05-14,Shift 3,IM-004,M-INJ-004,TR-004-PETG-28410,PETG,Screw Cap,Thread,Critical,0.1,ISO 2859-1,II,10266,M,315,0,1,0,Approved,2026-05-14 13:47:39.471,Carlos Mendes
LOTE-M-INJ-004-6872,WO-10309,2026-05-14,Shift 3,IM-004,M-INJ-004,TR-004-PETG-28410,PETG,Screw Cap,Flash,Major,0.65,ISO 2859-1,II,10266,M,315,7,8,8,Rejected,2026-05-14 04:44:45.570,Ana Silva
LOTE-M-INJ-004-6872,WO-10309,2026-05-14,Shift 3,IM-004,M-INJ-004,TR-004-PETG-28410,PETG,Screw Cap,Short Shot,Major,0.65,ISO 2859-1,II,10266,M,315,7,8,5,Approved,2026-05-14 11:00:31.130,Beatriz Costa
LOTE-M-INJ-004-6872,WO-10309,2026-05-14,Shift 3,IM-004,M-INJ-004,TR-004-PETG-28410,PETG,Screw Cap,Stain,Minor,1.5,ISO 2859-1,II,10266,M,315,14,15,1,Approved,2026-05-14 12:18:08.717,Beatriz Costa
LOTE-M-INJ-004-6872,WO-10310,2026-05-14,Shift 2,IM-004,M-INJ-004,TR-004-PETG-28410,PETG,Screw Cap,Thread,Critical,0.1,ISO 2859-1,II,20012,M,315,0,1,0,Approved,2026-05-15 06:17:52.365,Carlos Mendes
LOTE-M-INJ-004-6872,WO-10310,2026-05-14,Shift 2,IM-004,M-INJ-004,TR-004-PETG-28410,PETG,Screw Cap,Sealing,Critical,0.1,ISO 2859-1,II,20012,M,315,0,1,0,Approved,2026-05-15 11:26:32.064,Diogo Ferreira
LOTE-M-INJ-004-6872,WO-10310,2026-05-14,Shift 2,IM-004,M-INJ-004,TR-004-PETG-28410,PETG,Screw Cap,Flash,Major,0.65,ISO 2859-1,II,20012,M,315,7,8,10,Rejected,2026-05-15 12:17:17.297,Carlos Mendes
LOTE-M-INJ-004-6872,WO-10310,2026-05-14,Shift 2,IM-004,M-INJ-004,TR-004-PETG-28410,PETG,Screw Cap,Stain,Minor,1.5,ISO 2859-1,II,20012,M,315,14,15,7,Approved,2026-05-14 19:08:00.253,Diogo Ferreira
LOTE-M-INJ-004-6872,WO-10310,2026-05-14,shift 2,IM-004,M-INJ-004,TR-004-PETG-28410,PETG,Screw Cap,Color,Minor,1.5,ISO 2859-1,II,20012,M,315,14,15,9,Approved,2026-05-14 22:43:52.769,Beatriz Costa
LOTE-M-INJ-004-6872,WO-10311,2026-05-15,Shift 1,IM-004,M-INJ-004,TR-004-PETG-28410,PETG,Screw Cap,Thread,Critical,0.1,ISO 2859-1,II,17946,M,315,0,1,0,Approved,2026-05-16 05:56:58.541,Beatriz Costa
LOTE-M-INJ-004-6872,WO-10311,2026-05-15,shift 1,IM-004,M-INJ-004,TR-004-PETG-28410,PETG,Screw Cap,Flash,Major,0.65,ISO 2859-1,II,17946,M,315,7,8,12,Rejected,2026-05-15 23:14:42.116,Diogo Ferreira
LOTE-M-INJ-004-6872,WO-10311,2026-05-15,Shift 1,IM-004,M-INJ-004,TR-004-PETG-28410,PETG,Screw Cap,Stain,Minor,1.5,ISO 2859-1,II,17946,M,315,14,15,8,Approved,2026-05-15 15:05:23.815,Diogo Ferreira
